date,point,value_MSm3,value_GWh
2026-03-01 12:00:00+00:00,Dornum,51.6,544.38
2026-03-02 12:00:00+00:00,Dornum,66.4,700.52
2026-03-03 12:00:00+00:00,Dornum,68.0,717.4
2026-03-04 12:00:00+00:00,Dornum,62.6,660.43
2026-03-05 12:00:00+00:00,Dornum,62.9,663.595
2026-03-06 12:00:00+00:00,Dornum,63.4,668.87
2026-03-07 12:00:00+00:00,Dornum,63.4,668.87
2026-03-08 12:00:00+00:00,Dornum,64.5,680.475
2026-03-09 12:00:00+00:00,Dornum,62.7,661.485
2026-03-10 12:00:00+00:00,Dornum,66.8,704.74
2026-03-11 12:00:00+00:00,Dornum,67.9,716.345
2026-03-12 12:00:00+00:00,Dornum,68.3,720.565
2026-03-13 12:00:00+00:00,Dornum,68.09,718.35
2026-03-14 12:00:00+00:00,Dornum,68.3,720.565
2026-03-15 12:00:00+00:00,Dornum,67.8,715.29
2026-03-16 12:00:00+00:00,Dornum,68.09,718.35
2026-03-17 12:00:00+00:00,Dornum,68.0,717.4
2026-03-18 12:00:00+00:00,Dornum,62.0,654.1
2026-03-19 12:00:00+00:00,Dornum,63.0,664.65
2026-03-20 12:00:00+00:00,Dornum,64.59,681.425
2026-03-21 12:00:00+00:00,Dornum,65.5,691.025
2026-03-22 12:00:00+00:00,Dornum,65.4,689.97
2026-03-23 12:00:00+00:00,Dornum,66.8,704.74
2026-03-24 12:00:00+00:00,Dornum,65.09,686.7
2026-03-25 12:00:00+00:00,Dornum,64.2,677.31
2026-03-26 12:00:00+00:00,Dornum,67.7,714.235
2026-03-27 12:00:00+00:00,Dornum,67.8,715.29
2026-03-28 12:00:00+00:00,Dornum,63.6,670.98
2026-03-29 11:00:00+00:00,Dornum,67.3,710.015
2026-03-30 11:00:00+00:00,Dornum,67.3,710.015
2026-03-31 11:00:00+00:00,Dornum,65.09,686.7
2026-03-01 12:00:00+00:00,Dunkerque,45.7,482.135
2026-03-02 12:00:00+00:00,Dunkerque,46.0,485.3
2026-03-03 12:00:00+00:00,Dunkerque,30.2,318.61
2026-03-04 12:00:00+00:00,Dunkerque,29.1,307.005
2026-03-05 12:00:00+00:00,Dunkerque,39.0,411.45
2026-03-06 12:00:00+00:00,Dunkerque,31.6,333.38
2026-03-07 12:00:00+00:00,Dunkerque,35.5,374.525
2026-03-08 12:00:00+00:00,Dunkerque,34.9,368.195
2026-03-09 12:00:00+00:00,Dunkerque,36.0,379.8
2026-03-10 12:00:00+00:00,Dunkerque,37.29,393.41
2026-03-11 12:00:00+00:00,Dunkerque,47.7,503.235
2026-03-12 12:00:00+00:00,Dunkerque,47.3,499.015
2026-03-13 12:00:00+00:00,Dunkerque,49.4,521.17
2026-03-14 12:00:00+00:00,Dunkerque,46.7,492.685
2026-03-15 12:00:00+00:00,Dunkerque,49.5,522.225
2026-03-16 12:00:00+00:00,Dunkerque,49.3,520.115
2026-03-17 12:00:00+00:00,Dunkerque,49.8,525.39
2026-03-18 12:00:00+00:00,Dunkerque,38.7,408.285
2026-03-19 12:00:00+00:00,Dunkerque,49.5,522.225
2026-03-20 12:00:00+00:00,Dunkerque,50.0,527.5
2026-03-21 12:00:00+00:00,Dunkerque,49.5,522.225
2026-03-22 12:00:00+00:00,Dunkerque,49.9,526.445
2026-03-23 12:00:00+00:00,Dunkerque,49.2,519.06
2026-03-24 12:00:00+00:00,Dunkerque,47.5,501.125
2026-03-25 12:00:00+00:00,Dunkerque,49.4,521.17
2026-03-26 12:00:00+00:00,Dunkerque,50.1,528.555
2026-03-27 12:00:00+00:00,Dunkerque,50.1,528.555
2026-03-28 12:00:00+00:00,Dunkerque,46.3,488.465
2026-03-29 11:00:00+00:00,Dunkerque,47.4,500.07
2026-03-30 11:00:00+00:00,Dunkerque,47.6,502.18
2026-03-31 11:00:00+00:00,Dunkerque,48.5,511.675
2026-03-01 12:00:00+00:00,Easington,49.1,518.005
2026-03-02 12:00:00+00:00,Easington,54.1,570.755
2026-03-03 12:00:00+00:00,Easington,67.59,713.074
2026-03-04 12:00:00+00:00,Easington,73.4,774.37
2026-03-05 12:00:00+00:00,Easington,69.8,736.39
2026-03-06 12:00:00+00:00,Easington,71.8,757.49
2026-03-07 12:00:00+00:00,Easington,74.4,784.92
2026-03-08 12:00:00+00:00,Easington,74.5,785.975
2026-03-09 12:00:00+00:00,Easington,74.59,786.925
2026-03-10 12:00:00+00:00,Easington,61.7,650.935
2026-03-11 12:00:00+00:00,Easington,60.6,639.33
2026-03-12 12:00:00+00:00,Easington,69.8,736.39
2026-03-13 12:00:00+00:00,Easington,66.2,698.41
2026-03-14 12:00:00+00:00,Easington,66.8,704.74
2026-03-15 12:00:00+00:00,Easington,70.09,739.45
2026-03-16 12:00:00+00:00,Easington,71.0,749.05
2026-03-17 12:00:00+00:00,Easington,60.5,638.275
2026-03-18 12:00:00+00:00,Easington,58.2,614.01
2026-03-19 12:00:00+00:00,Easington,47.9,505.345
2026-03-20 12:00:00+00:00,Easington,41.0,432.55
2026-03-21 12:00:00+00:00,Easington,46.4,489.52
2026-03-22 12:00:00+00:00,Easington,46.1,486.355
2026-03-23 12:00:00+00:00,Easington,50.3,530.665
2026-03-24 12:00:00+00:00,Easington,51.1,539.105
2026-03-25 12:00:00+00:00,Easington,54.8,578.14
