date,point,value_MSm3,value_GWh
2023-08-01 11:00:00+00:00,Dornum,52.2,550.71
2023-08-02 11:00:00+00:00,Dornum,51.0,538.05
2023-08-03 11:00:00+00:00,Dornum,53.1,560.205
2023-08-04 11:00:00+00:00,Dornum,53.8,567.59
2023-08-05 11:00:00+00:00,Dornum,54.1,570.755
2023-08-06 11:00:00+00:00,Dornum,55.6,586.58
2023-08-07 11:00:00+00:00,Dornum,56.1,591.855
2023-08-08 11:00:00+00:00,Dornum,54.1,570.755
2023-08-09 11:00:00+00:00,Dornum,54.4,573.92
2023-08-10 11:00:00+00:00,Dornum,55.5,585.525
2023-08-11 11:00:00+00:00,Dornum,54.4,573.92
2023-08-12 11:00:00+00:00,Dornum,54.7,577.085
2023-08-13 11:00:00+00:00,Dornum,54.3,572.865
2023-08-14 11:00:00+00:00,Dornum,55.2,582.36
2023-08-15 11:00:00+00:00,Dornum,57.0,601.35
2023-08-16 11:00:00+00:00,Dornum,56.4,595.02
2023-08-17 11:00:00+00:00,Dornum,54.9,579.195
2023-08-18 11:00:00+00:00,Dornum,55.8,588.69
2023-08-19 11:00:00+00:00,Dornum,54.3,572.865
2023-08-20 11:00:00+00:00,Dornum,52.9,558.095
2023-08-21 11:00:00+00:00,Dornum,52.0,548.6
2023-08-22 11:00:00+00:00,Dornum,53.7,566.535
2023-08-23 11:00:00+00:00,Dornum,53.0,559.15
2023-08-24 11:00:00+00:00,Dornum,52.0,548.6
2023-08-25 11:00:00+00:00,Dornum,49.3,520.115
2023-08-26 11:00:00+00:00,Dornum,40.4,426.22
2023-08-27 11:00:00+00:00,Dornum,40.79,430.335
2023-08-28 11:00:00+00:00,Dornum,43.8,462.09
2023-08-29 11:00:00+00:00,Dornum,51.3,541.215
2023-08-30 11:00:00+00:00,Dornum,50.4,531.72
2023-08-31 11:00:00+00:00,Dornum,48.0,506.4
2023-08-01 11:00:00+00:00,Dunkerque,48.6,512.73
2023-08-02 11:00:00+00:00,Dunkerque,48.2,508.51
2023-08-03 11:00:00+00:00,Dunkerque,48.4,510.62
2023-08-04 11:00:00+00:00,Dunkerque,48.7,513.785
2023-08-05 11:00:00+00:00,Dunkerque,49.0,516.95
2023-08-06 11:00:00+00:00,Dunkerque,49.3,520.115
2023-08-07 11:00:00+00:00,Dunkerque,49.0,516.95
2023-08-08 11:00:00+00:00,Dunkerque,49.0,516.95
2023-08-09 11:00:00+00:00,Dunkerque,49.3,520.115
2023-08-10 11:00:00+00:00,Dunkerque,49.0,516.95
2023-08-11 11:00:00+00:00,Dunkerque,48.7,513.785
2023-08-12 11:00:00+00:00,Dunkerque,49.0,516.95
2023-08-13 11:00:00+00:00,Dunkerque,49.0,516.95
2023-08-14 11:00:00+00:00,Dunkerque,49.5,522.225
2023-08-15 11:00:00+00:00,Dunkerque,49.5,522.225
2023-08-16 11:00:00+00:00,Dunkerque,49.4,521.17
2023-08-17 11:00:00+00:00,Dunkerque,49.3,520.115
2023-08-18 11:00:00+00:00,Dunkerque,49.3,520.115
2023-08-19 11:00:00+00:00,Dunkerque,49.2,519.06
2023-08-20 11:00:00+00:00,Dunkerque,48.3,509.565
2023-08-21 11:00:00+00:00,Dunkerque,48.2,508.51
2023-08-22 11:00:00+00:00,Dunkerque,49.6,523.28
2023-08-23 11:00:00+00:00,Dunkerque,49.3,520.115
2023-08-24 11:00:00+00:00,Dunkerque,46.0,485.3
2023-08-25 11:00:00+00:00,Dunkerque,33.1,349.205
2023-08-26 11:00:00+00:00,Dunkerque,0.0,0.0
2023-08-27 11:00:00+00:00,Dunkerque,0.0,0.0
2023-08-28 11:00:00+00:00,Dunkerque,0.0,0.0
2023-08-29 11:00:00+00:00,Dunkerque,0.0,0.0
2023-08-30 11:00:00+00:00,Dunkerque,0.0,0.0
2023-08-31 11:00:00+00:00,Dunkerque,0.0,0.0
2023-08-01 11:00:00+00:00,Easington,49.9,526.445
2023-08-02 11:00:00+00:00,Easington,50.5,532.775
2023-08-03 11:00:00+00:00,Easington,38.7,408.285
2023-08-04 11:00:00+00:00,Easington,40.9,431.495
2023-08-05 11:00:00+00:00,Easington,53.4,563.37
2023-08-06 11:00:00+00:00,Easington,57.9,610.845
2023-08-07 11:00:00+00:00,Easington,60.2,635.11
2023-08-08 11:00:00+00:00,Easington,59.1,623.505
2023-08-09 11:00:00+00:00,Easington,66.8,704.74
2023-08-10 11:00:00+00:00,Easington,56.4,595.02
2023-08-11 11:00:00+00:00,Easington,55.6,586.58
2023-08-12 11:00:00+00:00,Easington,64.0,675.2
2023-08-13 11:00:00+00:00,Easington,60.4,637.22
2023-08-14 11:00:00+00:00,Easington,65.5,691.025
2023-08-15 11:00:00+00:00,Easington,63.0,664.65
2023-08-16 11:00:00+00:00,Easington,58.1,612.955
2023-08-17 11:00:00+00:00,Easington,61.7,650.935
2023-08-18 11:00:00+00:00,Easington,59.8,630.89
2023-08-19 11:00:00+00:00,Easington,32.7,344.985
2023-08-20 11:00:00+00:00,Easington,32.79,345.934
2023-08-21 11:00:00+00:00,Easington,39.6,417.78
2023-08-22 11:00:00+00:00,Easington,34.79,367.035
2023-08-23 11:00:00+00:00,Easington,38.29,403.96
2023-08-24 11:00:00+00:00,Easington,9.0,94.95
2023-08-25 11:00:00+00:00,Easington,5.6,59.08
2023-08-26 11:00:00+00:00,Easington,8.19,86.404
2023-08-27 11:00:00+00:00,Easington,8.6,90.73
2023-08-28 11:00:00+00:00,Easington,5.8,61.19
2023-08-29 11:00:00+00:00,Easington,24.4,257.42
2023-08-30 11:00:00+00:00,Easington,5.4,56.97
2023-08-31 11:00:00+00:00,Easington,5.09,53.7
2023-08-01 11:00:00+00:00,Emden,83.4,879.87
2023-08-02 11:00:00+00:00,Emden,82.3,868.265
2023-08-03 11:00:00+00:00,Emden,82.4,869.32
2023-08-04 11:00:00+00:00,Emden,82.3,868.265
2023-08-05 11:00:00+00:00,Emden,82.7,872.485
2023-08-06 11:00:00+00:00,Emden,82.5,870.375
2023-08-07 11:00:00+00:00,Emden,83.3,878.815
2023-08-08 11:00:00+00:00,Emden,85.8,905.19
2023-08-09 11:00:00+00:00,Emden,85.3,899.915
2023-08-10 11:00:00+00:00,Emden,84.9,895.695
2023-08-11 11:00:00+00:00,Emden,85.8,905.19
2023-08-12 11:00:00+00:00,Emden,83.8,884.09
2023-08-13 11:00:00+00:00,Emden,84.4,890.42
2023-08-14 11:00:00+00:00,Emden,85.0,896.75
2023-08-15 11:00:00+00:00,Emden,85.1,897.805
2023-08-16 11:00:00+00:00,Emden,87.3,921.015
2023-08-17 11:00:00+00:00,Emden,86.1,908.355
2023-08-18 11:00:00+00:00,Emden,85.3,899.915
2023-08-19 11:00:00+00:00,Emden,83.9,885.145
2023-08-20 11:00:00+00:00,Emden,83.1,876.705
2023-08-21 11:00:00+00:00,Emden,84.3,889.365
2023-08-22 11:00:00+00:00,Emden,84.3,889.365
2023-08-23 11:00:00+00:00,Emden,85.1,897.805
2023-08-24 11:00:00+00:00,Emden,78.09,823.85
2023-08-25 11:00:00+00:00,Emden,78.8,831.34
2023-08-26 11:00:00+00:00,Emden,76.8,810.24
2023-08-27 11:00:00+00:00,Emden,77.8,820.79
2023-08-28 11:00:00+00:00,Emden,72.3,762.765
2023-08-29 11:00:00+00:00,Emden,28.1,296.455
2023-08-30 11:00:00+00:00,Emden,74.59,786.925
2023-08-31 11:00:00+00:00,Emden,77.0,812.35
2023-08-01 11:00:00+00:00,Fields Delivering into SEGAL,16.6,175.13
2023-08-02 11:00:00+00:00,Fields Delivering into SEGAL,14.4,151.92
2023-08-03 11:00:00+00:00,Fields Delivering into SEGAL,14.4,151.92
2023-08-04 11:00:00+00:00,Fields Delivering into SEGAL,14.3,150.865
