date,point,value_MSm3,value_GWh
2023-12-01 12:00:00+00:00,Dornum,49.9,526.445
2023-12-02 12:00:00+00:00,Dornum,49.8,525.39
2023-12-03 12:00:00+00:00,Dornum,50.3,530.665
2023-12-04 12:00:00+00:00,Dornum,51.1,539.105
2023-12-05 12:00:00+00:00,Dornum,49.4,521.17
2023-12-06 12:00:00+00:00,Dornum,45.3,477.915
2023-12-07 12:00:00+00:00,Dornum,48.0,506.4
2023-12-08 12:00:00+00:00,Dornum,46.4,489.52
2023-12-09 12:00:00+00:00,Dornum,47.1,496.905
2023-12-10 12:00:00+00:00,Dornum,50.0,527.5
2023-12-11 12:00:00+00:00,Dornum,49.8,525.39
2023-12-12 12:00:00+00:00,Dornum,48.2,508.51
2023-12-13 12:00:00+00:00,Dornum,47.7,503.235
2023-12-14 12:00:00+00:00,Dornum,46.6,491.63
2023-12-15 12:00:00+00:00,Dornum,47.4,500.07
2023-12-16 12:00:00+00:00,Dornum,51.0,538.05
2023-12-17 12:00:00+00:00,Dornum,49.9,526.445
2023-12-18 12:00:00+00:00,Dornum,49.4,521.17
2023-12-19 12:00:00+00:00,Dornum,49.8,525.39
2023-12-20 12:00:00+00:00,Dornum,50.4,531.72
2023-12-21 12:00:00+00:00,Dornum,50.8,535.94
2023-12-22 12:00:00+00:00,Dornum,48.5,511.675
2023-12-23 12:00:00+00:00,Dornum,51.9,547.545
2023-12-24 12:00:00+00:00,Dornum,50.3,530.665
2023-12-25 12:00:00+00:00,Dornum,50.7,534.885
2023-12-26 12:00:00+00:00,Dornum,50.2,529.61
2023-12-27 12:00:00+00:00,Dornum,50.1,528.555
2023-12-28 12:00:00+00:00,Dornum,48.5,511.675
2023-12-29 12:00:00+00:00,Dornum,47.9,505.345
2023-12-30 12:00:00+00:00,Dornum,51.1,539.105
2023-12-31 12:00:00+00:00,Dornum,50.0,527.5
2023-12-01 12:00:00+00:00,Dunkerque,38.9,410.395
2023-12-02 12:00:00+00:00,Dunkerque,37.2,392.46
2023-12-03 12:00:00+00:00,Dunkerque,38.2,403.01
2023-12-04 12:00:00+00:00,Dunkerque,36.79,388.134
2023-12-05 12:00:00+00:00,Dunkerque,31.5,332.325
2023-12-06 12:00:00+00:00,Dunkerque,33.4,352.37
2023-12-07 12:00:00+00:00,Dunkerque,35.0,369.25
2023-12-08 12:00:00+00:00,Dunkerque,34.5,363.975
2023-12-09 12:00:00+00:00,Dunkerque,29.8,314.39
2023-12-10 12:00:00+00:00,Dunkerque,29.7,313.335
2023-12-11 12:00:00+00:00,Dunkerque,33.6,354.48
2023-12-12 12:00:00+00:00,Dunkerque,32.4,341.82
2023-12-13 12:00:00+00:00,Dunkerque,36.6,386.13
2023-12-14 12:00:00+00:00,Dunkerque,39.79,419.785
2023-12-15 12:00:00+00:00,Dunkerque,39.6,417.78
2023-12-16 12:00:00+00:00,Dunkerque,46.9,494.795
2023-12-17 12:00:00+00:00,Dunkerque,49.2,519.06
2023-12-18 12:00:00+00:00,Dunkerque,49.6,523.28
2023-12-19 12:00:00+00:00,Dunkerque,49.5,522.225
2023-12-20 12:00:00+00:00,Dunkerque,48.6,512.73
2023-12-21 12:00:00+00:00,Dunkerque,48.9,515.895
2023-12-22 12:00:00+00:00,Dunkerque,49.7,524.335
2023-12-23 12:00:00+00:00,Dunkerque,49.8,525.39
2023-12-24 12:00:00+00:00,Dunkerque,49.8,525.39
2023-12-25 12:00:00+00:00,Dunkerque,49.6,523.28
2023-12-26 12:00:00+00:00,Dunkerque,49.6,523.28
2023-12-27 12:00:00+00:00,Dunkerque,49.7,524.335
2023-12-28 12:00:00+00:00,Dunkerque,49.8,525.39
2023-12-29 12:00:00+00:00,Dunkerque,48.4,510.62
2023-12-30 12:00:00+00:00,Dunkerque,47.9,505.345
2023-12-31 12:00:00+00:00,Dunkerque,47.6,502.18
2023-12-01 12:00:00+00:00,Easington,72.09,760.55
2023-12-02 12:00:00+00:00,Easington,71.7,756.435
2023-12-03 12:00:00+00:00,Easington,72.59,765.824
2023-12-04 12:00:00+00:00,Easington,72.0,759.6
2023-12-05 12:00:00+00:00,Easington,72.5,764.875
2023-12-06 12:00:00+00:00,Easington,72.3,762.765
2023-12-07 12:00:00+00:00,Easington,72.2,761.71
2023-12-08 12:00:00+00:00,Easington,72.2,761.71
2023-12-09 12:00:00+00:00,Easington,72.3,762.765
2023-12-10 12:00:00+00:00,Easington,72.09,760.55
2023-12-11 12:00:00+00:00,Easington,72.3,762.765
2023-12-12 12:00:00+00:00,Easington,72.4,763.82
2023-12-13 12:00:00+00:00,Easington,72.5,764.875
2023-12-14 12:00:00+00:00,Easington,72.2,761.71
2023-12-15 12:00:00+00:00,Easington,72.59,765.824
