date,point,value_MSm3,value_GWh
2024-05-01 11:00:00+00:00,Dornum,51.9,547.545
2024-05-02 11:00:00+00:00,Dornum,49.6,523.28
2024-05-03 11:00:00+00:00,Dornum,47.7,503.235
2024-05-04 11:00:00+00:00,Dornum,48.6,512.73
2024-05-05 11:00:00+00:00,Dornum,46.8,493.74
2024-05-06 11:00:00+00:00,Dornum,46.9,494.795
2024-05-07 11:00:00+00:00,Dornum,44.7,471.585
2024-05-08 11:00:00+00:00,Dornum,43.8,462.09
2024-05-09 11:00:00+00:00,Dornum,41.3,435.715
2024-05-10 11:00:00+00:00,Dornum,41.3,435.715
2024-05-11 11:00:00+00:00,Dornum,41.2,434.66
2024-05-12 11:00:00+00:00,Dornum,41.5,437.825
2024-05-13 11:00:00+00:00,Dornum,41.2,434.66
2024-05-14 11:00:00+00:00,Dornum,42.0,443.1
2024-05-15 11:00:00+00:00,Dornum,40.29,425.06
2024-05-16 11:00:00+00:00,Dornum,40.5,427.275
2024-05-17 11:00:00+00:00,Dornum,42.2,445.21
2024-05-18 11:00:00+00:00,Dornum,42.4,447.32
2024-05-19 11:00:00+00:00,Dornum,42.2,445.21
2024-05-20 11:00:00+00:00,Dornum,41.2,434.66
2024-05-21 11:00:00+00:00,Dornum,46.7,492.685
2024-05-22 11:00:00+00:00,Dornum,42.1,444.155
2024-05-23 11:00:00+00:00,Dornum,41.8,440.99
2024-05-24 11:00:00+00:00,Dornum,40.29,425.06
2024-05-25 11:00:00+00:00,Dornum,41.7,439.935
2024-05-26 11:00:00+00:00,Dornum,41.0,432.55
2024-05-27 11:00:00+00:00,Dornum,40.29,425.06
2024-05-28 11:00:00+00:00,Dornum,41.2,434.66
2024-05-29 11:00:00+00:00,Dornum,39.0,411.45
2024-05-30 11:00:00+00:00,Dornum,44.8,472.64
2024-05-31 11:00:00+00:00,Dornum,40.2,424.11
2024-05-01 11:00:00+00:00,Dunkerque,48.5,511.675
2024-05-02 11:00:00+00:00,Dunkerque,48.2,508.51
2024-05-03 11:00:00+00:00,Dunkerque,47.9,505.345
2024-05-04 11:00:00+00:00,Dunkerque,48.6,512.73
2024-05-05 11:00:00+00:00,Dunkerque,49.0,516.95
2024-05-06 11:00:00+00:00,Dunkerque,49.3,520.115
2024-05-07 11:00:00+00:00,Dunkerque,49.5,522.225
2024-05-08 11:00:00+00:00,Dunkerque,50.1,528.555
2024-05-09 11:00:00+00:00,Dunkerque,49.7,524.335
2024-05-10 11:00:00+00:00,Dunkerque,49.7,524.335
2024-05-11 11:00:00+00:00,Dunkerque,49.5,522.225
2024-05-12 11:00:00+00:00,Dunkerque,49.6,523.28
2024-05-13 11:00:00+00:00,Dunkerque,49.5,522.225
2024-05-14 11:00:00+00:00,Dunkerque,49.5,522.225
2024-05-15 11:00:00+00:00,Dunkerque,49.8,525.39
2024-05-16 11:00:00+00:00,Dunkerque,49.6,523.28
2024-05-17 11:00:00+00:00,Dunkerque,49.6,523.28
2024-05-18 11:00:00+00:00,Dunkerque,49.7,524.335
2024-05-19 11:00:00+00:00,Dunkerque,49.7,524.335
2024-05-20 11:00:00+00:00,Dunkerque,49.8,525.39
2024-05-21 11:00:00+00:00,Dunkerque,0.6,6.33
2024-05-22 11:00:00+00:00,Dunkerque,4.5,47.475
2024-05-23 11:00:00+00:00,Dunkerque,44.2,466.31
2024-05-24 11:00:00+00:00,Dunkerque,48.3,509.565
2024-05-25 11:00:00+00:00,Dunkerque,48.2,508.51
2024-05-26 11:00:00+00:00,Dunkerque,47.7,503.235
2024-05-27 11:00:00+00:00,Dunkerque,49.3,520.115
2024-05-28 11:00:00+00:00,Dunkerque,42.9,452.595
2024-05-29 11:00:00+00:00,Dunkerque,47.1,496.905
2024-05-30 11:00:00+00:00,Dunkerque,49.4,521.17
2024-05-31 11:00:00+00:00,Dunkerque,46.4,489.52
2024-05-01 11:00:00+00:00,Easington,13.7,144.535
2024-05-02 11:00:00+00:00,Easington,18.8,198.34
2024-05-03 11:00:00+00:00,Easington,27.9,294.345
2024-05-04 11:00:00+00:00,Easington,26.9,283.795
2024-05-05 11:00:00+00:00,Easington,34.5,363.975
2024-05-06 11:00:00+00:00,Easington,28.6,301.73
