date,point,value_MSm3,value_GWh
2023-01-01 12:00:00+00:00,Dornum,60.9,642.495
2023-01-02 12:00:00+00:00,Dornum,59.0,622.45
2023-01-03 12:00:00+00:00,Dornum,56.0,590.8
2023-01-04 12:00:00+00:00,Dornum,56.4,595.02
2023-01-05 12:00:00+00:00,Dornum,57.7,608.735
2023-01-06 12:00:00+00:00,Dornum,56.6,597.13
2023-01-07 12:00:00+00:00,Dornum,57.7,608.735
2023-01-08 12:00:00+00:00,Dornum,57.7,608.735
2023-01-09 12:00:00+00:00,Dornum,53.7,566.535
2023-01-10 12:00:00+00:00,Dornum,58.1,612.955
2023-01-11 12:00:00+00:00,Dornum,55.9,589.745
2023-01-12 12:00:00+00:00,Dornum,57.1,602.405
2023-01-13 12:00:00+00:00,Dornum,57.3,604.515
2023-01-14 12:00:00+00:00,Dornum,61.5,648.825
2023-01-15 12:00:00+00:00,Dornum,60.6,639.33
2023-01-16 12:00:00+00:00,Dornum,59.3,625.615
2023-01-17 12:00:00+00:00,Dornum,59.7,629.835
2023-01-18 12:00:00+00:00,Dornum,60.3,636.165
2023-01-19 12:00:00+00:00,Dornum,60.1,634.055
2023-01-20 12:00:00+00:00,Dornum,59.2,624.56
2023-01-21 12:00:00+00:00,Dornum,59.3,625.615
2023-01-22 12:00:00+00:00,Dornum,59.7,629.835
2023-01-23 12:00:00+00:00,Dornum,54.7,577.085
2023-01-24 12:00:00+00:00,Dornum,58.3,615.065
2023-01-25 12:00:00+00:00,Dornum,55.1,581.305
2023-01-26 12:00:00+00:00,Dornum,52.1,549.655
2023-01-27 12:00:00+00:00,Dornum,53.4,563.37
2023-01-28 12:00:00+00:00,Dornum,55.9,589.745
2023-01-29 12:00:00+00:00,Dornum,58.1,612.955
2023-01-30 12:00:00+00:00,Dornum,55.9,589.745
2023-01-31 12:00:00+00:00,Dornum,57.4,605.57
2023-01-01 12:00:00+00:00,Dunkerque,38.29,403.96
2023-01-02 12:00:00+00:00,Dunkerque,38.1,401.955
2023-01-03 12:00:00+00:00,Dunkerque,44.1,465.255
2023-01-04 12:00:00+00:00,Dunkerque,46.8,493.74
2023-01-05 12:00:00+00:00,Dunkerque,47.3,499.015
2023-01-06 12:00:00+00:00,Dunkerque,49.5,522.225
2023-01-07 12:00:00+00:00,Dunkerque,43.0,453.65
2023-01-08 12:00:00+00:00,Dunkerque,41.9,442.045
2023-01-09 12:00:00+00:00,Dunkerque,44.2,466.31
2023-01-10 12:00:00+00:00,Dunkerque,46.2,487.41
2023-01-11 12:00:00+00:00,Dunkerque,47.2,497.96
2023-01-12 12:00:00+00:00,Dunkerque,49.0,516.95
2023-01-13 12:00:00+00:00,Dunkerque,47.5,501.125
2023-01-14 12:00:00+00:00,Dunkerque,38.79,409.234
2023-01-15 12:00:00+00:00,Dunkerque,32.79,345.934
2023-01-16 12:00:00+00:00,Dunkerque,33.5,353.425
2023-01-17 12:00:00+00:00,Dunkerque,37.1,391.405
2023-01-18 12:00:00+00:00,Dunkerque,32.6,343.93
2023-01-19 12:00:00+00:00,Dunkerque,32.7,344.985
2023-01-20 12:00:00+00:00,Dunkerque,25.7,271.135
2023-01-21 12:00:00+00:00,Dunkerque,32.1,338.655
2023-01-22 12:00:00+00:00,Dunkerque,29.4,310.17
2023-01-23 12:00:00+00:00,Dunkerque,27.5,290.125
2023-01-24 12:00:00+00:00,Dunkerque,29.7,313.335
2023-01-25 12:00:00+00:00,Dunkerque,35.5,374.525
2023-01-26 12:00:00+00:00,Dunkerque,26.3,277.465
2023-01-27 12:00:00+00:00,Dunkerque,27.1,285.905
2023-01-28 12:00:00+00:00,Dunkerque,29.8,314.39
2023-01-29 12:00:00+00:00,Dunkerque,31.4,331.27
2023-01-30 12:00:00+00:00,Dunkerque,37.0,390.35
2023-01-31 12:00:00+00:00,Dunkerque,45.6,481.08
2023-01-01 12:00:00+00:00,Easington,65.7,693.135
2023-01-02 12:00:00+00:00,Easington,69.5,733.225
2023-01-03 12:00:00+00:00,Easington,59.7,629.835
2023-01-04 12:00:00+00:00,Easington,58.3,615.065
2023-01-05 12:00:00+00:00,Easington,70.2,740.61
2023-01-06 12:00:00+00:00,Easington,64.4,679.42
2023-01-07 12:00:00+00:00,Easington,68.5,722.675
2023-01-08 12:00:00+00:00,Easington,69.59,734.175
2023-01-09 12:00:00+00:00,Easington,73.0,770.15
2023-01-10 12:00:00+00:00,Easington,70.9,747.995
2023-01-11 12:00:00+00:00,Easington,64.59,681.425
2023-01-12 12:00:00+00:00,Easington,63.4,668.87
2023-01-13 12:00:00+00:00,Easington,66.4,700.52
2023-01-14 12:00:00+00:00,Easington,71.4,753.27
2023-01-15 12:00:00+00:00,Easington,72.8,768.04
2023-01-16 12:00:00+00:00,Easington,73.7,777.535
2023-01-17 12:00:00+00:00,Easington,65.7,693.135
2023-01-18 12:00:00+00:00,Easington,66.5,701.575
2023-01-19 12:00:00+00:00,Easington,62.7,661.485
2023-01-20 12:00:00+00:00,Easington,67.4,711.07
2023-01-21 12:00:00+00:00,Easington,61.9,653.045
2023-01-22 12:00:00+00:00,Easington,56.7,598.185
2023-01-23 12:00:00+00:00,Easington,60.6,639.33
2023-01-24 12:00:00+00:00,Easington,60.9,642.495
2023-01-25 12:00:00+00:00,Easington,74.2,782.81
2023-01-26 12:00:00+00:00,Easington,64.0,675.2
2023-01-27 12:00:00+00:00,Easington,49.8,525.39
2023-01-28 12:00:00+00:00,Easington,51.5,543.325
2023-01-29 12:00:00+00:00,Easington,64.9,684.695
2023-01-30 12:00:00+00:00,Easington,53.5,564.425
2023-01-31 12:00:00+00:00,Easington,53.9,568.645
2023-01-01 12:00:00+00:00,Emden,85.4,900.97
2023-01-02 12:00:00+00:00,Emden,84.5,891.475
2023-01-03 12:00:00+00:00,Emden,88.4,932.62
2023-01-04 12:00:00+00:00,Emden,80.59,850.225
2023-01-05 12:00:00+00:00,Emden,84.4,890.42
2023-01-06 12:00:00+00:00,Emden,87.1,918.905
2023-01-07 12:00:00+00:00,Emden,85.8,905.19
2023-01-08 12:00:00+00:00,Emden,85.8,905.19
2023-01-09 12:00:00+00:00,Emden,89.9,948.445
2023-01-10 12:00:00+00:00,Emden,85.4,900.97
2023-01-11 12:00:00+00:00,Emden,85.2,898.86
2023-01-12 12:00:00+00:00,Emden,85.6,903.08
2023-01-13 12:00:00+00:00,Emden,82.9,874.595
2023-01-14 12:00:00+00:00,Emden,84.5,891.475
2023-01-15 12:00:00+00:00,Emden,87.6,924.18
2023-01-16 12:00:00+00:00,Emden,86.8,915.74
2023-01-17 12:00:00+00:00,Emden,88.9,937.895
2023-01-18 12:00:00+00:00,Emden,86.4,911.52
2023-01-19 12:00:00+00:00,Emden,86.8,915.74
2023-01-20 12:00:00+00:00,Emden,89.1,940.005
2023-01-21 12:00:00+00:00,Emden,89.4,943.17
2023-01-22 12:00:00+00:00,Emden,85.2,898.86
2023-01-23 12:00:00+00:00,Emden,82.4,869.32
2023-01-24 12:00:00+00:00,Emden,90.2,951.61
2023-01-25 12:00:00+00:00,Emden,89.4,943.17
2023-01-26 12:00:00+00:00,Emden,89.7,946.335
2023-01-27 12:00:00+00:00,Emden,82.2,867.21
2023-01-28 12:00:00+00:00,Emden,84.9,895.695
2023-01-29 12:00:00+00:00,Emden,83.7,883.035
2023-01-30 12:00:00+00:00,Emden,85.2,898.86
2023-01-31 12:00:00+00:00,Emden,83.9,885.145
2023-01-01 12:00:00+00:00,Fields Delivering into SEGAL,25.3,266.915
2023-01-02 12:00:00+00:00,Fields Delivering into SEGAL,25.0,263.75
2023-01-03 12:00:00+00:00,Fields Delivering into SEGAL,23.9,252.145
2023-01-04 12:00:00+00:00,Fields Delivering into SEGAL,24.1,254.255
2023-01-05 12:00:00+00:00,Fields Delivering into SEGAL,16.1,169.855
2023-01-06 12:00:00+00:00,Fields Delivering into SEGAL,16.0,168.8
