date,point,value_MSm3,value_GWh
2022-12-01 12:00:00+00:00,Dornum,59.7,629.835
2022-12-02 12:00:00+00:00,Dornum,59.2,624.56
2022-12-03 12:00:00+00:00,Dornum,58.5,617.175
2022-12-04 12:00:00+00:00,Dornum,57.9,610.845
2022-12-05 12:00:00+00:00,Dornum,58.4,616.12
2022-12-06 12:00:00+00:00,Dornum,57.2,603.46
2022-12-07 12:00:00+00:00,Dornum,57.3,604.515
2022-12-08 12:00:00+00:00,Dornum,56.9,600.295
2022-12-09 12:00:00+00:00,Dornum,57.8,609.79
2022-12-10 12:00:00+00:00,Dornum,58.0,611.9
2022-12-11 12:00:00+00:00,Dornum,57.9,610.845
2022-12-12 12:00:00+00:00,Dornum,58.8,620.34
2022-12-13 12:00:00+00:00,Dornum,64.8,683.64
2022-12-14 12:00:00+00:00,Dornum,64.3,678.365
2022-12-15 12:00:00+00:00,Dornum,62.4,658.32
2022-12-16 12:00:00+00:00,Dornum,61.4,647.77
2022-12-17 12:00:00+00:00,Dornum,61.9,653.045
2022-12-18 12:00:00+00:00,Dornum,61.6,649.88
2022-12-19 12:00:00+00:00,Dornum,59.6,628.78
2022-12-20 12:00:00+00:00,Dornum,59.1,623.505
2022-12-21 12:00:00+00:00,Dornum,59.8,630.89
2022-12-22 12:00:00+00:00,Dornum,58.1,612.955
2022-12-23 12:00:00+00:00,Dornum,55.8,588.69
2022-12-24 12:00:00+00:00,Dornum,58.8,620.34
2022-12-25 12:00:00+00:00,Dornum,59.8,630.89
2022-12-26 12:00:00+00:00,Dornum,59.2,624.56
2022-12-27 12:00:00+00:00,Dornum,58.3,615.065
2022-12-28 12:00:00+00:00,Dornum,58.0,611.9
2022-12-29 12:00:00+00:00,Dornum,58.3,615.065
2022-12-30 12:00:00+00:00,Dornum,58.3,615.065
2022-12-31 12:00:00+00:00,Dornum,61.6,649.88
2022-12-01 12:00:00+00:00,Dunkerque,17.3,182.515
2022-12-02 12:00:00+00:00,Dunkerque,26.5,279.575
2022-12-03 12:00:00+00:00,Dunkerque,26.1,275.355
2022-12-04 12:00:00+00:00,Dunkerque,26.5,279.575
2022-12-05 12:00:00+00:00,Dunkerque,22.8,240.54
2022-12-06 12:00:00+00:00,Dunkerque,15.0,158.25
2022-12-07 12:00:00+00:00,Dunkerque,20.5,216.275
2022-12-08 12:00:00+00:00,Dunkerque,25.1,264.805
2022-12-09 12:00:00+00:00,Dunkerque,27.3,288.015
2022-12-10 12:00:00+00:00,Dunkerque,29.8,314.39
2022-12-11 12:00:00+00:00,Dunkerque,28.6,301.73
2022-12-12 12:00:00+00:00,Dunkerque,35.29,372.31
2022-12-13 12:00:00+00:00,Dunkerque,23.6,248.98
2022-12-14 12:00:00+00:00,Dunkerque,29.2,308.06
2022-12-15 12:00:00+00:00,Dunkerque,23.3,245.815
2022-12-16 12:00:00+00:00,Dunkerque,35.1,370.305
2022-12-17 12:00:00+00:00,Dunkerque,38.4,405.12
2022-12-18 12:00:00+00:00,Dunkerque,44.3,467.365
2022-12-19 12:00:00+00:00,Dunkerque,43.6,459.98
2022-12-20 12:00:00+00:00,Dunkerque,43.8,462.09
2022-12-21 12:00:00+00:00,Dunkerque,41.1,433.605
2022-12-22 12:00:00+00:00,Dunkerque,35.2,371.36
2022-12-23 12:00:00+00:00,Dunkerque,44.3,467.365
2022-12-24 12:00:00+00:00,Dunkerque,42.6,449.43
2022-12-25 12:00:00+00:00,Dunkerque,45.2,476.86
2022-12-26 12:00:00+00:00,Dunkerque,42.8,451.54
2022-12-27 12:00:00+00:00,Dunkerque,41.7,439.935
2022-12-28 12:00:00+00:00,Dunkerque,47.1,496.905
2022-12-29 12:00:00+00:00,Dunkerque,46.6,491.63
2022-12-30 12:00:00+00:00,Dunkerque,43.4,457.87
2022-12-31 12:00:00+00:00,Dunkerque,38.29,403.96
2022-12-01 12:00:00+00:00,Easington,72.2,761.71
2022-12-02 12:00:00+00:00,Easington,73.8,778.59
2022-12-03 12:00:00+00:00,Easington,72.3,762.765
2022-12-04 12:00:00+00:00,Easington,73.2,772.26
2022-12-05 12:00:00+00:00,Easington,73.8,778.59
2022-12-06 12:00:00+00:00,Easington,73.7,777.535
