date,point,value_MSm3,value_GWh
2023-11-01 12:00:00+00:00,Dornum,40.7,429.385
2023-11-02 12:00:00+00:00,Dornum,40.29,425.06
2023-11-03 12:00:00+00:00,Dornum,43.7,461.035
2023-11-04 12:00:00+00:00,Dornum,43.9,463.145
2023-11-05 12:00:00+00:00,Dornum,47.3,499.015
2023-11-06 12:00:00+00:00,Dornum,48.5,511.675
2023-11-07 12:00:00+00:00,Dornum,47.7,503.235
2023-11-08 12:00:00+00:00,Dornum,46.2,487.41
2023-11-09 12:00:00+00:00,Dornum,48.6,512.73
2023-11-10 12:00:00+00:00,Dornum,48.0,506.4
2023-11-11 12:00:00+00:00,Dornum,46.8,493.74
2023-11-12 12:00:00+00:00,Dornum,47.8,504.29
2023-11-13 12:00:00+00:00,Dornum,47.8,504.29
2023-11-14 12:00:00+00:00,Dornum,47.1,496.905
2023-11-15 12:00:00+00:00,Dornum,49.3,520.115
2023-11-16 12:00:00+00:00,Dornum,49.8,525.39
2023-11-17 12:00:00+00:00,Dornum,49.7,524.335
2023-11-18 12:00:00+00:00,Dornum,49.7,524.335
2023-11-19 12:00:00+00:00,Dornum,49.9,526.445
2023-11-20 12:00:00+00:00,Dornum,49.6,523.28
2023-11-21 12:00:00+00:00,Dornum,49.2,519.06
2023-11-22 12:00:00+00:00,Dornum,49.4,521.17
2023-11-23 12:00:00+00:00,Dornum,50.4,531.72
2023-11-24 12:00:00+00:00,Dornum,45.2,476.86
2023-11-25 12:00:00+00:00,Dornum,49.3,520.115
2023-11-26 12:00:00+00:00,Dornum,49.0,516.95
2023-11-27 12:00:00+00:00,Dornum,48.6,512.73
2023-11-28 12:00:00+00:00,Dornum,50.1,528.555
2023-11-29 12:00:00+00:00,Dornum,49.8,525.39
2023-11-30 12:00:00+00:00,Dornum,48.5,511.675
2023-11-01 12:00:00+00:00,Dunkerque,41.8,440.99
2023-11-02 12:00:00+00:00,Dunkerque,43.7,461.035
2023-11-03 12:00:00+00:00,Dunkerque,29.0,305.95
2023-11-04 12:00:00+00:00,Dunkerque,35.4,373.47
2023-11-05 12:00:00+00:00,Dunkerque,45.9,484.245
2023-11-06 12:00:00+00:00,Dunkerque,43.9,463.145
2023-11-07 12:00:00+00:00,Dunkerque,46.6,491.63
2023-11-08 12:00:00+00:00,Dunkerque,49.1,518.005
2023-11-09 12:00:00+00:00,Dunkerque,48.8,514.84
2023-11-10 12:00:00+00:00,Dunkerque,42.9,452.595
2023-11-11 12:00:00+00:00,Dunkerque,29.3,309.115
2023-11-12 12:00:00+00:00,Dunkerque,23.9,252.145
2023-11-13 12:00:00+00:00,Dunkerque,30.5,321.775
2023-11-14 12:00:00+00:00,Dunkerque,35.79,377.584
