date,point,value_MSm3,value_GWh
2023-03-01 12:00:00+00:00,Dornum,57.2,603.46
2023-03-02 12:00:00+00:00,Dornum,56.5,596.075
2023-03-03 12:00:00+00:00,Dornum,57.2,603.46
2023-03-04 12:00:00+00:00,Dornum,57.2,603.46
2023-03-05 12:00:00+00:00,Dornum,56.4,595.02
2023-03-06 12:00:00+00:00,Dornum,57.3,604.515
2023-03-07 12:00:00+00:00,Dornum,58.3,615.065
2023-03-08 12:00:00+00:00,Dornum,57.2,603.46
2023-03-09 12:00:00+00:00,Dornum,56.8,599.24
2023-03-10 12:00:00+00:00,Dornum,56.0,590.8
2023-03-11 12:00:00+00:00,Dornum,57.4,605.57
2023-03-12 12:00:00+00:00,Dornum,57.3,604.515
2023-03-13 12:00:00+00:00,Dornum,57.6,607.68
2023-03-14 12:00:00+00:00,Dornum,50.5,532.775
2023-03-15 12:00:00+00:00,Dornum,51.5,543.325
2023-03-16 12:00:00+00:00,Dornum,51.3,541.215
2023-03-17 12:00:00+00:00,Dornum,50.7,534.885
2023-03-18 12:00:00+00:00,Dornum,56.1,591.855
2023-03-19 12:00:00+00:00,Dornum,53.3,562.315
2023-03-20 12:00:00+00:00,Dornum,50.3,530.665
2023-03-21 12:00:00+00:00,Dornum,56.1,591.855
2023-03-22 12:00:00+00:00,Dornum,56.6,597.13
2023-03-23 12:00:00+00:00,Dornum,51.7,545.435
2023-03-24 12:00:00+00:00,Dornum,54.8,578.14
2023-03-25 12:00:00+00:00,Dornum,55.3,583.415
2023-03-26 11:00:00+00:00,Dornum,57.8,609.79
2023-03-27 11:00:00+00:00,Dornum,56.3,593.965
2023-03-28 11:00:00+00:00,Dornum,55.0,580.25
2023-03-29 11:00:00+00:00,Dornum,55.1,581.305
2023-03-30 11:00:00+00:00,Dornum,56.1,591.855
2023-03-31 11:00:00+00:00,Dornum,54.7,577.085
2023-03-01 12:00:00+00:00,Dunkerque,38.1,401.955
2023-03-02 12:00:00+00:00,Dunkerque,41.2,434.66
2023-03-03 12:00:00+00:00,Dunkerque,36.1,380.855
2023-03-04 12:00:00+00:00,Dunkerque,41.7,439.935
2023-03-05 12:00:00+00:00,Dunkerque,41.5,437.825
2023-03-06 12:00:00+00:00,Dunkerque,44.3,467.365
2023-03-07 12:00:00+00:00,Dunkerque,42.8,451.54
2023-03-08 12:00:00+00:00,Dunkerque,39.1,412.505
2023-03-09 12:00:00+00:00,Dunkerque,34.4,362.92
2023-03-10 12:00:00+00:00,Dunkerque,42.0,443.1
