date,point,value_MSm3,value_GWh
2025-03-01 12:00:00+00:00,Dornum,56.7,598.185
2025-03-02 12:00:00+00:00,Dornum,56.9,600.295
2025-03-03 12:00:00+00:00,Dornum,55.2,582.36
2025-03-04 12:00:00+00:00,Dornum,59.8,630.89
2025-03-05 12:00:00+00:00,Dornum,49.5,522.225
2025-03-06 12:00:00+00:00,Dornum,50.0,527.5
2025-03-07 12:00:00+00:00,Dornum,54.6,576.03
2025-03-08 12:00:00+00:00,Dornum,50.4,531.72
2025-03-09 12:00:00+00:00,Dornum,51.1,539.105
2025-03-10 12:00:00+00:00,Dornum,49.9,526.445
2025-03-11 12:00:00+00:00,Dornum,50.0,527.5
2025-03-12 12:00:00+00:00,Dornum,43.4,457.87
2025-03-13 12:00:00+00:00,Dornum,48.8,514.84
2025-03-14 12:00:00+00:00,Dornum,54.1,570.755
2025-03-15 12:00:00+00:00,Dornum,54.3,572.865
2025-03-16 12:00:00+00:00,Dornum,53.5,564.425
2025-03-17 12:00:00+00:00,Dornum,55.4,584.47
2025-03-18 12:00:00+00:00,Dornum,55.1,581.305
2025-03-19 12:00:00+00:00,Dornum,47.8,504.29
2025-03-20 12:00:00+00:00,Dornum,50.1,528.555
2025-03-21 12:00:00+00:00,Dornum,43.8,462.09
2025-03-22 12:00:00+00:00,Dornum,47.3,499.015
2025-03-23 12:00:00+00:00,Dornum,48.3,509.565
2025-03-24 12:00:00+00:00,Dornum,51.7,545.435
2025-03-25 12:00:00+00:00,Dornum,52.3,551.765
2025-03-26 12:00:00+00:00,Dornum,54.3,572.865
2025-03-27 12:00:00+00:00,Dornum,50.2,529.61
2025-03-28 12:00:00+00:00,Dornum,47.0,495.85
2025-03-29 12:00:00+00:00,Dornum,49.3,520.115
2025-03-30 11:00:00+00:00,Dornum,51.9,547.545
2025-03-31 11:00:00+00:00,Dornum,53.9,568.645
2025-03-01 12:00:00+00:00,Dunkerque,38.7,408.285
2025-03-02 12:00:00+00:00,Dunkerque,39.5,416.725
2025-03-03 12:00:00+00:00,Dunkerque,40.5,427.275
2025-03-04 12:00:00+00:00,Dunkerque,43.4,457.87
2025-03-05 12:00:00+00:00,Dunkerque,44.6,470.53
2025-03-06 12:00:00+00:00,Dunkerque,43.4,457.87
2025-03-07 12:00:00+00:00,Dunkerque,39.29,414.51
2025-03-08 12:00:00+00:00,Dunkerque,48.3,509.565
2025-03-09 12:00:00+00:00,Dunkerque,46.7,492.685
2025-03-10 12:00:00+00:00,Dunkerque,48.8,514.84
2025-03-11 12:00:00+00:00,Dunkerque,41.0,432.55
2025-03-12 12:00:00+00:00,Dunkerque,35.2,371.36
2025-03-13 12:00:00+00:00,Dunkerque,34.1,359.755
2025-03-14 12:00:00+00:00,Dunkerque,33.29,351.21
2025-03-15 12:00:00+00:00,Dunkerque,31.4,331.27
2025-03-16 12:00:00+00:00,Dunkerque,35.9,378.745
2025-03-17 12:00:00+00:00,Dunkerque,38.29,403.96
2025-03-18 12:00:00+00:00,Dunkerque,29.5,311.225
2025-03-19 12:00:00+00:00,Dunkerque,29.2,308.06
