name,code,url,updatedAt,gasDayStart,gasDayEnd,inventory,sendOut,dtmi,dtrs,contractedCapacity,availableCapacity,coveredCapacity,info,status,country_code,inventory_gwh,dtmi_gwh,full_pct
Belgium,,,,2018-06-01 00:00:00+00:00,,,219.9,,472.1,,,,,C,BE,788.96,2590.25,30.5
Germany,,,,2018-06-01 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2018-06-01 00:00:00+00:00,,,428.9,,1910.7,,,,,C,ES,7479.43,22798.46,32.8
EU,,,,2018-06-01 00:00:00+00:00,,,1693.2,,6591.6,,,,,C,EU,22847.35,59759.34,38.2
Finland,,,,2018-06-01 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2018-06-01 00:00:00+00:00,,,320.0,,1252.7,,,,,C,FR,3323.62,9146.78,36.3
Greece,,,,2018-06-01 00:00:00+00:00,,,0.0,,205.5,,,,,C,GR,683.31,868.67,78.7
Croatia,,,,2018-06-01 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2018-06-01 00:00:00+00:00,,,259.0,,514.5,,,,,C,IT,1341.16,2758.12,48.6
Lithuania,,,,2018-06-01 00:00:00+00:00,,,40.2,,125.5,,,,,C,LT,672.88,1133.02,59.4
Netherlands,,,,2018-06-01 00:00:00+00:00,,,135.3,,461.0,,,,,C,NL,1649.27,3653.77,45.1
Poland,,,,2018-06-01 00:00:00+00:00,,,129.0,,162.8,,,,,C,PL,1311.07,2148.63,61.0
Portugal,,,,2018-06-01 00:00:00+00:00,,,75.9,,192.8,,,,,C,PT,1588.28,2652.01,59.9
EU,eu,eu,2025-10-01 14:04:46,2018-06-01 00:00:00+00:00,2018-06-02,"{'lng': '3371.52', 'gwh': '22847.35'}",1693.2,,6591.6,-,-,-,[],C,,,,
Belgium,,,,2018-06-02 00:00:00+00:00,,,51.9,,472.1,,,,,C,BE,716.45,2564.64,27.9
Germany,,,,2018-06-02 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2018-06-02 00:00:00+00:00,,,325.2,,1910.7,,,,,C,ES,7143.78,22797.09,31.3
EU,,,,2018-06-02 00:00:00+00:00,,,1200.5,,6591.6,,,,,C,EU,22603.59,59632.87,37.9
Finland,,,,2018-06-02 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2018-06-02 00:00:00+00:00,,,317.7,,1252.7,,,,,C,FR,3011.52,9148.08,32.9
Greece,,,,2018-06-02 00:00:00+00:00,,,0.0,,205.5,,,,,C,GR,682.86,868.69,78.6
Croatia,,,,2018-06-02 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2018-06-02 00:00:00+00:00,,,139.6,,514.5,,,,,C,IT,1643.11,2748.34,59.8
Lithuania,,,,2018-06-02 00:00:00+00:00,,,38.2,,125.5,,,,,C,LT,631.97,1133.35,55.8
Netherlands,,,,2018-06-02 00:00:00+00:00,,,26.3,,461.0,,,,,C,NL,1243.41,3663.67,33.9
Poland,,,,2018-06-02 00:00:00+00:00,,,117.0,,162.8,,,,,C,PL,1626.41,2145.04,75.8
Portugal,,,,2018-06-02 00:00:00+00:00,,,99.3,,192.8,,,,,C,PT,1508.03,2651.99,56.9
EU,eu,eu,2025-10-01 14:04:46,2018-06-02 00:00:00+00:00,2018-06-03,"{'lng': '3341.05', 'gwh': '22603.59'}",1200.5,,6591.6,-,-,-,[],C,,,,
Belgium,,,,2018-06-03 00:00:00+00:00,,,91.0,,472.1,,,,,C,BE,618.91,2557.04,24.2
Germany,,,,2018-06-03 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2018-06-03 00:00:00+00:00,,,263.1,,1910.7,,,,,C,ES,7731.82,22807.98,33.9
EU,,,,2018-06-03 00:00:00+00:00,,,1096.4,,6591.6,,,,,C,EU,24316.24,59648.72,40.8
Finland,,,,2018-06-03 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2018-06-03 00:00:00+00:00,,,282.2,,1252.7,,,,,C,FR,3174.14,9147.38,34.7
Greece,,,,2018-06-03 00:00:00+00:00,,,0.0,,205.5,,,,,C,GR,682.32,868.6,78.6
Croatia,,,,2018-06-03 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2018-06-03 00:00:00+00:00,,,139.8,,514.5,,,,,C,IT,1499.52,2751.79,54.5
Lithuania,,,,2018-06-03 00:00:00+00:00,,,38.2,,125.5,,,,,C,LT,592.87,1133.82,52.3
Netherlands,,,,2018-06-03 00:00:00+00:00,,,12.7,,461.0,,,,,C,NL,2326.35,3657.14,63.6
Poland,,,,2018-06-03 00:00:00+00:00,,,120.0,,162.8,,,,,C,PL,1490.96,2148.16,69.4
Portugal,,,,2018-06-03 00:00:00+00:00,,,65.6,,192.8,,,,,C,PT,1408.91,2652.03,53.1
EU,eu,eu,2025-10-01 14:04:46,2018-06-03 00:00:00+00:00,2018-06-04,"{'lng': '3592.68', 'gwh': '24316.24'}",1096.4,,6591.6,-,-,-,[],C,,,,
Belgium,,,,2018-06-04 00:00:00+00:00,,,124.3,,472.1,,,,,C,BE,459.86,2561.48,18.0
Germany,,,,2018-06-04 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2018-06-04 00:00:00+00:00,,,373.7,,1910.7,,,,,C,ES,7304.16,22807.14,32.0
EU,,,,2018-06-04 00:00:00+00:00,,,1407.4,,6591.6,,,,,C,EU,24384.13,59648.57,40.9
Finland,,,,2018-06-04 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2018-06-04 00:00:00+00:00,,,266.0,,1252.7,,,,,C,FR,3842.88,9144.79,42.0
Greece,,,,2018-06-04 00:00:00+00:00,,,0.0,,205.5,,,,,C,GR,681.62,868.65,78.5
Croatia,,,,2018-06-04 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2018-06-04 00:00:00+00:00,,,159.5,,514.5,,,,,C,IT,1337.56,2754.3,48.6
Lithuania,,,,2018-06-04 00:00:00+00:00,,,40.3,,125.5,,,,,C,LT,553.5,1134.22,48.8
Netherlands,,,,2018-06-04 00:00:00+00:00,,,108.9,,461.0,,,,,C,NL,2253.72,3653.25,61.7
Poland,,,,2018-06-04 00:00:00+00:00,,,148.0,,162.8,,,,,C,PL,1349.1,2145.9,62.9
Portugal,,,,2018-06-04 00:00:00+00:00,,,97.8,,192.8,,,,,C,PT,1340.01,2652.0,50.5
EU,eu,eu,2025-10-01 14:04:46,2018-06-04 00:00:00+00:00,2018-06-05,"{'lng': '3602.72', 'gwh': '24384.13'}",1407.4,,6591.6,-,-,-,[],C,,,,
Belgium,,,,2018-06-05 00:00:00+00:00,,,99.7,,472.1,,,,,C,BE,1027.0,2560.29,40.1
Germany,,,,2018-06-05 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2018-06-05 00:00:00+00:00,,,434.8,,1910.7,,,,,C,ES,7715.44,22791.77,33.9
EU,,,,2018-06-05 00:00:00+00:00,,,1483.3,,6591.6,,,,,C,EU,24817.96,59695.26,41.6
Finland,,,,2018-06-05 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2018-06-05 00:00:00+00:00,,,344.0,,1252.7,,,,,C,FR,3569.17,9145.73,39.0
Greece,,,,2018-06-05 00:00:00+00:00,,,0.0,,205.5,,,,,C,GR,680.71,868.59,78.4
Croatia,,,,2018-06-05 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2018-06-05 00:00:00+00:00,,,149.7,,514.5,,,,,C,IT,1185.84,2758.65,43.0
Lithuania,,,,2018-06-05 00:00:00+00:00,,,41.8,,125.5,,,,,C,LT,512.47,1135.07,45.1
Netherlands,,,,2018-06-05 00:00:00+00:00,,,53.2,,461.0,,,,,C,NL,2142.07,3654.49,58.6
Poland,,,,2018-06-05 00:00:00+00:00,,,140.0,,162.8,,,,,C,PL,1211.47,2149.54,56.4
Portugal,,,,2018-06-05 00:00:00+00:00,,,131.6,,192.8,,,,,C,PT,1235.75,2651.97,46.6
