name,code,url,updatedAt,gasDayStart,gasDayEnd,inventory,sendOut,dtmi,dtrs,contractedCapacity,availableCapacity,coveredCapacity,info,status,country_code,inventory_gwh,dtmi_gwh,full_pct
Belgium,,,,2016-07-01 00:00:00+00:00,,,22.4,,472.1,,,,,C,BE,969.88,2498.52,38.8
Germany,,,,2016-07-01 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2016-07-01 00:00:00+00:00,,,412.3,,1910.7,,,,,C,ES,9451.59,22762.35,41.5
EU,,,,2016-07-01 00:00:00+00:00,,,1783.0,,6037.5,,,,,C,EU,30860.93,52879.75,58.4
Finland,,,,2016-07-01 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2016-07-01 00:00:00+00:00,,,346.9,,698.6,,,,,C,FR,4109.99,5133.32,80.1
Greece,,,,2016-07-01 00:00:00+00:00,,,48.7,,205.5,,,,,C,GR,550.69,869.97,63.3
Croatia,,,,2016-07-01 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2016-07-01 00:00:00+00:00,,,308.5,,514.5,,,,,C,IT,1018.6,2756.97,36.9
Lithuania,,,,2016-07-01 00:00:00+00:00,,,42.5,,125.5,,,,,C,LT,930.07,1129.02,82.4
Netherlands,,,,2016-07-01 00:00:00+00:00,,,29.9,,461.0,,,,,C,NL,2893.02,3651.95,79.2
Poland,,,,2016-07-01 00:00:00+00:00,,,89.2,,162.8,,,,,C,PL,0.0,0.0,
Portugal,,,,2016-07-01 00:00:00+00:00,,,49.1,,192.8,,,,,C,PT,1506.61,2652.0,56.8
EU,eu,eu,2025-10-01 14:04:39,2016-07-01 00:00:00+00:00,2016-07-02,"{'lng': '4788.48', 'gwh': '30860.93'}",1783.0,,6037.5,-,-,-,[],C,,,,
Belgium,,,,2016-07-02 00:00:00+00:00,,,22.3,,472.1,,,,,C,BE,947.25,2498.39,37.9
Germany,,,,2016-07-02 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2016-07-02 00:00:00+00:00,,,284.5,,1910.7,,,,,C,ES,9160.03,22761.15,40.2
EU,,,,2016-07-02 00:00:00+00:00,,,1495.0,,6037.5,,,,,C,EU,30139.94,52915.38,57.0
Finland,,,,2016-07-02 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2016-07-02 00:00:00+00:00,,,345.9,,698.6,,,,,C,FR,4255.33,5133.33,82.9
Greece,,,,2016-07-02 00:00:00+00:00,,,15.5,,205.5,,,,,C,GR,534.82,869.08,61.5
Croatia,,,,2016-07-02 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2016-07-02 00:00:00+00:00,,,237.8,,514.5,,,,,C,IT,1027.18,2770.01,37.1
Lithuania,,,,2016-07-02 00:00:00+00:00,,,30.4,,125.5,,,,,C,LT,887.29,1129.27,78.6
Netherlands,,,,2016-07-02 00:00:00+00:00,,,8.2,,461.0,,,,,C,NL,2863.09,3653.37,78.4
Poland,,,,2016-07-02 00:00:00+00:00,,,89.2,,162.8,,,,,C,PL,0.0,0.0,
Portugal,,,,2016-07-02 00:00:00+00:00,,,43.8,,192.8,,,,,C,PT,1458.08,2652.04,55.0
EU,eu,eu,2025-10-01 14:04:39,2016-07-02 00:00:00+00:00,2016-07-03,"{'lng': '4673.46', 'gwh': '30139.94'}",1495.0,,6037.5,-,-,-,[],C,,,,
Belgium,,,,2016-07-03 00:00:00+00:00,,,22.4,,472.1,,,,,C,BE,924.88,2498.41,37.0
Germany,,,,2016-07-03 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2016-07-03 00:00:00+00:00,,,263.1,,1910.7,,,,,C,ES,8888.29,22760.06,39.1
EU,,,,2016-07-03 00:00:00+00:00,,,1456.2,,6037.5,,,,,C,EU,28756.28,52953.16,54.3
Finland,,,,2016-07-03 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2016-07-03 00:00:00+00:00,,,345.9,,698.6,,,,,C,FR,3909.99,5133.32,76.2
Greece,,,,2016-07-03 00:00:00+00:00,,,12.9,,205.5,,,,,C,GR,521.56,868.6,60.0
Croatia,,,,2016-07-03 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2016-07-03 00:00:00+00:00,,,228.4,,514.5,,,,,C,IT,795.27,2765.22,28.8
Lithuania,,,,2016-07-03 00:00:00+00:00,,,40.6,,125.5,,,,,C,LT,856.79,1128.54,75.9
