name,code,url,updatedAt,gasDayStart,gasDayEnd,inventory,sendOut,dtmi,dtrs,contractedCapacity,availableCapacity,coveredCapacity,info,status,country_code,inventory_gwh,dtmi_gwh,full_pct
Belgium,,,,2022-01-01 00:00:00+00:00,,,145.0,,541.0,,,,,C,BE,1534.08,3746.76,40.9
Germany,,,,2022-01-01 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2022-01-01 00:00:00+00:00,,,488.2,,1910.4,,,,,C,ES,15940.34,22828.65,69.8
EU,,,,2022-01-01 00:00:00+00:00,,,2398.6,,5571.7,,,,,C,EU,30433.99,50258.81,60.6
Finland,,,,2022-01-01 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2022-01-01 00:00:00+00:00,,,947.6,,1252.7,,,,,C,FR,5282.65,9001.56,58.7
Greece,,,,2022-01-01 00:00:00+00:00,,,89.1,,269.9,,,,,C,GR,1419.77,1436.88,98.8
Croatia,,,,2022-01-01 00:00:00+00:00,,,43.6,,79.9,,,,,C,HR,304.6,901.56,33.8
Italy,,,,2022-01-01 00:00:00+00:00,,,109.7,,514.5,,,,,C,IT,1212.92,2726.76,44.5
Lithuania,,,,2022-01-01 00:00:00+00:00,,,19.0,,122.4,,,,,C,LT,579.61,1120.83,51.7
Netherlands,,,,2022-01-01 00:00:00+00:00,,,351.6,,461.0,,,,,C,NL,1935.31,3620.91,53.4
Poland,,,,2022-01-01 00:00:00+00:00,,,107.3,,220.0,,,,,C,PL,921.79,2097.81,43.9
Portugal,,,,2022-01-01 00:00:00+00:00,,,97.5,,200.0,,,,,C,PT,1302.9,2666.09,48.9
EU,eu,eu,2025-10-23 10:17:54,2022-01-01 00:00:00+00:00,2022-01-02,"{'lng': '4507.48', 'gwh': '30433.99'}",2398.6,,5571.7,-,-,-,[],C,,,,
Belgium,,,,2022-01-02 00:00:00+00:00,,,192.4,,541.0,,,,,C,BE,1370.7,3747.96,36.6
Germany,,,,2022-01-02 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2022-01-02 00:00:00+00:00,,,623.6,,1910.4,,,,,C,ES,15811.35,22826.08,69.3
EU,,,,2022-01-02 00:00:00+00:00,,,2644.3,,5571.7,,,,,C,EU,28381.32,50305.55,56.4
Finland,,,,2022-01-02 00:00:00+00:00,,,,,,,,,,N,FI,,,
