name,code,url,updatedAt,gasDayStart,gasDayEnd,inventory,sendOut,dtmi,dtrs,contractedCapacity,availableCapacity,coveredCapacity,info,status,country_code,inventory_gwh,dtmi_gwh,full_pct
Belgium,,,,2015-10-01 00:00:00+00:00,,,72.8,,472.1,,,,,C,BE,963.23,2505.85,38.4
Germany,,,,2015-10-01 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2015-10-01 00:00:00+00:00,,,388.2,,1910.7,,,,,C,ES,5759.16,22219.76,25.9
EU,,,,2015-10-01 00:00:00+00:00,,,1459.5,,5757.6,,,,,C,EU,7171.37,21744.64,33.0
Finland,,,,2015-10-01 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2015-10-01 00:00:00+00:00,,,294.8,,706.8,,,,,C,FR,354.0,618.1,57.3
Greece,,,,2015-10-01 00:00:00+00:00,,,0.0,,205.5,,,,,C,GR,0.0,0.0,
Croatia,,,,2015-10-01 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2015-10-01 00:00:00+00:00,,,187.4,,514.7,,,,,C,IT,71.55,329.18,21.7
Lithuania,,,,2015-10-01 00:00:00+00:00,,,,,,,,,,N,LT,,,
Netherlands,,,,2015-10-01 00:00:00+00:00,,,11.9,,461.0,,,,,C,NL,23.43,540.0,4.3
Poland,,,,2015-10-01 00:00:00+00:00,,,,,,,,,,N,PL,,,
Portugal,,,,2015-10-01 00:00:00+00:00,,,33.8,,192.8,,,,,C,PT,0.0,0.0,
EU,eu,eu,2025-10-01 14:04:37,2015-10-01 00:00:00+00:00,2015-10-02,"{'lng': '2558.95', 'gwh': '7171.37'}",1459.5,,5757.6,-,-,-,[],C,,,,
Belgium,,,,2015-10-02 00:00:00+00:00,,,67.5,,472.1,,,,,C,BE,899.29,2505.98,35.9
Germany,,,,2015-10-02 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2015-10-02 00:00:00+00:00,,,273.2,,1910.7,,,,,C,ES,5458.06,22219.87,24.6
EU,,,,2015-10-02 00:00:00+00:00,,,1305.1,,5757.6,,,,,C,EU,6771.95,22353.0,30.3
Finland,,,,2015-10-02 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2015-10-02 00:00:00+00:00,,,294.8,,706.8,,,,,C,FR,346.0,686.65,50.4
Greece,,,,2015-10-02 00:00:00+00:00,,,0.0,,205.5,,,,,C,GR,0.0,0.0,
Croatia,,,,2015-10-02 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2015-10-02 00:00:00+00:00,,,161.0,,514.7,,,,,C,IT,47.18,285.87,16.5
Lithuania,,,,2015-10-02 00:00:00+00:00,,,,,,,,,,N,LT,,,
Netherlands,,,,2015-10-02 00:00:00+00:00,,,4.8,,461.0,,,,,C,NL,21.42,540.0,4.0
Poland,,,,2015-10-02 00:00:00+00:00,,,,,,,,,,N,PL,,,
Portugal,,,,2015-10-02 00:00:00+00:00,,,33.6,,192.8,,,,,C,PT,0.0,0.0,
EU,eu,eu,2025-10-01 14:04:37,2015-10-02 00:00:00+00:00,2015-10-03,"{'lng': '2350.66', 'gwh': '6771.95'}",1305.1,,5757.6,-,-,-,[],C,,,,
Belgium,,,,2015-10-03 00:00:00+00:00,,,101.9,,472.1,,,,,C,BE,1733.91,2507.6,69.1
Germany,,,,2015-10-03 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2015-10-03 00:00:00+00:00,,,218.0,,1910.7,,,,,C,ES,5535.75,22219.56,24.9
EU,,,,2015-10-03 00:00:00+00:00,,,1292.8,,5757.6,,,,,C,EU,7701.74,21264.3,36.2
Finland,,,,2015-10-03 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2015-10-03 00:00:00+00:00,,,294.8,,706.8,,,,,C,FR,328.0,458.37,71.6
Greece,,,,2015-10-03 00:00:00+00:00,,,0.0,,205.5,,,,,C,GR,0.0,0.0,
Croatia,,,,2015-10-03 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2015-10-03 00:00:00+00:00,,,176.5,,514.7,,,,,C,IT,83.39,343.99,24.2
Lithuania,,,,2015-10-03 00:00:00+00:00,,,,,,,,,,N,LT,,,
Netherlands,,,,2015-10-03 00:00:00+00:00,,,4.8,,461.0,,,,,C,NL,20.69,540.0,3.8
Poland,,,,2015-10-03 00:00:00+00:00,,,,,,,,,,N,PL,,,
Portugal,,,,2015-10-03 00:00:00+00:00,,,33.7,,192.8,,,,,C,PT,0.0,0.0,
EU,eu,eu,2025-10-01 14:04:37,2015-10-03 00:00:00+00:00,2015-10-04,"{'lng': '2810.28', 'gwh': '7701.74'}",1292.8,,5757.6,-,-,-,[],C,,,,
Belgium,,,,2015-10-04 00:00:00+00:00,,,54.0,,472.1,,,,,C,BE,1673.69,2507.69,66.7
Germany,,,,2015-10-04 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2015-10-04 00:00:00+00:00,,,223.7,,1910.7,,,,,C,ES,6302.56,22216.59,28.4
EU,,,,2015-10-04 00:00:00+00:00,,,1196.1,,5757.6,,,,,C,EU,8454.66,22675.25,37.3
Finland,,,,2015-10-04 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2015-10-04 00:00:00+00:00,,,275.5,,706.8,,,,,C,FR,312.0,456.73,68.3
Greece,,,,2015-10-04 00:00:00+00:00,,,0.0,,205.5,,,,,C,GR,0.0,0.0,
Croatia,,,,2015-10-04 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2015-10-04 00:00:00+00:00,,,123.7,,514.7,,,,,C,IT,146.54,388.24,37.7
