name,code,url,updatedAt,gasDayStart,gasDayEnd,inventory,sendOut,dtmi,dtrs,contractedCapacity,availableCapacity,coveredCapacity,info,status,country_code,inventory_gwh,dtmi_gwh,full_pct
Belgium,,,,2016-09-01 00:00:00+00:00,,,22.5,,472.1,,,,,C,BE,531.79,2501.13,21.3
Germany,,,,2016-09-01 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2016-09-01 00:00:00+00:00,,,308.5,,1910.7,,,,,C,ES,7212.35,22811.74,31.6
EU,,,,2016-09-01 00:00:00+00:00,,,1423.8,,6037.5,,,,,C,EU,21919.94,53862.36,40.7
Finland,,,,2016-09-01 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2016-09-01 00:00:00+00:00,,,170.1,,698.6,,,,,C,FR,3331.69,5133.37,64.9
Greece,,,,2016-09-01 00:00:00+00:00,,,64.0,,205.5,,,,,C,GR,258.38,799.56,32.3
Croatia,,,,2016-09-01 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2016-09-01 00:00:00+00:00,,,237.4,,514.5,,,,,C,IT,675.66,2800.18,24.1
Lithuania,,,,2016-09-01 00:00:00+00:00,,,43.0,,125.5,,,,,C,LT,472.89,1129.94,41.9
Netherlands,,,,2016-09-01 00:00:00+00:00,,,5.0,,461.0,,,,,C,NL,937.7,3725.14,25.2
Poland,,,,2016-09-01 00:00:00+00:00,,,31.9,,162.8,,,,,C,PL,0.0,0.0,
Portugal,,,,2016-09-01 00:00:00+00:00,,,49.4,,192.8,,,,,C,PT,960.7,2651.99,36.2
EU,eu,eu,2025-10-01 14:04:39,2016-09-01 00:00:00+00:00,2016-09-02,"{'lng': '3339.12', 'gwh': '21919.94'}",1423.8,,6037.5,-,-,-,[],C,,,,
Belgium,,,,2016-09-02 00:00:00+00:00,,,95.0,,472.1,,,,,C,BE,1384.5,2494.71,55.5
Germany,,,,2016-09-02 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2016-09-02 00:00:00+00:00,,,293.9,,1910.7,,,,,C,ES,6883.79,22808.65,30.2
EU,,,,2016-09-02 00:00:00+00:00,,,1325.8,,6037.5,,,,,C,EU,21749.53,53805.86,40.4
Finland,,,,2016-09-02 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2016-09-02 00:00:00+00:00,,,170.1,,698.6,,,,,C,FR,3094.68,5133.36,60.3
Greece,,,,2016-09-02 00:00:00+00:00,,,56.8,,205.5,,,,,C,GR,201.0,778.61,25.8
Croatia,,,,2016-09-02 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2016-09-02 00:00:00+00:00,,,264.7,,514.5,,,,,C,IT,1303.76,2749.51,47.4
Lithuania,,,,2016-09-02 00:00:00+00:00,,,38.7,,125.5,,,,,C,LT,910.91,1128.47,80.7
