name,code,url,updatedAt,gasDayStart,gasDayEnd,inventory,sendOut,dtmi,dtrs,contractedCapacity,availableCapacity,coveredCapacity,info,status,country_code,inventory_gwh,dtmi_gwh,full_pct
Belgium,,,,2023-02-01 00:00:00+00:00,,,427.9,,541.0,,,,,C,BE,2817.65,3761.47,74.9
Germany,,,,2023-02-01 00:00:00+00:00,,,136.6,,319.3,,,,,C,DE,1342.92,2351.27,57.1
Spain,,,,2023-02-01 00:00:00+00:00,,,682.9,,1910.4,,,,,C,ES,14988.58,22813.57,65.7
EU,,,,2023-02-01 00:00:00+00:00,,,3785.3,,6223.9,,,,,E,EU,30145.81,54310.74,55.5
Finland,,,,2023-02-01 00:00:00+00:00,,,0.0,,0.0,,,,,C,FI,0.0,0.0,
France,,,,2023-02-01 00:00:00+00:00,,,997.5,,1277.7,,,,,C,FR,4811.63,8930.54,53.9
Greece,,,,2023-02-01 00:00:00+00:00,,,178.8,,224.6,,,,,C,GR,1059.64,1518.59,69.8
Croatia,,,,2023-02-01 00:00:00+00:00,,,65.1,,85.5,,,,,C,HR,309.7,901.41,34.4
Italy,,,,2023-02-01 00:00:00+00:00,,,524.7,,560.2,,,,,C,IT,1743.68,3049.61,57.2
Lithuania,,,,2023-02-01 00:00:00+00:00,,,96.6,,122.4,,,,,C,LT,348.75,1106.3,31.5
Netherlands,,,,2023-02-01 00:00:00+00:00,,,445.0,,762.9,,,,,E,NL,1180.65,4729.2,25.0
Poland,,,,2023-02-01 00:00:00+00:00,,,50.0,,220.0,,,,,C,PL,285.85,2120.84,13.5
Portugal,,,,2023-02-01 00:00:00+00:00,,,180.1,,200.0,,,,,C,PT,1256.76,2666.1,47.1
EU,eu,eu,2026-03-02 09:14:20,2023-02-01 00:00:00+00:00,2023-02-02,"{'lng': '4581.59', 'gwh': '30145.81'}",3785.3,,6223.9,-,-,-,[],E,,,,
Belgium,,,,2023-02-02 00:00:00+00:00,,,421.6,,541.0,,,,,C,BE,2987.36,3764.88,79.3
