name,code,url,updatedAt,gasDayStart,gasDayEnd,inventory,sendOut,dtmi,dtrs,contractedCapacity,availableCapacity,coveredCapacity,info,status,country_code,inventory_gwh,dtmi_gwh,full_pct
Belgium,,,,2012-12-01 00:00:00+00:00,,,69.1,,472.1,,,,,C,BE,278.02,2495.31,11.1
Germany,,,,2012-12-01 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2012-12-01 00:00:00+00:00,,,565.0,,1910.7,,,,,C,ES,7252.98,21748.87,33.3
EU,,,,2012-12-01 00:00:00+00:00,,,1606.4,,5656.7,,,,,C,EU,8367.31,16323.29,51.3
Finland,,,,2012-12-01 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2012-12-01 00:00:00+00:00,,,245.0,,772.6,,,,,C,FR,247.6,557.36,44.4
Greece,,,,2012-12-01 00:00:00+00:00,,,18.1,,205.5,,,,,C,GR,0.0,0.0,
Croatia,,,,2012-12-01 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2012-12-01 00:00:00+00:00,,,147.3,,348.0,,,,,C,IT,139.36,253.62,54.9
Lithuania,,,,2012-12-01 00:00:00+00:00,,,,,,,,,,N,LT,,,
Netherlands,,,,2012-12-01 00:00:00+00:00,,,7.2,,461.0,,,,,C,NL,449.35,540.0,83.2
Poland,,,,2012-12-01 00:00:00+00:00,,,,,,,,,,N,PL,,,
Portugal,,,,2012-12-01 00:00:00+00:00,,,33.6,,192.8,,,,,C,PT,0.0,0.0,
EU,eu,eu,2025-10-01 14:04:32,2012-12-01 00:00:00+00:00,2012-12-02,"{'lng': '3906.49', 'gwh': '8367.31'}",1606.4,,5656.7,-,-,-,[],C,,,,
Belgium,,,,2012-12-02 00:00:00+00:00,,,38.7,,472.1,,,,,C,BE,239.12,2495.28,9.6
Germany,,,,2012-12-02 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2012-12-02 00:00:00+00:00,,,506.5,,1910.7,,,,,C,ES,7356.28,21746.75,33.8
EU,,,,2012-12-02 00:00:00+00:00,,,1550.2,,5656.7,,,,,C,EU,8399.14,16950.15,49.6
Finland,,,,2012-12-02 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2012-12-02 00:00:00+00:00,,,270.7,,772.6,,,,,C,FR,227.18,573.86,39.6
Greece,,,,2012-12-02 00:00:00+00:00,,,17.9,,205.5,,,,,C,GR,0.0,0.0,
Croatia,,,,2012-12-02 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2012-12-02 00:00:00+00:00,,,213.7,,348.0,,,,,C,IT,128.29,252.03,50.9
Lithuania,,,,2012-12-02 00:00:00+00:00,,,,,,,,,,N,LT,,,
Netherlands,,,,2012-12-02 00:00:00+00:00,,,10.9,,461.0,,,,,C,NL,448.26,540.0,83.0
Poland,,,,2012-12-02 00:00:00+00:00,,,,,,,,,,N,PL,,,
Portugal,,,,2012-12-02 00:00:00+00:00,,,33.6,,192.8,,,,,C,PT,0.0,0.0,
EU,eu,eu,2025-10-01 14:04:32,2012-12-02 00:00:00+00:00,2012-12-03,"{'lng': '3776.33', 'gwh': '8399.14'}",1550.2,,5656.7,-,-,-,[],C,,,,
Belgium,,,,2012-12-03 00:00:00+00:00,,,22.1,,472.1,,,,,C,BE,216.24,2495.33,8.7
Germany,,,,2012-12-03 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2012-12-03 00:00:00+00:00,,,647.0,,1910.7,,,,,C,ES,6780.32,21747.17,31.2
EU,,,,2012-12-03 00:00:00+00:00,,,1660.1,,5656.7,,,,,C,EU,7883.8,16391.47,48.1
Finland,,,,2012-12-03 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2012-12-03 00:00:00+00:00,,,274.0,,772.6,,,,,C,FR,206.28,594.55,34.7
Greece,,,,2012-12-03 00:00:00+00:00,,,16.2,,205.5,,,,,C,GR,0.0,0.0,
Croatia,,,,2012-12-03 00:00:00+00:00,,,,,,,,,,N,HR,,,
