name,code,url,updatedAt,gasDayStart,gasDayEnd,inventory,sendOut,dtmi,dtrs,contractedCapacity,availableCapacity,coveredCapacity,info,status,country_code,inventory_gwh,dtmi_gwh,full_pct
Belgium,,,,2015-07-01 00:00:00+00:00,,,20.9,,472.1,,,,,C,BE,774.03,2498.38,31.0
Germany,,,,2015-07-01 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2015-07-01 00:00:00+00:00,,,342.3,,1910.7,,,,,C,ES,6295.95,22218.38,28.3
EU,,,,2015-07-01 00:00:00+00:00,,,1012.6,,5757.6,,,,,C,EU,7837.48,18552.58,42.2
Finland,,,,2015-07-01 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2015-07-01 00:00:00+00:00,,,138.3,,706.8,,,,,C,FR,351.0,482.63,72.7
Greece,,,,2015-07-01 00:00:00+00:00,,,0.0,,205.5,,,,,C,GR,0.0,0.0,
Croatia,,,,2015-07-01 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2015-07-01 00:00:00+00:00,,,138.1,,514.7,,,,,C,IT,118.77,359.82,33.0
Lithuania,,,,2015-07-01 00:00:00+00:00,,,,,,,,,,N,LT,,,
Netherlands,,,,2015-07-01 00:00:00+00:00,,,8.1,,461.0,,,,,C,NL,297.73,540.0,55.1
Poland,,,,2015-07-01 00:00:00+00:00,,,,,,,,,,N,PL,,,
Portugal,,,,2015-07-01 00:00:00+00:00,,,28.5,,192.8,,,,,C,PT,0.0,0.0,
EU,eu,eu,2025-10-01 14:04:36,2015-07-01 00:00:00+00:00,2015-07-02,"{'lng': '3277.31', 'gwh': '7837.48'}",1012.6,,5757.6,-,-,-,[],C,,,,
Belgium,,,,2015-07-02 00:00:00+00:00,,,21.8,,472.1,,,,,C,BE,750.3,2498.33,30.0
Germany,,,,2015-07-02 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2015-07-02 00:00:00+00:00,,,379.9,,1910.7,,,,,C,ES,6474.96,22224.54,29.1
EU,,,,2015-07-02 00:00:00+00:00,,,1106.0,,5757.6,,,,,C,EU,7964.76,18854.73,42.2
Finland,,,,2015-07-02 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2015-07-02 00:00:00+00:00,,,176.3,,706.8,,,,,C,FR,341.0,428.34,79.6
Greece,,,,2015-07-02 00:00:00+00:00,,,0.0,,205.5,,,,,C,GR,0.0,0.0,
Croatia,,,,2015-07-02 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2015-07-02 00:00:00+00:00,,,110.3,,514.7,,,,,C,IT,102.12,347.01,29.4
Lithuania,,,,2015-07-02 00:00:00+00:00,,,,,,,,,,N,LT,,,
Netherlands,,,,2015-07-02 00:00:00+00:00,,,26.0,,461.0,,,,,C,NL,296.38,540.0,54.9
