name,code,url,updatedAt,gasDayStart,gasDayEnd,inventory,sendOut,dtmi,dtrs,contractedCapacity,availableCapacity,coveredCapacity,info,status,country_code,inventory_gwh,dtmi_gwh,full_pct
Belgium,,,,2024-11-01 00:00:00+00:00,,,239.9,,668.9,668.88,0.0,,,C,BE,2101.59,3777.75,55.6
Germany,,,,2024-11-01 00:00:00+00:00,,,166.0,,644.4,599.9892,44.45,,,C,DE,2244.57,4330.96,51.8
Spain,,,,2024-11-01 00:00:00+00:00,,,385.1,,2132.3,,,,,C,ES,14548.84,23359.29,62.3
EU,,,,2024-11-01 00:00:00+00:00,,,3214.4,,7741.1,4217.815,983.3951,,,C,EU,33529.66,60657.14,55.3
Finland,,,,2024-11-01 00:00:00+00:00,,,45.0,,140.0,43.0,97.0,,,C,FI,184.0,829.73,22.2
France,,,,2024-11-01 00:00:00+00:00,,,971.1,,1481.0,1043.1722,360.0011,,,C,FR,5426.82,9891.46,54.9
Greece,,,,2024-11-01 00:00:00+00:00,,,109.5,,463.1,180.5463,44.0467,,,C,GR,1665.11,2614.95,63.7
Croatia,,,,2024-11-01 00:00:00+00:00,,,71.9,,85.5,85.5,0.0,,,C,HR,836.2,901.22,92.8
Italy,,,,2024-11-01 00:00:00+00:00,,,323.9,,720.6,360.2274,360.3994,,,C,IT,1240.75,4023.53,30.8
Lithuania,,,,2024-11-01 00:00:00+00:00,,,95.9,,117.6,92.8938,24.6613,,,C,LT,266.91,1101.26,24.2
Netherlands,,,,2024-11-01 00:00:00+00:00,,,503.9,,867.8,776.4794,0.0,,,C,NL,2088.19,4831.78,43.2
Poland,,,,2024-11-01 00:00:00+00:00,,,187.5,,220.0,191.1267,28.8366,,,C,PL,854.77,2133.26,40.1
Portugal,,,,2024-11-01 00:00:00+00:00,,,114.8,,200.0,176.0,24.0,,,C,PT,2071.9,2666.01,77.7
EU,eu,eu,2025-12-08 09:50:36,2024-11-01 00:00:00+00:00,2024-11-02,"{'lng': '4984.16', 'gwh': '33529.66'}",3214.4,,7741.1,4217.815,983.3951,-,[],C,,,,
Belgium,,,,2024-11-02 00:00:00+00:00,,,260.3,,668.9,668.88,0.0,,,C,BE,1841.55,3784.46,48.7
Germany,,,,2024-11-02 00:00:00+00:00,,,211.7,,644.4,599.9892,44.45,,,C,DE,2282.44,4327.66,52.7
Spain,,,,2024-11-02 00:00:00+00:00,,,442.1,,2132.3,,,,,C,ES,14118.09,23359.91,60.4
EU,,,,2024-11-02 00:00:00+00:00,,,3293.5,,7741.2,4226.219,975.0579,,,C,EU,33963.03,60603.12,56.0
Finland,,,,2024-11-02 00:00:00+00:00,,,49.0,,140.0,50.0,90.0,,,C,FI,81.0,669.65,12.1
France,,,,2024-11-02 00:00:00+00:00,,,947.2,,1481.0,1043.1722,360.0011,,,C,FR,6347.24,9870.65,64.3
Greece,,,,2024-11-02 00:00:00+00:00,,,100.8,,463.1,180.5463,44.0467,,,C,GR,1553.85,2606.7,59.6
Croatia,,,,2024-11-02 00:00:00+00:00,,,71.9,,85.5,85.5,0.0,,,C,HR,765.8,900.94,85.0
Italy,,,,2024-11-02 00:00:00+00:00,,,324.0,,720.6,360.2274,360.3994,,,C,IT,1139.61,4007.71,28.4
Lithuania,,,,2024-11-02 00:00:00+00:00,,,96.6,,117.6,94.2978,23.3241,,,C,LT,168.73,1101.07,15.3
Netherlands,,,,2024-11-02 00:00:00+00:00,,,506.6,,867.8,776.4794,0.0,,,C,NL,2762.09,4826.93,57.2
Poland,,,,2024-11-02 00:00:00+00:00,,,191.1,,220.0,191.1267,28.8366,,,C,PL,958.28,2138.27,44.8
Portugal,,,,2024-11-02 00:00:00+00:00,,,92.2,,200.0,176.0,24.0,,,C,PT,1944.34,2666.01,72.9
EU,eu,eu,2025-12-08 09:50:36,2024-11-02 00:00:00+00:00,2024-11-03,"{'lng': '5053.08', 'gwh': '33963.03'}",3293.5,,7741.2,4226.219,975.0579,-,[],C,,,,
Belgium,,,,2024-11-03 00:00:00+00:00,,,277.4,,668.9,668.88,0.0,,,C,BE,1508.55,3786.76,39.8
Germany,,,,2024-11-03 00:00:00+00:00,,,216.5,,644.4,599.9892,44.45,,,C,DE,2901.32,4306.25,67.4
Spain,,,,2024-11-03 00:00:00+00:00,,,395.4,,2132.3,,,,,C,ES,14844.02,23337.89,63.6
EU,,,,2024-11-03 00:00:00+00:00,,,3302.4,,7741.0,4266.487,934.647,,,E,EU,37093.65,60546.28,61.3
Finland,,,,2024-11-03 00:00:00+00:00,,,50.0,,140.0,49.0,91.0,,,C,FI,590.0,934.02,63.2
