name,code,url,updatedAt,gasDayStart,gasDayEnd,inventory,sendOut,dtmi,dtrs,contractedCapacity,availableCapacity,coveredCapacity,info,status,country_code,inventory_gwh,dtmi_gwh,full_pct
Belgium,,,,2013-11-01 00:00:00+00:00,,,21.7,,472.1,,,,,C,BE,1256.9,2497.51,50.3
Germany,,,,2013-11-01 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2013-11-01 00:00:00+00:00,,,271.5,,1910.7,,,,,C,ES,6107.58,21200.87,28.8
EU,,,,2013-11-01 00:00:00+00:00,,,1103.4,,5648.5,,,,,C,EU,8190.14,16291.73,50.3
Finland,,,,2013-11-01 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2013-11-01 00:00:00+00:00,,,258.5,,764.4,,,,,C,FR,228.3,439.01,52.0
Greece,,,,2013-11-01 00:00:00+00:00,,,20.0,,205.5,,,,,C,GR,0.0,0.0,
Croatia,,,,2013-11-01 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2013-11-01 00:00:00+00:00,,,66.2,,348.0,,,,,C,IT,162.38,317.96,51.1
Lithuania,,,,2013-11-01 00:00:00+00:00,,,,,,,,,,N,LT,,,
Netherlands,,,,2013-11-01 00:00:00+00:00,,,28.1,,461.0,,,,,C,NL,434.97,540.0,80.6
Poland,,,,2013-11-01 00:00:00+00:00,,,,,,,,,,N,PL,,,
Portugal,,,,2013-11-01 00:00:00+00:00,,,43.8,,192.8,,,,,C,PT,0.0,0.0,
EU,eu,eu,2025-10-01 14:04:34,2013-11-01 00:00:00+00:00,2013-11-02,"{'lng': '3791.07', 'gwh': '8190.14'}",1103.4,,5648.5,-,-,-,[],C,,,,
Belgium,,,,2013-11-02 00:00:00+00:00,,,21.7,,472.1,,,,,C,BE,1234.54,2497.53,49.4
Germany,,,,2013-11-02 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2013-11-02 00:00:00+00:00,,,255.8,,1910.7,,,,,C,ES,5877.99,21200.86,27.7
EU,,,,2013-11-02 00:00:00+00:00,,,1016.8,,5648.5,,,,,C,EU,7867.63,16066.23,49.0
Finland,,,,2013-11-02 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2013-11-02 00:00:00+00:00,,,210.3,,764.4,,,,,C,FR,210.22,435.7,48.2
Greece,,,,2013-11-02 00:00:00+00:00,,,15.5,,205.5,,,,,C,GR,0.0,0.0,
Croatia,,,,2013-11-02 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2013-11-02 00:00:00+00:00,,,71.7,,348.0,,,,,C,IT,151.52,317.25,47.8
Lithuania,,,,2013-11-02 00:00:00+00:00,,,,,,,,,,N,LT,,,
Netherlands,,,,2013-11-02 00:00:00+00:00,,,28.0,,461.0,,,,,C,NL,393.36,540.0,72.8
Poland,,,,2013-11-02 00:00:00+00:00,,,,,,,,,,N,PL,,,
Portugal,,,,2013-11-02 00:00:00+00:00,,,48.1,,192.8,,,,,C,PT,0.0,0.0,
EU,eu,eu,2025-10-01 14:04:34,2013-11-02 00:00:00+00:00,2013-11-03,"{'lng': '3692.9', 'gwh': '7867.63'}",1016.8,,5648.5,-,-,-,[],C,,,,
Belgium,,,,2013-11-03 00:00:00+00:00,,,22.1,,472.1,,,,,C,BE,1212.17,2497.53,48.5
Germany,,,,2013-11-03 00:00:00+00:00,,,,,,,,,,N,DE,,,
