name,code,url,updatedAt,gasDayStart,gasDayEnd,inventory,sendOut,dtmi,dtrs,contractedCapacity,availableCapacity,coveredCapacity,info,status,country_code,inventory_gwh,dtmi_gwh,full_pct
Belgium,,,,2014-12-01 00:00:00+00:00,,,83.0,,472.1,,,,,C,BE,799.36,2495.5,32.0
Germany,,,,2014-12-01 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2014-12-01 00:00:00+00:00,,,293.1,,1910.7,,,,,C,ES,16345.39,22210.04,73.6
EU,,,,2014-12-01 00:00:00+00:00,,,1351.9,,5796.0,,,,,C,EU,18036.81,25160.37,71.7
Finland,,,,2014-12-01 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2014-12-01 00:00:00+00:00,,,309.3,,745.2,,,,,C,FR,351.0,544.99,64.4
Greece,,,,2014-12-01 00:00:00+00:00,,,43.3,,205.5,,,,,C,GR,0.0,0.0,
Croatia,,,,2014-12-01 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2014-12-01 00:00:00+00:00,,,111.4,,514.7,,,,,C,IT,50.42,317.7,15.9
Lithuania,,,,2014-12-01 00:00:00+00:00,,,,,,,,,,N,LT,,,
Netherlands,,,,2014-12-01 00:00:00+00:00,,,4.6,,461.0,,,,,C,NL,490.64,540.0,90.9
Poland,,,,2014-12-01 00:00:00+00:00,,,,,,,,,,N,PL,,,
Portugal,,,,2014-12-01 00:00:00+00:00,,,64.1,,192.8,,,,,C,PT,0.0,0.0,
EU,eu,eu,2025-10-01 14:04:35,2014-12-01 00:00:00+00:00,2014-12-02,"{'lng': '5611.63', 'gwh': '18036.81'}",1351.9,,5796.0,-,-,-,[],C,,,,
Belgium,,,,2014-12-02 00:00:00+00:00,,,67.8,,472.1,,,,,C,BE,734.98,2495.98,29.4
Germany,,,,2014-12-02 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2014-12-02 00:00:00+00:00,,,385.9,,1910.7,,,,,C,ES,16642.61,22211.18,74.9
EU,,,,2014-12-02 00:00:00+00:00,,,1585.7,,5796.0,,,,,C,EU,18213.21,25977.03,70.1
Finland,,,,2014-12-02 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2014-12-02 00:00:00+00:00,,,321.9,,745.2,,,,,C,FR,320.0,544.13,58.8
