name,code,url,updatedAt,gasDayStart,gasDayEnd,inventory,sendOut,dtmi,dtrs,contractedCapacity,availableCapacity,coveredCapacity,info,status,country_code,inventory_gwh,dtmi_gwh,full_pct
Belgium,,,,2025-06-01 00:00:00+00:00,,,609.1,,724.1,724.08,0.0,,,C,BE,3208.03,3769.06,85.1
Germany,,,,2025-06-01 00:00:00+00:00,,,218.3,,620.8,331.521,289.25,,,C,DE,1433.51,4286.31,33.4
Spain,,,,2025-06-01 00:00:00+00:00,,,409.4,,2132.3,,,,,C,ES,15140.81,23176.91,65.3
EU,,,,2025-06-01 00:00:00+00:00,,,4175.6,,7905.8,4328.3847,1041.0193,,,C,EU,34338.82,62644.19,54.8
Finland,,,,2025-06-01 00:00:00+00:00,,,28.0,,140.0,25.0,115.0,,,C,FI,903.0,980.84,92.1
France,,,,2025-06-01 00:00:00+00:00,,,958.7,,1481.0,1043.1722,125.0011,,,C,FR,4618.1,9895.5,46.7
Greece,,,,2025-06-01 00:00:00+00:00,,,38.6,,406.2,280.0336,126.1346,,,C,GR,805.4,2567.06,31.4
Croatia,,,,2025-06-01 00:00:00+00:00,,,80.6,,85.5,85.5,0.0,,,C,HR,612.4,901.54,67.9
Italy,,,,2025-06-01 00:00:00+00:00,,,598.5,,868.1,576.5084,291.5625,,,C,IT,2051.61,5063.48,40.5
Lithuania,,,,2025-06-01 00:00:00+00:00,,,65.1,,116.2,56.1821,60.0231,,,C,LT,181.96,1094.85,16.6
Netherlands,,,,2025-06-01 00:00:00+00:00,,,785.1,,867.8,776.4794,0.0,,,C,NL,2108.63,4870.42,43.3
Poland,,,,2025-06-01 00:00:00+00:00,,,253.9,,264.0,253.908,10.048,,,C,PL,1170.05,3329.11,35.1
Portugal,,,,2025-06-01 00:00:00+00:00,,,130.3,,200.0,176.0,24.0,,,C,PT,2105.32,2666.0,79.0
EU,eu,eu,2026-01-05 09:29:39,2025-06-01 00:00:00+00:00,2025-06-02,"{'lng': '5125.85', 'gwh': '34338.82'}",4175.6,,7905.8,4328.3847,1041.0193,-,[],C,,,,
Belgium,,,,2025-06-02 00:00:00+00:00,,,665.0,,724.1,724.08,0.0,,,C,BE,2549.66,3768.89,67.7
Germany,,,,2025-06-02 00:00:00+00:00,,,187.7,,620.8,209.121,411.65,,,C,DE,1244.51,4288.05,29.0
Spain,,,,2025-06-02 00:00:00+00:00,,,551.1,,2132.3,,,,,C,ES,15684.81,23192.57,67.6
EU,,,,2025-06-02 00:00:00+00:00,,,4085.9,,7850.8,4194.9188,1119.5408,,,C,EU,32858.97,57054.52,57.6
Finland,,,,2025-06-02 00:00:00+00:00,,,25.0,,140.0,27.0,113.0,,,C,FI,875.0,979.01,89.4
France,,,,2025-06-02 00:00:00+00:00,,,684.5,,1426.0,1043.1722,70.0011,,,C,FR,3771.92,9894.1,38.1
Greece,,,,2025-06-02 00:00:00+00:00,,,57.9,,406.2,262.4133,143.755,,,C,GR,766.79,2640.39,29.0
Croatia,,,,2025-06-02 00:00:00+00:00,,,80.6,,85.5,85.5,0.0,,,C,HR,530.4,901.17,58.9
Italy,,,,2025-06-02 00:00:00+00:00,,,602.8,,868.1,580.5978,287.4731,,,C,IT,1200.85,1382.2,86.9
Lithuania,,,,2025-06-02 00:00:00+00:00,,,65.3,,116.3,56.6471,59.6136,,,C,LT,114.94,1094.46,10.5
Netherlands,,,,2025-06-02 00:00:00+00:00,,,778.0,,867.8,776.4794,0.0,,,C,NL,2224.71,4881.33,45.6
Poland,,,,2025-06-02 00:00:00+00:00,,,253.9,,264.0,253.908,10.048,,,C,PL,1926.3,3296.31,58.4
Portugal,,,,2025-06-02 00:00:00+00:00,,,134.0,,200.0,176.0,24.0,,,C,PT,1969.09,2666.01,73.9
EU,eu,eu,2026-01-05 09:29:39,2025-06-02 00:00:00+00:00,2025-06-03,"{'lng': '5385.49', 'gwh': '32858.97'}",4085.9,,7850.8,4194.9188,1119.5408,-,[],C,,,,
Belgium,,,,2025-06-03 00:00:00+00:00,,,635.4,,724.1,724.08,0.0,,,C,BE,2423.6,3754.64,64.5
Germany,,,,2025-06-03 00:00:00+00:00,,,187.3,,620.8,209.121,411.65,,,C,DE,1373.48,4277.12,32.1
Spain,,,,2025-06-03 00:00:00+00:00,,,554.1,,2132.3,,,,,C,ES,16936.76,23195.65,73.0
EU,,,,2025-06-03 00:00:00+00:00,,,4222.8,,7850.8,4312.9832,1001.4517,,,C,EU,35084.17,62778.21,55.9
Finland,,,,2025-06-03 00:00:00+00:00,,,28.0,,140.0,27.0,113.0,,,C,FI,847.0,977.07,86.7
France,,,,2025-06-03 00:00:00+00:00,,,728.7,,1426.0,1043.1722,70.0011,,,C,FR,5082.95,9896.19,51.4
Greece,,,,2025-06-03 00:00:00+00:00,,,76.1,,406.2,262.4133,143.755,,,C,GR,708.06,2725.53,26.0
Croatia,,,,2025-06-03 00:00:00+00:00,,,80.6,,85.5,85.5,0.0,,,C,HR,448.3,901.75,49.7
Italy,,,,2025-06-03 00:00:00+00:00,,,695.5,,868.1,673.7772,194.2937,,,C,IT,1512.8,5117.58,29.6
Lithuania,,,,2025-06-03 00:00:00+00:00,,,65.4,,116.2,81.5321,34.7039,,,C,LT,47.81,1094.97,4.4
Netherlands,,,,2025-06-03 00:00:00+00:00,,,788.2,,867.8,776.4794,0.0,,,C,NL,2204.1,4898.61,45.0
Poland,,,,2025-06-03 00:00:00+00:00,,,253.9,,264.0,253.908,10.048,,,C,PL,1669.79,3300.76,50.6
Portugal,,,,2025-06-03 00:00:00+00:00,,,129.6,,200.0,176.0,24.0,,,C,PT,1829.51,2666.03,68.6
EU,eu,eu,2026-01-05 09:29:39,2025-06-03 00:00:00+00:00,2025-06-04,"{'lng': '5225.93', 'gwh': '35084.17'}",4222.8,,7850.8,4312.9832,1001.4517,-,[],C,,,,
