name,code,url,updatedAt,gasDayStart,gasDayEnd,inventory,sendOut,dtmi,dtrs,contractedCapacity,availableCapacity,coveredCapacity,info,status,country_code,inventory_gwh,dtmi_gwh,full_pct
Belgium,,,,2014-11-01 00:00:00+00:00,,,21.8,,472.1,,,,,C,BE,1135.54,2499.22,45.4
Germany,,,,2014-11-01 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2014-11-01 00:00:00+00:00,,,181.0,,1910.7,,,,,C,ES,15518.63,21207.37,73.2
EU,,,,2014-11-01 00:00:00+00:00,,,842.3,,5796.0,,,,,C,EU,17345.6,25827.64,67.2
Finland,,,,2014-11-01 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2014-11-01 00:00:00+00:00,,,341.4,,745.2,,,,,C,FR,199.0,465.63,42.7
Greece,,,,2014-11-01 00:00:00+00:00,,,0.0,,205.5,,,,,C,GR,0.0,0.0,
Croatia,,,,2014-11-01 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2014-11-01 00:00:00+00:00,,,99.4,,514.7,,,,,C,IT,159.35,401.35,39.7
Lithuania,,,,2014-11-01 00:00:00+00:00,,,,,,,,,,N,LT,,,
Netherlands,,,,2014-11-01 00:00:00+00:00,,,4.7,,461.0,,,,,C,NL,333.08,540.0,61.7
Poland,,,,2014-11-01 00:00:00+00:00,,,,,,,,,,N,PL,,,
Portugal,,,,2014-11-01 00:00:00+00:00,,,23.8,,192.8,,,,,C,PT,0.0,0.0,
EU,eu,eu,2025-10-01 14:04:35,2014-11-01 00:00:00+00:00,2014-11-02,"{'lng': '5156.68', 'gwh': '17345.6'}",842.3,,5796.0,-,-,-,[],C,,,,
Belgium,,,,2014-11-02 00:00:00+00:00,,,21.9,,472.1,,,,,C,BE,1113.21,2499.19,44.5
Germany,,,,2014-11-02 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2014-11-02 00:00:00+00:00,,,171.8,,1910.7,,,,,C,ES,15589.82,21208.41,73.5
EU,,,,2014-11-02 00:00:00+00:00,,,906.1,,5796.0,,,,,C,EU,17490.7,25826.24,67.7
Finland,,,,2014-11-02 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2014-11-02 00:00:00+00:00,,,353.4,,745.2,,,,,C,FR,311.0,591.04,52.6
Greece,,,,2014-11-02 00:00:00+00:00,,,0.0,,205.5,,,,,C,GR,0.0,0.0,
Croatia,,,,2014-11-02 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2014-11-02 00:00:00+00:00,,,99.4,,514.7,,,,,C,IT,144.25,395.68,36.5
Lithuania,,,,2014-11-02 00:00:00+00:00,,,,,,,,,,N,LT,,,
Netherlands,,,,2014-11-02 00:00:00+00:00,,,43.6,,461.0,,,,,C,NL,332.42,540.0,61.6
Poland,,,,2014-11-02 00:00:00+00:00,,,,,,,,,,N,PL,,,
