name,code,url,updatedAt,gasDayStart,gasDayEnd,inventory,sendOut,dtmi,dtrs,contractedCapacity,availableCapacity,coveredCapacity,info,status,country_code,inventory_gwh,dtmi_gwh,full_pct
Belgium,,,,2021-11-01 00:00:00+00:00,,,226.6,,541.0,,,,,C,BE,2607.26,3765.38,69.2
Germany,,,,2021-11-01 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2021-11-01 00:00:00+00:00,,,567.1,,1910.4,,,,,C,ES,18552.03,22829.25,81.3
EU,,,,2021-11-01 00:00:00+00:00,,,2022.7,,5514.5,,,,,C,EU,36400.53,50289.83,72.4
Finland,,,,2021-11-01 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2021-11-01 00:00:00+00:00,,,608.1,,1252.7,,,,,C,FR,6123.89,8990.69,68.1
Greece,,,,2021-11-01 00:00:00+00:00,,,53.2,,269.9,,,,,C,GR,1357.29,1443.38,94.0
Croatia,,,,2021-11-01 00:00:00+00:00,,,62.7,,79.9,,,,,C,HR,580.0,901.22,64.4
Italy,,,,2021-11-01 00:00:00+00:00,,,169.6,,514.5,,,,,C,IT,968.71,2733.48,35.4
Lithuania,,,,2021-11-01 00:00:00+00:00,,,38.9,,122.4,,,,,C,LT,1012.93,1094.1,92.6
Netherlands,,,,2021-11-01 00:00:00+00:00,,,143.0,,461.0,,,,,C,NL,2025.12,3568.38,56.8
Poland,,,,2021-11-01 00:00:00+00:00,,,24.0,,162.8,,,,,C,PL,671.19,2151.25,31.2
Portugal,,,,2021-11-01 00:00:00+00:00,,,129.4,,200.0,,,,,C,PT,2502.12,2666.05,93.9
EU,eu,eu,2025-10-23 10:17:54,2021-11-01 00:00:00+00:00,2021-11-02,"{'lng': '5387.84', 'gwh': '36400.53'}",2022.7,,5514.5,-,-,-,[],C,,,,
Belgium,,,,2021-11-02 00:00:00+00:00,,,182.5,,541.0,,,,,C,BE,2324.89,3765.29,61.7
