name,code,url,updatedAt,gasDayStart,gasDayEnd,inventory,sendOut,dtmi,dtrs,contractedCapacity,availableCapacity,coveredCapacity,info,status,country_code,inventory_gwh,dtmi_gwh,full_pct
Belgium,,,,2018-09-01 00:00:00+00:00,,,22.2,,472.1,,,,,C,BE,2197.27,2699.59,81.4
Germany,,,,2018-09-01 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2018-09-01 00:00:00+00:00,,,207.1,,1910.7,,,,,C,ES,10661.49,22785.41,46.8
EU,,,,2018-09-01 00:00:00+00:00,,,953.2,,6621.6,,,,,C,EU,30891.52,60234.87,51.3
Finland,,,,2018-09-01 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2018-09-01 00:00:00+00:00,,,244.0,,1252.7,,,,,C,FR,5099.24,9179.61,55.5
Greece,,,,2018-09-01 00:00:00+00:00,,,11.6,,205.5,,,,,C,GR,402.4,819.81,49.1
Croatia,,,,2018-09-01 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2018-09-01 00:00:00+00:00,,,155.5,,544.5,,,,,C,IT,1400.75,2920.32,48.0
Lithuania,,,,2018-09-01 00:00:00+00:00,,,18.6,,125.5,,,,,C,LT,238.15,1138.74,20.9
Netherlands,,,,2018-09-01 00:00:00+00:00,,,4.8,,461.0,,,,,C,NL,1077.8,3790.37,28.4
Poland,,,,2018-09-01 00:00:00+00:00,,,60.0,,162.8,,,,,C,PL,607.05,2158.88,28.1
Portugal,,,,2018-09-01 00:00:00+00:00,,,130.9,,192.8,,,,,C,PT,1001.63,2651.97,37.8
EU,eu,eu,2025-10-01 14:04:47,2018-09-01 00:00:00+00:00,2018-09-02,"{'lng': '4546.41', 'gwh': '30891.52'}",953.2,,6621.6,-,-,-,[],C,,,,
Belgium,,,,2018-09-02 00:00:00+00:00,,,22.0,,472.1,,,,,C,BE,2173.66,2789.71,77.9
Germany,,,,2018-09-02 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2018-09-02 00:00:00+00:00,,,238.5,,1910.7,,,,,C,ES,10388.91,22784.03,45.6
EU,,,,2018-09-02 00:00:00+00:00,,,944.9,,6624.6,,,,,C,EU,29808.82,60206.04,49.5
Finland,,,,2018-09-02 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2018-09-02 00:00:00+00:00,,,244.0,,1252.7,,,,,C,FR,4855.87,9182.0,52.9
Greece,,,,2018-09-02 00:00:00+00:00,,,18.1,,205.5,,,,,C,GR,303.03,646.23,46.9
Croatia,,,,2018-09-02 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2018-09-02 00:00:00+00:00,,,122.5,,547.5,,,,,C,IT,1276.54,2942.51,43.4
Lithuania,,,,2018-09-02 00:00:00+00:00,,,18.8,,125.5,,,,,C,LT,219.32,1139.01,19.3
Netherlands,,,,2018-09-02 00:00:00+00:00,,,8.7,,461.0,,,,,C,NL,1072.92,3795.46,28.3
Poland,,,,2018-09-02 00:00:00+00:00,,,58.5,,162.8,,,,,C,PL,545.84,2158.27,25.3
Portugal,,,,2018-09-02 00:00:00+00:00,,,115.1,,192.8,,,,,C,PT,867.4,2651.98,32.7
EU,eu,eu,2025-10-01 14:04:47,2018-09-02 00:00:00+00:00,2018-09-03,"{'lng': '4397.33', 'gwh': '29808.82'}",944.9,,6624.6,-,-,-,[],C,,,,
Belgium,,,,2018-09-03 00:00:00+00:00,,,22.1,,472.1,,,,,C,BE,2149.89,2879.86,74.7
Germany,,,,2018-09-03 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2018-09-03 00:00:00+00:00,,,344.9,,1910.7,,,,,C,ES,9998.75,22782.79,43.9
EU,,,,2018-09-03 00:00:00+00:00,,,1263.9,,6625.6,,,,,C,EU,30159.54,60481.98,49.9
Finland,,,,2018-09-03 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2018-09-03 00:00:00+00:00,,,271.8,,1252.7,,,,,C,FR,6057.47,9172.3,66.0
Greece,,,,2018-09-03 00:00:00+00:00,,,30.0,,205.5,,,,,C,GR,352.5,811.64,43.4
Croatia,,,,2018-09-03 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2018-09-03 00:00:00+00:00,,,267.5,,548.5,,,,,C,IT,986.15,2943.7,33.5
Lithuania,,,,2018-09-03 00:00:00+00:00,,,35.3,,125.5,,,,,C,LT,199.88,1137.01,17.6
Netherlands,,,,2018-09-03 00:00:00+00:00,,,4.5,,461.0,,,,,C,NL,1160.67,3856.76,30.1
Poland,,,,2018-09-03 00:00:00+00:00,,,60.0,,162.8,,,,,C,PL,487.98,2158.91,22.6
Portugal,,,,2018-09-03 00:00:00+00:00,,,144.6,,192.8,,,,,C,PT,746.77,2651.98,28.2
EU,eu,eu,2025-10-01 14:04:47,2018-09-03 00:00:00+00:00,2018-09-04,"{'lng': '4436', 'gwh': '30159.54'}",1263.9,,6625.6,-,-,-,[],C,,,,
Belgium,,,,2018-09-04 00:00:00+00:00,,,22.1,,472.1,,,,,C,BE,2082.69,2969.56,70.1
Germany,,,,2018-09-04 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2018-09-04 00:00:00+00:00,,,363.9,,1910.7,,,,,C,ES,10961.31,22768.2,48.1
EU,,,,2018-09-04 00:00:00+00:00,,,1238.8,,6626.6,,,,,C,EU,31941.25,60387.33,52.9
Finland,,,,2018-09-04 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2018-09-04 00:00:00+00:00,,,208.6,,1252.7,,,,,C,FR,6878.84,9167.68,75.0
Greece,,,,2018-09-04 00:00:00+00:00,,,44.4,,205.5,,,,,C,GR,812.01,858.71,94.6
Croatia,,,,2018-09-04 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2018-09-04 00:00:00+00:00,,,267.6,,549.5,,,,,C,IT,660.71,2584.68,25.6
Lithuania,,,,2018-09-04 00:00:00+00:00,,,35.6,,125.5,,,,,C,LT,164.13,1142.55,14.4
Netherlands,,,,2018-09-04 00:00:00+00:00,,,8.8,,461.0,,,,,C,NL,1131.35,3784.95,29.9
Poland,,,,2018-09-04 00:00:00+00:00,,,60.0,,162.8,,,,,C,PL,437.29,2159.79,20.2
Portugal,,,,2018-09-04 00:00:00+00:00,,,144.5,,192.8,,,,,C,PT,878.85,2652.05,33.1
EU,eu,eu,2025-10-01 14:04:47,2018-09-04 00:00:00+00:00,2018-09-05,"{'lng': '4713.09', 'gwh': '31941.25'}",1238.8,,6626.6,-,-,-,[],C,,,,
Belgium,,,,2018-09-05 00:00:00+00:00,,,22.0,,472.1,,,,,C,BE,2058.49,2552.23,80.7
Germany,,,,2018-09-05 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2018-09-05 00:00:00+00:00,,,406.4,,1910.7,,,,,C,ES,10529.97,22765.49,46.3
EU,,,,2018-09-05 00:00:00+00:00,,,1274.1,,6627.6,,,,,C,EU,31878.64,60068.77,53.1
Finland,,,,2018-09-05 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2018-09-05 00:00:00+00:00,,,205.3,,1252.7,,,,,C,FR,6666.66,9168.9,72.7
Greece,,,,2018-09-05 00:00:00+00:00,,,39.7,,205.5,,,,,C,GR,771.69,856.7,90.1
Croatia,,,,2018-09-05 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2018-09-05 00:00:00+00:00,,,290.6,,550.5,,,,,C,IT,1187.83,2941.38,40.4
Lithuania,,,,2018-09-05 00:00:00+00:00,,,36.2,,125.5,,,,,C,LT,126.89,1122.26,11.3
Netherlands,,,,2018-09-05 00:00:00+00:00,,,4.8,,461.0,,,,,C,NL,1210.37,3774.76,32.1
Poland,,,,2018-09-05 00:00:00+00:00,,,60.0,,162.8,,,,,C,PL,381.14,2159.43,17.7
Portugal,,,,2018-09-05 00:00:00+00:00,,,127.7,,192.8,,,,,C,PT,1095.11,2651.93,41.3
EU,eu,eu,2025-10-01 14:04:47,2018-09-05 00:00:00+00:00,2018-09-06,"{'lng': '4696.18', 'gwh': '31878.64'}",1274.1,,6627.6,-,-,-,[],C,,,,
Belgium,,,,2018-09-06 00:00:00+00:00,,,22.0,,472.1,,,,,E,BE,2058.49,2552.23,80.7
Germany,,,,2018-09-06 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2018-09-06 00:00:00+00:00,,,357.4,,1910.7,,,,,C,ES,10129.22,22762.64,44.5
EU,,,,2018-09-06 00:00:00+00:00,,,1212.0,,6628.6,,,,,E,EU,32875.65,60050.93,54.7
Finland,,,,2018-09-06 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2018-09-06 00:00:00+00:00,,,205.3,,1252.7,,,,,E,FR,6480.63,9169.98,70.7
Greece,,,,2018-09-06 00:00:00+00:00,,,39.7,,205.5,,,,,E,GR,771.69,856.7,90.1
Croatia,,,,2018-09-06 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2018-09-06 00:00:00+00:00,,,306.6,,551.5,,,,,C,IT,1153.32,2954.66,39.0
Lithuania,,,,2018-09-06 00:00:00+00:00,,,36.1,,125.5,,,,,C,LT,765.46,1133.74,67.5
Netherlands,,,,2018-09-06 00:00:00+00:00,,,4.5,,461.0,,,,,C,NL,1200.96,3774.19,31.8
Poland,,,,2018-09-06 00:00:00+00:00,,,60.0,,162.8,,,,,C,PL,1585.53,2148.69,73.8
Portugal,,,,2018-09-06 00:00:00+00:00,,,96.5,,192.8,,,,,C,PT,960.71,2652.02,36.2
EU,eu,eu,2025-10-01 14:04:47,2018-09-06 00:00:00+00:00,2018-09-07,"{'lng': '4845.04', 'gwh': '32875.65'}",1212.0,,6628.6,-,-,-,[],E,,,,
Belgium,,,,2018-09-07 00:00:00+00:00,,,22.7,,472.1,,,,,C,BE,2010.71,2552.14,78.8
Germany,,,,2018-09-07 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2018-09-07 00:00:00+00:00,,,354.0,,1910.7,,,,,C,ES,9746.81,22760.3,42.8
EU,,,,2018-09-07 00:00:00+00:00,,,1199.1,,6628.6,,,,,E,EU,32188.27,60071.42,53.6
Finland,,,,2018-09-07 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2018-09-07 00:00:00+00:00,,,192.9,,1252.7,,,,,E,FR,6300.13,9171.08,68.7
Greece,,,,2018-09-07 00:00:00+00:00,,,39.7,,205.5,,,,,E,GR,771.69,856.7,90.1
Croatia,,,,2018-09-07 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2018-09-07 00:00:00+00:00,,,288.7,,551.5,,,,,C,IT,1049.02,2976.97,35.2
Lithuania,,,,2018-09-07 00:00:00+00:00,,,35.4,,125.5,,,,,C,LT,992.74,1131.44,87.7
Netherlands,,,,2018-09-07 00:00:00+00:00,,,8.7,,461.0,,,,,C,NL,1192.46,3780.92,31.5
Poland,,,,2018-09-07 00:00:00+00:00,,,36.0,,162.8,,,,,C,PL,1584.49,2147.82,73.8
