name,code,url,updatedAt,gasDayStart,gasDayEnd,inventory,sendOut,dtmi,dtrs,contractedCapacity,availableCapacity,coveredCapacity,info,status,country_code,inventory_gwh,dtmi_gwh,full_pct
Belgium,,,,2020-12-01 00:00:00+00:00,,,42.9,,541.0,,,,,C,BE,1130.64,3710.42,30.5
Germany,,,,2020-12-01 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2020-12-01 00:00:00+00:00,,,524.8,,1910.7,,,,,C,ES,8436.54,22484.78,37.5
EU,,,,2020-12-01 00:00:00+00:00,,,2138.2,,6729.3,,,,,C,EU,29289.1,60888.62,48.1
Finland,,,,2020-12-01 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2020-12-01 00:00:00+00:00,,,208.6,,1252.7,,,,,C,FR,4363.97,9012.93,48.4
Greece,,,,2020-12-01 00:00:00+00:00,,,109.6,,269.9,,,,,C,GR,488.27,1364.73,35.8
Croatia,,,,2020-12-01 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2020-12-01 00:00:00+00:00,,,321.2,,513.9,,,,,C,IT,1239.04,2746.88,45.1
Lithuania,,,,2020-12-01 00:00:00+00:00,,,14.9,,122.4,,,,,C,LT,55.94,1110.34,5.0
Netherlands,,,,2020-12-01 00:00:00+00:00,,,144.6,,461.0,,,,,C,NL,2376.52,3581.29,66.4
Poland,,,,2020-12-01 00:00:00+00:00,,,65.0,,162.8,,,,,C,PL,1042.26,2144.71,48.6
Portugal,,,,2020-12-01 00:00:00+00:00,,,145.7,,200.0,,,,,C,PT,1113.75,2666.11,41.8
EU,eu,eu,2025-10-01 14:04:54,2020-12-01 00:00:00+00:00,2020-12-02,"{'lng': '4365.44', 'gwh': '29289.1'}",2138.2,,6729.3,-,-,-,[],C,,,,
Belgium,,,,2020-12-02 00:00:00+00:00,,,42.7,,541.0,,,,,C,BE,1102.39,3710.63,29.7
Germany,,,,2020-12-02 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2020-12-02 00:00:00+00:00,,,507.3,,1910.7,,,,,C,ES,7877.83,22486.81,35.0
EU,,,,2020-12-02 00:00:00+00:00,,,2059.2,,6729.3,,,,,C,EU,28360.75,60895.72,46.6
Finland,,,,2020-12-02 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2020-12-02 00:00:00+00:00,,,187.3,,1252.7,,,,,C,FR,4144.46,9011.8,46.0
Greece,,,,2020-12-02 00:00:00+00:00,,,96.0,,269.9,,,,,C,GR,559.23,1383.02,40.4
Croatia,,,,2020-12-02 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2020-12-02 00:00:00+00:00,,,345.2,,513.9,,,,,C,IT,910.83,2741.28,33.2
Lithuania,,,,2020-12-02 00:00:00+00:00,,,77.8,,122.4,,,,,C,LT,38.7,1110.58,3.5
Netherlands,,,,2020-12-02 00:00:00+00:00,,,97.0,,461.0,,,,,C,NL,2230.48,3583.53,62.2
Poland,,,,2020-12-02 00:00:00+00:00,,,65.0,,162.8,,,,,C,PL,968.29,2143.86,45.2
Portugal,,,,2020-12-02 00:00:00+00:00,,,95.3,,200.0,,,,,C,PT,961.08,2666.06,36.0
EU,eu,eu,2025-10-01 14:04:54,2020-12-02 00:00:00+00:00,2020-12-03,"{'lng': '4226.58', 'gwh': '28360.75'}",2059.2,,6729.3,-,-,-,[],C,,,,
Belgium,,,,2020-12-03 00:00:00+00:00,,,74.8,,541.0,,,,,C,BE,1150.93,3714.06,31.0
Germany,,,,2020-12-03 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2020-12-03 00:00:00+00:00,,,506.2,,1910.7,,,,,C,ES,7312.87,22489.17,32.5
EU,,,,2020-12-03 00:00:00+00:00,,,2079.3,,6729.3,,,,,C,EU,27448.84,60880.07,45.1
Finland,,,,2020-12-03 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2020-12-03 00:00:00+00:00,,,263.6,,1252.7,,,,,C,FR,3962.93,9010.65,44.0
Greece,,,,2020-12-03 00:00:00+00:00,,,77.1,,269.9,,,,,C,GR,481.51,1360.88,35.4
Croatia,,,,2020-12-03 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2020-12-03 00:00:00+00:00,,,222.5,,513.9,,,,,C,IT,696.02,2741.47,25.4
Lithuania,,,,2020-12-03 00:00:00+00:00,,,86.8,,122.4,,,,,C,LT,747.17,1112.48,67.2
Netherlands,,,,2020-12-03 00:00:00+00:00,,,119.3,,461.0,,,,,C,NL,2350.85,3582.8,65.6
Poland,,,,2020-12-03 00:00:00+00:00,,,65.0,,162.8,,,,,C,PL,882.05,2142.2,41.2
Portugal,,,,2020-12-03 00:00:00+00:00,,,114.0,,200.0,,,,,C,PT,858.28,2666.1,32.2
EU,eu,eu,2025-10-01 14:04:54,2020-12-03 00:00:00+00:00,2020-12-04,"{'lng': '4091.73', 'gwh': '27448.84'}",2079.3,,6729.3,-,-,-,[],C,,,,
Belgium,,,,2020-12-04 00:00:00+00:00,,,129.8,,541.0,,,,,C,BE,1991.23,3731.86,53.4
Germany,,,,2020-12-04 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2020-12-04 00:00:00+00:00,,,503.7,,1910.7,,,,,C,ES,6759.56,22491.78,30.1
