name,code,url,updatedAt,gasDayStart,gasDayEnd,inventory,sendOut,dtmi,dtrs,contractedCapacity,availableCapacity,coveredCapacity,info,status,country_code,inventory_gwh,dtmi_gwh,full_pct
Belgium,,,,2021-08-01 00:00:00+00:00,,,228.8,,541.0,,,,,C,BE,1449.2,3752.0,38.6
Germany,,,,2021-08-01 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2021-08-01 00:00:00+00:00,,,351.1,,1910.4,,,,,C,ES,8367.24,22777.6,36.7
EU,,,,2021-08-01 00:00:00+00:00,,,1477.5,,5514.5,,,,,C,EU,22702.73,49876.99,45.5
Finland,,,,2021-08-01 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2021-08-01 00:00:00+00:00,,,246.0,,1252.7,,,,,C,FR,4611.04,9034.74,51.0
Greece,,,,2021-08-01 00:00:00+00:00,,,69.7,,269.9,,,,,C,GR,901.76,1411.65,63.9
Croatia,,,,2021-08-01 00:00:00+00:00,,,55.7,,79.9,,,,,C,HR,602.2,901.69,66.8
Italy,,,,2021-08-01 00:00:00+00:00,,,288.3,,514.5,,,,,C,IT,1026.34,2744.19,37.4
Lithuania,,,,2021-08-01 00:00:00+00:00,,,34.8,,122.4,,,,,C,LT,752.2,1099.55,68.4
Netherlands,,,,2021-08-01 00:00:00+00:00,,,37.6,,461.0,,,,,C,NL,2885.47,3547.31,81.3
Poland,,,,2021-08-01 00:00:00+00:00,,,60.0,,162.8,,,,,C,PL,419.9,2116.36,19.8
Portugal,,,,2021-08-01 00:00:00+00:00,,,105.5,,200.0,,,,,C,PT,1687.38,2666.01,63.3
EU,eu,eu,2025-10-23 10:17:53,2021-08-01 00:00:00+00:00,2021-08-02,"{'lng': '3388.25', 'gwh': '22702.73'}",1477.5,,5514.5,-,-,-,[],C,,,,
Belgium,,,,2021-08-02 00:00:00+00:00,,,188.8,,541.0,,,,,C,BE,1263.64,3752.15,33.7
Germany,,,,2021-08-02 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2021-08-02 00:00:00+00:00,,,422.8,,1910.4,,,,,C,ES,10220.35,22821.3,44.8
EU,,,,2021-08-02 00:00:00+00:00,,,1661.4,,5514.5,,,,,C,EU,25801.58,49955.94,51.6
Finland,,,,2021-08-02 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2021-08-02 00:00:00+00:00,,,263.8,,1252.7,,,,,C,FR,4358.34,9034.46,48.2
Greece,,,,2021-08-02 00:00:00+00:00,,,108.8,,269.9,,,,,C,GR,792.45,1400.42,56.6
Croatia,,,,2021-08-02 00:00:00+00:00,,,55.7,,79.9,,,,,C,HR,546.8,901.67,60.6
Italy,,,,2021-08-02 00:00:00+00:00,,,321.5,,514.5,,,,,C,IT,2083.1,2799.22,74.4
Lithuania,,,,2021-08-02 00:00:00+00:00,,,36.5,,122.4,,,,,C,LT,716.43,1099.3,65.2
Netherlands,,,,2021-08-02 00:00:00+00:00,,,56.5,,461.0,,,,,C,NL,2828.83,3528.36,80.2
Poland,,,,2021-08-02 00:00:00+00:00,,,60.0,,162.8,,,,,C,PL,1416.37,2121.41,66.8
Portugal,,,,2021-08-02 00:00:00+00:00,,,147.1,,200.0,,,,,C,PT,1575.27,2666.01,59.1
EU,eu,eu,2025-10-23 10:17:53,2021-08-02 00:00:00+00:00,2021-08-03,"{'lng': '3844.65', 'gwh': '25801.58'}",1661.4,,5514.5,-,-,-,[],C,,,,
Belgium,,,,2021-08-03 00:00:00+00:00,,,259.9,,541.0,,,,,C,BE,996.01,3752.37,26.5
Germany,,,,2021-08-03 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2021-08-03 00:00:00+00:00,,,432.8,,1910.4,,,,,C,ES,11030.94,22847.93,48.3
EU,,,,2021-08-03 00:00:00+00:00,,,1810.5,,5514.5,,,,,C,EU,25675.09,50088.72,51.3
Finland,,,,2021-08-03 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2021-08-03 00:00:00+00:00,,,259.4,,1252.7,,,,,C,FR,4567.82,9034.77,50.6
Greece,,,,2021-08-03 00:00:00+00:00,,,105.3,,269.9,,,,,C,GR,686.58,1386.59,49.5
Croatia,,,,2021-08-03 00:00:00+00:00,,,55.7,,79.9,,,,,C,HR,492.1,901.75,54.6
Italy,,,,2021-08-03 00:00:00+00:00,,,383.4,,514.5,,,,,C,IT,1711.01,2805.99,61.0
Lithuania,,,,2021-08-03 00:00:00+00:00,,,32.9,,122.4,,,,,C,LT,679.44,1099.3,61.8
Netherlands,,,,2021-08-03 00:00:00+00:00,,,57.4,,461.0,,,,,C,NL,2741.15,3550.2,77.2
Poland,,,,2021-08-03 00:00:00+00:00,,,60.0,,162.8,,,,,C,PL,1351.58,2122.21,63.7
Portugal,,,,2021-08-03 00:00:00+00:00,,,163.7,,200.0,,,,,C,PT,1418.47,2666.04,53.2
EU,eu,eu,2025-10-23 10:17:53,2021-08-03 00:00:00+00:00,2021-08-04,"{'lng': '3815.66', 'gwh': '25675.09'}",1810.5,,5514.5,-,-,-,[],C,,,,
Belgium,,,,2021-08-04 00:00:00+00:00,,,171.2,,541.0,,,,,C,BE,816.73,3752.73,21.8
Germany,,,,2021-08-04 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2021-08-04 00:00:00+00:00,,,476.5,,1910.4,,,,,C,ES,12115.78,22834.95,53.1
EU,,,,2021-08-04 00:00:00+00:00,,,1785.1,,5514.5,,,,,C,EU,26341.51,50093.31,52.6
Finland,,,,2021-08-04 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2021-08-04 00:00:00+00:00,,,215.4,,1252.7,,,,,C,FR,4285.18,9034.44,47.4
Greece,,,,2021-08-04 00:00:00+00:00,,,104.7,,269.9,,,,,C,GR,1086.4,1419.51,76.5
Croatia,,,,2021-08-04 00:00:00+00:00,,,55.7,,79.9,,,,,C,HR,438.0,901.76,48.6
Italy,,,,2021-08-04 00:00:00+00:00,,,414.7,,514.5,,,,,C,IT,1816.53,2784.67,65.2
Lithuania,,,,2021-08-04 00:00:00+00:00,,,59.3,,122.4,,,,,C,LT,646.06,1099.27,58.8
Netherlands,,,,2021-08-04 00:00:00+00:00,,,54.0,,461.0,,,,,C,NL,2604.03,3551.22,73.3
Poland,,,,2021-08-04 00:00:00+00:00,,,60.0,,162.8,,,,,C,PL,1286.22,2122.69,60.6
Portugal,,,,2021-08-04 00:00:00+00:00,,,173.6,,200.0,,,,,C,PT,1246.59,2665.99,46.8
EU,eu,eu,2025-10-23 10:17:53,2021-08-04 00:00:00+00:00,2021-08-05,"{'lng': '3914.34', 'gwh': '26341.51'}",1785.1,,5514.5,-,-,-,[],C,,,,
Belgium,,,,2021-08-05 00:00:00+00:00,,,163.7,,541.0,,,,,C,BE,643.71,3752.82,17.2
Germany,,,,2021-08-05 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2021-08-05 00:00:00+00:00,,,433.4,,1910.4,,,,,C,ES,11711.98,22835.67,51.3
EU,,,,2021-08-05 00:00:00+00:00,,,1678.5,,5514.5,,,,,C,EU,25427.78,50057.28,50.8
Finland,,,,2021-08-05 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2021-08-05 00:00:00+00:00,,,189.6,,1252.7,,,,,C,FR,4085.23,9034.1,45.2
Greece,,,,2021-08-05 00:00:00+00:00,,,85.6,,269.9,,,,,C,GR,1431.15,1433.44,99.8
Croatia,,,,2021-08-05 00:00:00+00:00,,,55.7,,79.9,,,,,C,HR,384.2,900.97,42.6
Italy,,,,2021-08-05 00:00:00+00:00,,,403.9,,514.5,,,,,C,IT,1805.59,2770.79,65.2
Lithuania,,,,2021-08-05 00:00:00+00:00,,,59.3,,122.4,,,,,C,LT,585.84,1099.6,53.3
Netherlands,,,,2021-08-05 00:00:00+00:00,,,54.0,,461.0,,,,,C,NL,2493.68,3550.75,70.2
Poland,,,,2021-08-05 00:00:00+00:00,,,60.0,,162.8,,,,,C,PL,1221.51,2123.56,57.5
Portugal,,,,2021-08-05 00:00:00+00:00,,,173.4,,200.0,,,,,C,PT,1064.89,2665.98,39.9
