name,code,url,updatedAt,gasDayStart,gasDayEnd,inventory,sendOut,dtmi,dtrs,contractedCapacity,availableCapacity,coveredCapacity,info,status,country_code,inventory_gwh,dtmi_gwh,full_pct
Belgium,,,,2022-05-01 00:00:00+00:00,,,300.7,,541.0,,,,,C,BE,2310.93,3695.6,62.5
Germany,,,,2022-05-01 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2022-05-01 00:00:00+00:00,,,647.3,,1910.4,,,,,C,ES,13764.51,22820.21,60.3
EU,,,,2022-05-01 00:00:00+00:00,,,3627.2,,5623.1,,,,,C,EU,28414.27,50332.27,56.5
Finland,,,,2022-05-01 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2022-05-01 00:00:00+00:00,,,1187.1,,1252.7,,,,,C,FR,5990.34,8865.17,67.6
Greece,,,,2022-05-01 00:00:00+00:00,,,35.5,,269.9,,,,,C,GR,654.51,1456.34,44.9
Croatia,,,,2022-05-01 00:00:00+00:00,,,69.9,,85.5,,,,,C,HR,301.4,901.62,33.4
Italy,,,,2022-05-01 00:00:00+00:00,,,449.5,,560.2,,,,,C,IT,1568.92,2998.97,52.3
Lithuania,,,,2022-05-01 00:00:00+00:00,,,111.4,,122.4,,,,,C,LT,742.72,1107.34,67.1
Netherlands,,,,2022-05-01 00:00:00+00:00,,,445.4,,461.0,,,,,C,NL,942.81,3718.09,25.4
Poland,,,,2022-05-01 00:00:00+00:00,,,220.0,,220.0,,,,,C,PL,758.03,2108.93,35.9
Portugal,,,,2022-05-01 00:00:00+00:00,,,160.5,,200.0,,,,,C,PT,1380.09,2665.98,51.8
EU,eu,eu,2025-10-23 10:17:55,2022-05-01 00:00:00+00:00,2022-05-02,"{'lng': '4213.72', 'gwh': '28414.27'}",3627.2,,5623.1,-,-,-,[],C,,,,
Belgium,,,,2022-05-02 00:00:00+00:00,,,291.6,,541.0,,,,,C,BE,1960.64,3692.77,53.1
Germany,,,,2022-05-02 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2022-05-02 00:00:00+00:00,,,730.4,,1910.4,,,,,C,ES,14275.18,22805.22,62.6
EU,,,,2022-05-02 00:00:00+00:00,,,3695.5,,5623.1,,,,,C,EU,29026.82,49761.07,58.3
Finland,,,,2022-05-02 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2022-05-02 00:00:00+00:00,,,1228.1,,1252.7,,,,,C,FR,5248.36,8866.59,59.2
Greece,,,,2022-05-02 00:00:00+00:00,,,43.0,,269.9,,,,,C,GR,619.31,943.37,65.6
Croatia,,,,2022-05-02 00:00:00+00:00,,,76.0,,85.5,,,,,C,HR,610.1,900.99,67.7
Italy,,,,2022-05-02 00:00:00+00:00,,,396.3,,560.2,,,,,C,IT,1343.55,3018.94,44.5
Lithuania,,,,2022-05-02 00:00:00+00:00,,,110.6,,122.4,,,,,C,LT,625.59,1106.92,56.5
Netherlands,,,,2022-05-02 00:00:00+00:00,,,445.4,,461.0,,,,,C,NL,1518.91,3726.71,40.8
Poland,,,,2022-05-02 00:00:00+00:00,,,213.3,,220.0,,,,,C,PL,1609.06,2100.77,76.6
Portugal,,,,2022-05-02 00:00:00+00:00,,,160.8,,200.0,,,,,C,PT,1216.13,2666.05,45.6
EU,eu,eu,2025-10-23 10:17:55,2022-05-02 00:00:00+00:00,2022-05-03,"{'lng': '4353.97', 'gwh': '29026.82'}",3695.5,,5623.1,-,-,-,[],C,,,,
Belgium,,,,2022-05-03 00:00:00+00:00,,,353.6,,541.0,,,,,C,BE,1521.95,3689.23,41.3
Germany,,,,2022-05-03 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2022-05-03 00:00:00+00:00,,,836.1,,1910.4,,,,,C,ES,14802.26,22805.24,64.9
EU,,,,2022-05-03 00:00:00+00:00,,,3904.5,,5623.1,,,,,C,EU,28184.86,50468.83,55.8
Finland,,,,2022-05-03 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2022-05-03 00:00:00+00:00,,,1284.3,,1252.7,,,,,C,FR,5012.14,8869.99,56.5
Greece,,,,2022-05-03 00:00:00+00:00,,,57.0,,269.9,,,,,C,GR,930.04,1505.14,61.8
Croatia,,,,2022-05-03 00:00:00+00:00,,,67.6,,85.5,,,,,C,HR,874.4,901.44,97.0
Italy,,,,2022-05-03 00:00:00+00:00,,,363.3,,560.2,,,,,C,IT,989.44,3033.77,32.6
Lithuania,,,,2022-05-03 00:00:00+00:00,,,109.8,,122.4,,,,,C,LT,505.5,1096.42,46.1
Netherlands,,,,2022-05-03 00:00:00+00:00,,,444.7,,461.0,,,,,C,NL,1118.13,3786.23,29.5
Poland,,,,2022-05-03 00:00:00+00:00,,,220.0,,220.0,,,,,C,PL,1385.44,2099.65,66.0
Portugal,,,,2022-05-03 00:00:00+00:00,,,168.1,,200.0,,,,,C,PT,1045.55,2666.0,39.2
