name,code,url,updatedAt,gasDayStart,gasDayEnd,inventory,sendOut,dtmi,dtrs,contractedCapacity,availableCapacity,coveredCapacity,info,status,country_code,inventory_gwh,dtmi_gwh,full_pct
Belgium,,,,2017-07-01 00:00:00+00:00,,,21.7,,472.1,,,,,C,BE,1092.69,2549.83,42.9
Germany,,,,2017-07-01 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2017-07-01 00:00:00+00:00,,,380.0,,1910.7,,,,,C,ES,8080.97,22764.29,35.5
EU,,,,2017-07-01 00:00:00+00:00,,,1315.0,,6591.6,,,,,C,EU,24083.13,57164.35,42.1
Finland,,,,2017-07-01 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2017-07-01 00:00:00+00:00,,,214.9,,1252.7,,,,,C,FR,5740.67,9157.05,62.7
Greece,,,,2017-07-01 00:00:00+00:00,,,21.1,,205.5,,,,,C,GR,686.54,842.54,81.5
Croatia,,,,2017-07-01 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2017-07-01 00:00:00+00:00,,,324.3,,514.5,,,,,C,IT,991.09,2072.93,47.8
Lithuania,,,,2017-07-01 00:00:00+00:00,,,18.2,,125.5,,,,,C,LT,163.1,1138.7,14.3
Netherlands,,,,2017-07-01 00:00:00+00:00,,,4.4,,461.0,,,,,C,NL,2277.95,3617.39,63.0
Poland,,,,2017-07-01 00:00:00+00:00,,,50.0,,162.8,,,,,C,PL,0.0,0.0,
Portugal,,,,2017-07-01 00:00:00+00:00,,,114.0,,192.8,,,,,C,PT,1561.58,2652.05,58.9
EU,eu,eu,2025-10-01 14:04:42,2017-07-01 00:00:00+00:00,2017-07-02,"{'lng': '3712.88', 'gwh': '24083.13'}",1315.0,,6591.6,-,-,-,[],C,,,,
Belgium,,,,2017-07-02 00:00:00+00:00,,,22.0,,472.1,,,,,C,BE,1069.81,2549.71,42.0
Germany,,,,2017-07-02 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2017-07-02 00:00:00+00:00,,,398.8,,1910.7,,,,,C,ES,9198.23,22788.47,40.4
EU,,,,2017-07-02 00:00:00+00:00,,,1354.0,,6591.6,,,,,C,EU,25260.39,58175.64,43.4
Finland,,,,2017-07-02 00:00:00+00:00,,,,,,,,,,N,FI,,,
