name,code,url,updatedAt,gasDayStart,gasDayEnd,inventory,sendOut,dtmi,dtrs,contractedCapacity,availableCapacity,coveredCapacity,info,status,country_code,inventory_gwh,dtmi_gwh,full_pct
Belgium,,,,2012-01-01 00:00:00+00:00,,,22.3,,472.1,,,,,C,BE,1307.47,2775.06,47.1
Germany,,,,2012-01-01 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2012-01-01 00:00:00+00:00,,,492.8,,1910.7,,,,,C,ES,11086.21,21751.21,51.0
EU,,,,2012-01-01 00:00:00+00:00,,,1731.7,,5656.7,,,,,C,EU,13095.31,25633.23,51.1
Finland,,,,2012-01-01 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2012-01-01 00:00:00+00:00,,,314.3,,772.6,,,,,C,FR,116.39,437.89,26.6
Greece,,,,2012-01-01 00:00:00+00:00,,,0.0,,205.5,,,,,C,GR,0.0,0.0,
Croatia,,,,2012-01-01 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2012-01-01 00:00:00+00:00,,,320.2,,348.0,,,,,C,IT,209.33,299.08,70.0
Lithuania,,,,2012-01-01 00:00:00+00:00,,,,,,,,,,N,LT,,,
Netherlands,,,,2012-01-01 00:00:00+00:00,,,42.2,,461.0,,,,,C,NL,375.91,540.0,69.6
Poland,,,,2012-01-01 00:00:00+00:00,,,,,,,,,,N,PL,,,
Portugal,,,,2012-01-01 00:00:00+00:00,,,86.4,,192.8,,,,,C,PT,0.0,0.0,
EU,eu,eu,2025-10-01 14:04:31,2012-01-01 00:00:00+00:00,2012-01-02,"{'lng': '3914.31', 'gwh': '13095.31'}",1731.7,,5656.7,-,-,-,[],C,,,,
Belgium,,,,2012-01-02 00:00:00+00:00,,,87.4,,472.1,,,,,C,BE,2153.47,2498.21,86.2
Germany,,,,2012-01-02 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2012-01-02 00:00:00+00:00,,,441.8,,1910.7,,,,,C,ES,10678.02,21752.7,49.1
EU,,,,2012-01-02 00:00:00+00:00,,,1849.5,,5656.7,,,,,C,EU,13534.25,25541.87,53.0
Finland,,,,2012-01-02 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2012-01-02 00:00:00+00:00,,,394.9,,772.6,,,,,C,FR,156.53,353.22,44.3
Greece,,,,2012-01-02 00:00:00+00:00,,,23.5,,205.5,,,,,C,GR,0.0,0.0,
Croatia,,,,2012-01-02 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2012-01-02 00:00:00+00:00,,,320.1,,348.0,,,,,C,IT,172.98,264.58,65.4
Lithuania,,,,2012-01-02 00:00:00+00:00,,,,,,,,,,N,LT,,,
Netherlands,,,,2012-01-02 00:00:00+00:00,,,19.3,,461.0,,,,,C,NL,373.26,540.0,69.1
Poland,,,,2012-01-02 00:00:00+00:00,,,,,,,,,,N,PL,,,
Portugal,,,,2012-01-02 00:00:00+00:00,,,97.7,,192.8,,,,,C,PT,0.0,0.0,
EU,eu,eu,2025-10-01 14:04:31,2012-01-02 00:00:00+00:00,2012-01-03,"{'lng': '4038.22', 'gwh': '13534.25'}",1849.5,,5656.7,-,-,-,[],C,,,,
Belgium,,,,2012-01-03 00:00:00+00:00,,,160.6,,472.1,,,,,C,BE,1984.81,2853.51,69.6
Germany,,,,2012-01-03 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2012-01-03 00:00:00+00:00,,,522.4,,1910.7,,,,,C,ES,10618.05,21757.39,48.8
EU,,,,2012-01-03 00:00:00+00:00,,,2124.3,,5656.7,,,,,C,EU,13234.09,26742.64,49.5
Finland,,,,2012-01-03 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2012-01-03 00:00:00+00:00,,,346.8,,772.6,,,,,C,FR,121.35,318.31,38.1
