name,code,url,updatedAt,gasDayStart,gasDayEnd,inventory,sendOut,dtmi,dtrs,contractedCapacity,availableCapacity,coveredCapacity,info,status,country_code,inventory_gwh,dtmi_gwh,full_pct
Belgium,,,,2017-02-01 00:00:00+00:00,,,74.5,,472.1,,,,,C,BE,573.57,2562.42,22.4
Germany,,,,2017-02-01 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2017-02-01 00:00:00+00:00,,,452.1,,1910.7,,,,,C,ES,5615.49,22773.06,24.7
EU,,,,2017-02-01 00:00:00+00:00,,,1149.5,,6591.6,,,,,C,EU,17276.37,54025.43,32.0
Finland,,,,2017-02-01 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2017-02-01 00:00:00+00:00,,,64.3,,1252.7,,,,,C,FR,2955.53,7782.61,38.0
Greece,,,,2017-02-01 00:00:00+00:00,,,88.2,,205.5,,,,,C,GR,180.36,730.2,24.7
Croatia,,,,2017-02-01 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2017-02-01 00:00:00+00:00,,,206.1,,514.5,,,,,C,IT,1917.31,2767.17,69.3
Lithuania,,,,2017-02-01 00:00:00+00:00,,,0.0,,125.5,,,,,C,LT,281.92,1136.59,24.8
Netherlands,,,,2017-02-01 00:00:00+00:00,,,7.7,,461.0,,,,,C,NL,996.48,3843.29,25.9
Poland,,,,2017-02-01 00:00:00+00:00,,,51.9,,162.8,,,,,C,PL,0.0,0.0,
Portugal,,,,2017-02-01 00:00:00+00:00,,,123.1,,192.8,,,,,C,PT,323.62,2652.07,12.2
EU,eu,eu,2025-10-01 14:04:41,2017-02-01 00:00:00+00:00,2017-02-02,"{'lng': '2754.3', 'gwh': '17276.37'}",1149.5,,6591.6,-,-,-,[],C,,,,
Belgium,,,,2017-02-02 00:00:00+00:00,,,22.6,,472.1,,,,,C,BE,549.86,2561.63,21.5
Germany,,,,2017-02-02 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2017-02-02 00:00:00+00:00,,,411.0,,1910.7,,,,,C,ES,5542.03,22754.61,24.4
EU,,,,2017-02-02 00:00:00+00:00,,,1049.8,,6591.6,,,,,C,EU,17673.19,54332.1,32.5
Finland,,,,2017-02-02 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2017-02-02 00:00:00+00:00,,,82.7,,1252.7,,,,,C,FR,2797.51,7807.75,35.8
Greece,,,,2017-02-02 00:00:00+00:00,,,69.0,,205.5,,,,,C,GR,404.96,821.8,49.3
Croatia,,,,2017-02-02 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2017-02-02 00:00:00+00:00,,,177.1,,514.5,,,,,C,IT,1739.86,2773.34,62.7
Lithuania,,,,2017-02-02 00:00:00+00:00,,,0.0,,125.5,,,,,C,LT,280.72,1136.97,24.7
Netherlands,,,,2017-02-02 00:00:00+00:00,,,4.5,,461.0,,,,,C,NL,942.1,3854.92,24.4
Poland,,,,2017-02-02 00:00:00+00:00,,,51.9,,162.8,,,,,C,PL,0.0,0.0,
Portugal,,,,2017-02-02 00:00:00+00:00,,,147.9,,192.8,,,,,C,PT,1070.1,2651.96,40.4
EU,eu,eu,2025-10-01 14:04:41,2017-02-02 00:00:00+00:00,2017-02-03,"{'lng': '2801.66', 'gwh': '17673.19'}",1049.8,,6591.6,-,-,-,[],C,,,,
Belgium,,,,2017-02-03 00:00:00+00:00,,,21.8,,472.1,,,,,C,BE,526.71,2560.89,20.6
Germany,,,,2017-02-03 00:00:00+00:00,,,,,,,,,,N,DE,,,
Spain,,,,2017-02-03 00:00:00+00:00,,,394.5,,1910.7,,,,,C,ES,6010.34,22738.62,26.4
EU,,,,2017-02-03 00:00:00+00:00,,,963.1,,6591.6,,,,,C,EU,18029.42,54567.34,33.0
Finland,,,,2017-02-03 00:00:00+00:00,,,,,,,,,,N,FI,,,
France,,,,2017-02-03 00:00:00+00:00,,,73.5,,1252.7,,,,,C,FR,2701.01,7808.12,34.6
Greece,,,,2017-02-03 00:00:00+00:00,,,74.4,,205.5,,,,,C,GR,536.55,838.46,64.0
Croatia,,,,2017-02-03 00:00:00+00:00,,,,,,,,,,N,HR,,,
Italy,,,,2017-02-03 00:00:00+00:00,,,140.5,,514.5,,,,,C,IT,1598.54,2779.13,57.5
Lithuania,,,,2017-02-03 00:00:00+00:00,,,0.0,,125.5,,,,,C,LT,279.57,1137.0,24.6
