date,country,value_GWh
2021-12-05 22:00:00+00:00,BG,1596.3213500000002
2021-12-05 22:00:00+00:00,GR,2024.34
2021-12-05 22:00:00+00:00,LT,8.745569999999999
2021-12-05 22:00:00+00:00,LV,7.34
2021-12-05 22:00:00+00:00,RO,1970.3
2021-12-05 23:00:00+00:00,AT,1402.61707
2021-12-05 23:00:00+00:00,CH,3851.3889
2021-12-05 23:00:00+00:00,ES,6157.103
2021-12-05 23:00:00+00:00,FI,3702.15
2021-12-05 23:00:00+00:00,FR,2059.628
2021-12-05 23:00:00+00:00,HR,809.94
2021-12-05 23:00:00+00:00,IT,2831.42
2021-12-05 23:00:00+00:00,ME,226.107
2021-12-05 23:00:00+00:00,NO,54360.09
2021-12-05 23:00:00+00:00,RS,284.0
2021-12-05 23:00:00+00:00,SE,23492.0
2021-12-05 23:00:00+00:00,SI,2.6
2021-12-06 00:00:00+00:00,PT,1230.829
2021-12-12 22:00:00+00:00,BG,1708.03849
2021-12-12 22:00:00+00:00,GR,2394.741
2021-12-12 22:00:00+00:00,LT,10.43794
2021-12-12 22:00:00+00:00,LV,9.828
2021-12-12 22:00:00+00:00,RO,1962.6
2021-12-12 23:00:00+00:00,AT,1323.89237
2021-12-12 23:00:00+00:00,CH,3607.6397
2021-12-12 23:00:00+00:00,ES,6469.94
2021-12-12 23:00:00+00:00,FI,3643.56
2021-12-12 23:00:00+00:00,FR,2010.67
2021-12-12 23:00:00+00:00,HR,842.04
2021-12-12 23:00:00+00:00,IT,2830.287
2021-12-12 23:00:00+00:00,ME,226.051
2021-12-12 23:00:00+00:00,NO,53123.7
2021-12-12 23:00:00+00:00,RS,252.0
2021-12-12 23:00:00+00:00,SE,22975.0
2021-12-12 23:00:00+00:00,SI,2.6
2021-12-13 00:00:00+00:00,PT,1149.029
2021-12-19 22:00:00+00:00,BG,1663.06903
2021-12-19 22:00:00+00:00,GR,2339.97
2021-12-19 22:00:00+00:00,LT,9.34951
2021-12-19 22:00:00+00:00,LV,7.34
2021-12-19 22:00:00+00:00,RO,1945.0
2021-12-19 23:00:00+00:00,AT,1274.57649
2021-12-19 23:00:00+00:00,CH,3393.69743
2021-12-19 23:00:00+00:00,ES,6504.027
2021-12-19 23:00:00+00:00,FI,3540.99
2021-12-19 23:00:00+00:00,FR,1928.19
2021-12-19 23:00:00+00:00,HR,882.73
2021-12-19 23:00:00+00:00,IT,2807.977
2021-12-19 23:00:00+00:00,ME,206.4
2021-12-19 23:00:00+00:00,NO,50620.718
2021-12-19 23:00:00+00:00,RS,244.0
2021-12-19 23:00:00+00:00,SE,21933.0
2021-12-19 23:00:00+00:00,SI,2.6
2021-12-20 00:00:00+00:00,PT,1074.486
2021-12-26 22:00:00+00:00,BG,1688.06726
2021-12-26 22:00:00+00:00,GR,2448.557
2021-12-26 22:00:00+00:00,LT,9.90948
2021-12-26 22:00:00+00:00,LV,6.104
2021-12-26 22:00:00+00:00,RO,1980.3
2021-12-26 23:00:00+00:00,AT,1297.33373
2021-12-26 23:00:00+00:00,CH,3411.81094
2021-12-26 23:00:00+00:00,ES,6634.46
2021-12-26 23:00:00+00:00,FI,3447.46
2021-12-26 23:00:00+00:00,FR,2029.801
2021-12-26 23:00:00+00:00,HR,1021.7
2021-12-26 23:00:00+00:00,IT,2650.006
2021-12-26 23:00:00+00:00,ME,255.608
2021-12-26 23:00:00+00:00,NO,48944.611
2021-12-26 23:00:00+00:00,RS,250.0
2021-12-26 23:00:00+00:00,SE,20849.0
2021-12-26 23:00:00+00:00,SI,2.6
2021-12-27 00:00:00+00:00,PT,1166.171
