date,country,value_GWh
2020-01-05 22:00:00+00:00,BG,1380.18
2020-01-05 22:00:00+00:00,GR,2124.033
2020-01-05 22:00:00+00:00,LT,10.23751
2020-01-05 22:00:00+00:00,LV,3.686
2020-01-05 22:00:00+00:00,RO,2019.5
2020-01-05 23:00:00+00:00,AT,1533.99649
2020-01-05 23:00:00+00:00,CH,4836.53813
2020-01-05 23:00:00+00:00,ES,9753.093
2020-01-05 23:00:00+00:00,FI,3258.0
2020-01-05 23:00:00+00:00,FR,2742.325
2020-01-05 23:00:00+00:00,HR,924.66
2020-01-05 23:00:00+00:00,IT,3127.104
2020-01-05 23:00:00+00:00,ME,404.753
2020-01-05 23:00:00+00:00,NO,55494.0
2020-01-05 23:00:00+00:00,RS,404.0
2020-01-05 23:00:00+00:00,SE,20546.0
2020-01-05 23:00:00+00:00,SI,2.6
2020-01-06 00:00:00+00:00,PT,2305.786
2020-01-12 22:00:00+00:00,BG,1379.576
2020-01-12 22:00:00+00:00,GR,2116.3
2020-01-12 22:00:00+00:00,LT,9.27237
2020-01-12 22:00:00+00:00,LV,4.205
2020-01-12 22:00:00+00:00,RO,1923.2
2020-01-12 23:00:00+00:00,AT,1426.25377
2020-01-12 23:00:00+00:00,CH,4470.25043
2020-01-12 23:00:00+00:00,ES,9921.851
2020-01-12 23:00:00+00:00,FI,3262.0
2020-01-12 23:00:00+00:00,FR,2652.974
2020-01-12 23:00:00+00:00,HR,864.36
2020-01-12 23:00:00+00:00,IT,2982.378
2020-01-12 23:00:00+00:00,ME,370.849
2020-01-12 23:00:00+00:00,NO,54438.0
2020-01-12 23:00:00+00:00,RS,359.0
2020-01-12 23:00:00+00:00,SE,20092.0
2020-01-12 23:00:00+00:00,SI,2.6
2020-01-13 00:00:00+00:00,PT,2252.286
2020-01-19 22:00:00+00:00,BG,1387.175
2020-01-19 22:00:00+00:00,GR,2103.063
2020-01-19 22:00:00+00:00,LT,9.74652
2020-01-19 22:00:00+00:00,LV,3.937
2020-01-19 22:00:00+00:00,RO,1847.2
2020-01-19 23:00:00+00:00,AT,1273.79317
2020-01-19 23:00:00+00:00,CH,3974.4266
2020-01-19 23:00:00+00:00,ES,9950.225
2020-01-19 23:00:00+00:00,FI,3241.0
2020-01-19 23:00:00+00:00,FR,2426.891
2020-01-19 23:00:00+00:00,HR,824.01
2020-01-19 23:00:00+00:00,IT,2857.1
2020-01-19 23:00:00+00:00,ME,339.163
2020-01-19 23:00:00+00:00,NO,53991.0
2020-01-19 23:00:00+00:00,RS,337.0
2020-01-19 23:00:00+00:00,SE,19893.0
2020-01-19 23:00:00+00:00,SI,2.6
2020-01-20 00:00:00+00:00,PT,2234.714
2020-01-26 22:00:00+00:00,BG,1392.324
2020-01-26 22:00:00+00:00,GR,2101.504
2020-01-26 22:00:00+00:00,LT,8.567680000000001
2020-01-26 22:00:00+00:00,LV,3.722
2020-01-26 22:00:00+00:00,RO,1784.6
2020-01-26 23:00:00+00:00,AT,1156.97696
2020-01-26 23:00:00+00:00,CH,3522.04857
2020-01-26 23:00:00+00:00,ES,10148.824
2020-01-26 23:00:00+00:00,FI,3237.0
2020-01-26 23:00:00+00:00,FR,2194.236
2020-01-26 23:00:00+00:00,HR,792.52
2020-01-26 23:00:00+00:00,IT,2761.989
2020-01-26 23:00:00+00:00,ME,331.887
2020-01-26 23:00:00+00:00,NO,52480.0
2020-01-26 23:00:00+00:00,RS,337.0
2020-01-26 23:00:00+00:00,SE,19415.0
2020-01-26 23:00:00+00:00,SI,2.6
2020-01-27 00:00:00+00:00,PT,2302.414
