date,country,value_GWh
2024-08-04 22:00:00+00:00,BG,1465.74679
2024-08-04 22:00:00+00:00,GR,1905.749
2024-08-04 22:00:00+00:00,LT,0.35438
2024-08-04 22:00:00+00:00,LV,3.436
2024-08-04 22:00:00+00:00,RO,2411.2
2024-08-04 22:00:00+00:00,SI,2.6
2024-08-04 23:00:00+00:00,AL,927.0
2024-08-04 23:00:00+00:00,AT,1722.11931
2024-08-04 23:00:00+00:00,CH,4849.91567
2024-08-04 23:00:00+00:00,ES,11525.908
2024-08-04 23:00:00+00:00,FI,3817.99
2024-08-04 23:00:00+00:00,FR,3108.334
2024-08-04 23:00:00+00:00,HR,595.86
2024-08-04 23:00:00+00:00,IT,3514.934
2024-08-04 23:00:00+00:00,ME,297.594
2024-08-04 23:00:00+00:00,MK,244.388
2024-08-04 23:00:00+00:00,NO,66291.321
2024-08-04 23:00:00+00:00,RS,479.0
2024-08-04 23:00:00+00:00,SE,24930.0
2024-08-05 00:00:00+00:00,PT,2263.157
2024-08-11 22:00:00+00:00,BG,1417.88125
2024-08-11 22:00:00+00:00,GR,1809.057
2024-08-11 22:00:00+00:00,LT,0.35438
2024-08-11 22:00:00+00:00,LV,3.669
2024-08-11 22:00:00+00:00,RO,2379.8
2024-08-11 22:00:00+00:00,SI,2.6
2024-08-11 23:00:00+00:00,AL,831.0
2024-08-11 23:00:00+00:00,AT,1747.23821
2024-08-11 23:00:00+00:00,CH,4901.318969999999
2024-08-11 23:00:00+00:00,ES,11163.95
2024-08-11 23:00:00+00:00,FI,3727.43
2024-08-11 23:00:00+00:00,FR,3107.154
2024-08-11 23:00:00+00:00,HR,553.67
2024-08-11 23:00:00+00:00,IT,3430.211
2024-08-11 23:00:00+00:00,ME,282.481
2024-08-11 23:00:00+00:00,MK,226.23
2024-08-11 23:00:00+00:00,NO,67168.453
2024-08-11 23:00:00+00:00,RS,465.0
2024-08-11 23:00:00+00:00,SE,25323.0
2024-08-12 00:00:00+00:00,PT,2208.6
2024-08-18 22:00:00+00:00,BG,1394.14921
2024-08-18 22:00:00+00:00,GR,1730.334
2024-08-18 22:00:00+00:00,LT,0.35438
2024-08-18 22:00:00+00:00,LV,2.909
2024-08-18 22:00:00+00:00,RO,2331.6
2024-08-18 23:00:00+00:00,AL,779.0
2024-08-18 23:00:00+00:00,AT,1813.98131
2024-08-18 23:00:00+00:00,CH,4887.17263
2024-08-18 23:00:00+00:00,ES,10857.889
2024-08-18 23:00:00+00:00,FI,3600.0
2024-08-18 23:00:00+00:00,FR,3119.304
2024-08-18 23:00:00+00:00,HR,517.34
2024-08-18 23:00:00+00:00,IT,3342.258
2024-08-18 23:00:00+00:00,ME,270.909
2024-08-18 23:00:00+00:00,MK,2111.08
2024-08-18 23:00:00+00:00,NO,69705.971
2024-08-18 23:00:00+00:00,RS,454.0
2024-08-18 23:00:00+00:00,SE,26147.0
2024-08-19 00:00:00+00:00,PT,2167.3
2024-08-25 22:00:00+00:00,BG,1364.51762
2024-08-25 22:00:00+00:00,GR,1672.876
2024-08-25 22:00:00+00:00,LT,0.35438
2024-08-25 22:00:00+00:00,LV,2.786
2024-08-25 22:00:00+00:00,RO,2284.9
2024-08-25 22:00:00+00:00,SI,2.6
2024-08-25 23:00:00+00:00,AT,1852.6902
2024-08-25 23:00:00+00:00,CH,4945.73203
2024-08-25 23:00:00+00:00,ES,10526.071
2024-08-25 23:00:00+00:00,FI,3544.75
2024-08-25 23:00:00+00:00,FR,3078.593
2024-08-25 23:00:00+00:00,HR,481.93
2024-08-25 23:00:00+00:00,IT,3238.305
2024-08-25 23:00:00+00:00,ME,257.422
2024-08-25 23:00:00+00:00,MK,178.65
2024-08-25 23:00:00+00:00,NO,71406.982
2024-08-25 23:00:00+00:00,RS,449.0
2024-08-25 23:00:00+00:00,SE,26701.0
2024-08-26 00:00:00+00:00,PT,2115.471
