date,country,value_GWh
2020-09-06 22:00:00+00:00,BG,1781.45
2020-09-06 22:00:00+00:00,GR,1659.656
2020-09-06 22:00:00+00:00,IT,3755.156
2020-09-06 22:00:00+00:00,LT,8.967319999999999
2020-09-06 22:00:00+00:00,LV,7.016
2020-09-06 22:00:00+00:00,RO,2644.0
2020-09-06 22:00:00+00:00,SI,2.6
2020-09-06 23:00:00+00:00,AT,1881.74396
2020-09-06 23:00:00+00:00,CH,6052.991639999999
2020-09-06 23:00:00+00:00,ES,9079.685
2020-09-06 23:00:00+00:00,FI,3667.0
2020-09-06 23:00:00+00:00,FR,2929.369
2020-09-06 23:00:00+00:00,HR,359.98
2020-09-06 23:00:00+00:00,ME,225.418
2020-09-06 23:00:00+00:00,NO,80132.0
2020-09-06 23:00:00+00:00,RS,553.0
2020-09-06 23:00:00+00:00,SE,27426.0
2020-09-07 00:00:00+00:00,PT,2013.371
2020-09-13 22:00:00+00:00,BG,1755.506
2020-09-13 22:00:00+00:00,GR,1645.149
2020-09-13 22:00:00+00:00,IT,3610.98
2020-09-13 22:00:00+00:00,LT,8.71653
2020-09-13 22:00:00+00:00,LV,6.81
2020-09-13 22:00:00+00:00,RO,2575.2
2020-09-13 22:00:00+00:00,SI,2.6
2020-09-13 23:00:00+00:00,AT,1827.3762
2020-09-13 23:00:00+00:00,CH,6056.870730000001
2020-09-13 23:00:00+00:00,ES,8792.826
2020-09-13 23:00:00+00:00,FI,3714.0
2020-09-13 23:00:00+00:00,FR,2855.432
2020-09-13 23:00:00+00:00,HR,347.09
2020-09-13 23:00:00+00:00,ME,208.453
2020-09-13 23:00:00+00:00,NO,80954.0
2020-09-13 23:00:00+00:00,RS,562.0
2020-09-13 23:00:00+00:00,SE,27439.0
2020-09-14 00:00:00+00:00,PT,1990.171
2020-09-20 22:00:00+00:00,BG,1725.457
2020-09-20 22:00:00+00:00,GR,1710.94
2020-09-20 22:00:00+00:00,IT,3511.266
2020-09-20 22:00:00+00:00,LT,9.91765
2020-09-20 22:00:00+00:00,LV,6.299
2020-09-20 22:00:00+00:00,RO,2497.9
2020-09-20 22:00:00+00:00,SI,2.6
2020-09-20 23:00:00+00:00,AT,1813.6608
2020-09-20 23:00:00+00:00,CH,6047.43581
2020-09-20 23:00:00+00:00,ES,8554.046
2020-09-20 23:00:00+00:00,FI,3750.0
2020-09-20 23:00:00+00:00,FR,2821.249
2020-09-20 23:00:00+00:00,HR,338.35
2020-09-20 23:00:00+00:00,ME,201.878
2020-09-20 23:00:00+00:00,NO,81881.0
2020-09-20 23:00:00+00:00,RS,554.0
2020-09-20 23:00:00+00:00,SE,28350.0
2020-09-21 00:00:00+00:00,PT,1969.886
2020-09-27 22:00:00+00:00,BG,1707.801
2020-09-27 22:00:00+00:00,GR,1709.749
2020-09-27 22:00:00+00:00,IT,3575.84
2020-09-27 22:00:00+00:00,LT,8.760290000000001
2020-09-27 22:00:00+00:00,LV,5.445
2020-09-27 22:00:00+00:00,RO,2488.4
2020-09-27 22:00:00+00:00,SI,2.6
2020-09-27 23:00:00+00:00,AT,1817.46256
2020-09-27 23:00:00+00:00,CH,5968.8719
2020-09-27 23:00:00+00:00,ES,8407.927
2020-09-27 23:00:00+00:00,FI,3731.0
2020-09-27 23:00:00+00:00,FR,2801.27
2020-09-27 23:00:00+00:00,HR,369.78
2020-09-27 23:00:00+00:00,ME,217.077
2020-09-27 23:00:00+00:00,NO,82059.0
2020-09-27 23:00:00+00:00,RS,561.0
2020-09-27 23:00:00+00:00,SE,28455.0
2020-09-28 00:00:00+00:00,PT,1934.443
