date,country,value_GWh
2022-04-03 22:00:00+00:00,BG,1431.77747
2022-04-03 22:00:00+00:00,GR,2787.661
2022-04-03 22:00:00+00:00,LT,10.117450000000002
2022-04-03 22:00:00+00:00,LV,8.613
2022-04-03 22:00:00+00:00,RO,1678.9
2022-04-03 23:00:00+00:00,AT,542.63529
2022-04-03 23:00:00+00:00,CH,1319.01754
2022-04-03 23:00:00+00:00,ES,7339.663
2022-04-03 23:00:00+00:00,FI,1745.56
2022-04-03 23:00:00+00:00,FR,1197.12
2022-04-03 23:00:00+00:00,HR,823.32
2022-04-03 23:00:00+00:00,IT,1880.822
2022-04-03 23:00:00+00:00,ME,186.441
2022-04-03 23:00:00+00:00,NO,21863.546
2022-04-03 23:00:00+00:00,RS,194.0
2022-04-03 23:00:00+00:00,SE,9122.0
2022-04-03 23:00:00+00:00,SI,2.6
2022-04-04 00:00:00+00:00,PT,1049.086
2022-04-10 22:00:00+00:00,BG,1458.13819
2022-04-10 22:00:00+00:00,GR,2866.949
2022-04-10 22:00:00+00:00,LT,9.66983
2022-04-10 22:00:00+00:00,LV,8.656
2022-04-10 22:00:00+00:00,RO,1781.2
2022-04-10 23:00:00+00:00,AT,514.8143699999999
2022-04-10 23:00:00+00:00,CH,1303.8036100000002
2022-04-10 23:00:00+00:00,ES,7441.893
2022-04-10 23:00:00+00:00,FI,1689.69
2022-04-10 23:00:00+00:00,FR,1229.508
2022-04-10 23:00:00+00:00,HR,839.36
2022-04-10 23:00:00+00:00,IT,1910.548
2022-04-10 23:00:00+00:00,ME,210.794
2022-04-10 23:00:00+00:00,NO,19847.123
2022-04-10 23:00:00+00:00,RS,211.0
2022-04-10 23:00:00+00:00,SE,8289.0
2022-04-10 23:00:00+00:00,SI,2.6
2022-04-11 00:00:00+00:00,PT,1094.057
2022-04-17 22:00:00+00:00,BG,1503.77525
2022-04-17 22:00:00+00:00,GR,2920.231
2022-04-17 22:00:00+00:00,LT,10.35847
2022-04-17 22:00:00+00:00,LV,5.241
2022-04-17 22:00:00+00:00,RO,1857.9
2022-04-17 23:00:00+00:00,AT,473.01287
2022-04-17 23:00:00+00:00,CH,1321.09074
2022-04-17 23:00:00+00:00,ES,7656.944
2022-04-17 23:00:00+00:00,FI,1844.18
2022-04-17 23:00:00+00:00,FR,1338.623
2022-04-17 23:00:00+00:00,HR,860.35
2022-04-17 23:00:00+00:00,IT,1973.753
2022-04-17 23:00:00+00:00,ME,238.318
2022-04-17 23:00:00+00:00,NO,19338.843
2022-04-17 23:00:00+00:00,RS,227.0
2022-04-17 23:00:00+00:00,SE,8332.0
2022-04-17 23:00:00+00:00,SI,2.6
2022-04-18 00:00:00+00:00,PT,1114.3
2022-04-24 22:00:00+00:00,BG,1582.98291
2022-04-24 22:00:00+00:00,GR,2972.476
2022-04-24 22:00:00+00:00,LT,6.596430000000001
2022-04-24 22:00:00+00:00,LV,2.629
2022-04-24 22:00:00+00:00,RO,2066.6
2022-04-24 23:00:00+00:00,AT,403.18666
2022-04-24 23:00:00+00:00,CH,1285.71071
2022-04-24 23:00:00+00:00,ES,7856.475
2022-04-24 23:00:00+00:00,FI,2080.68
2022-04-24 23:00:00+00:00,FR,1380.258
2022-04-24 23:00:00+00:00,HR,877.98
2022-04-24 23:00:00+00:00,IT,2008.697
2022-04-24 23:00:00+00:00,ME,267.209
2022-04-24 23:00:00+00:00,NO,18516.371
2022-04-24 23:00:00+00:00,RS,227.0
2022-04-24 23:00:00+00:00,SE,8617.0
2022-04-24 23:00:00+00:00,SI,2.6
2022-04-25 00:00:00+00:00,PT,1109.657
