date,country,value_GWh
2022-09-04 21:00:00+00:00,LT,10.65203
2022-09-04 22:00:00+00:00,BG,1617.51636
2022-09-04 22:00:00+00:00,FR,2240.533
2022-09-04 22:00:00+00:00,GR,2046.21
2022-09-04 22:00:00+00:00,LV,10.044
2022-09-04 22:00:00+00:00,RO,2017.4
2022-09-04 23:00:00+00:00,AT,1943.37981
2022-09-04 23:00:00+00:00,CH,5676.54656
2022-09-04 23:00:00+00:00,ES,5498.074
2022-09-04 23:00:00+00:00,FI,3454.45
2022-09-04 23:00:00+00:00,HR,504.8
2022-09-04 23:00:00+00:00,IT,2287.671
2022-09-04 23:00:00+00:00,ME,154.389
2022-09-04 23:00:00+00:00,NO,58970.712
2022-09-04 23:00:00+00:00,RS,242.0
2022-09-04 23:00:00+00:00,SE,26955.0
2022-09-04 23:00:00+00:00,SI,2.6
2022-09-05 00:00:00+00:00,PT,823.271
2022-09-11 21:00:00+00:00,LT,9.65743
2022-09-11 22:00:00+00:00,BG,1608.21962
2022-09-11 22:00:00+00:00,FR,2252.727
2022-09-11 22:00:00+00:00,GR,1994.727
2022-09-11 22:00:00+00:00,LV,9.353
2022-09-11 22:00:00+00:00,RO,2030.2
2022-09-11 23:00:00+00:00,AT,1947.79064
2022-09-11 23:00:00+00:00,CH,5730.30021
2022-09-11 23:00:00+00:00,ES,5329.748
2022-09-11 23:00:00+00:00,FI,3485.14
2022-09-11 23:00:00+00:00,HR,489.57
2022-09-11 23:00:00+00:00,IT,2289.541
2022-09-11 23:00:00+00:00,ME,155.052
2022-09-11 23:00:00+00:00,NO,59586.351
2022-09-11 23:00:00+00:00,RS,250.0
2022-09-11 23:00:00+00:00,SE,26852.0
2022-09-11 23:00:00+00:00,SI,2.6
2022-09-12 00:00:00+00:00,PT,845.943
2022-09-18 21:00:00+00:00,LT,9.8044
2022-09-18 22:00:00+00:00,BG,1592.54944
2022-09-18 22:00:00+00:00,FR,2254.828
2022-09-18 22:00:00+00:00,GR,1943.454
2022-09-18 22:00:00+00:00,LV,10.155
2022-09-18 22:00:00+00:00,RO,2098.8
2022-09-18 23:00:00+00:00,AT,1979.69733
2022-09-18 23:00:00+00:00,CH,5617.13619
2022-09-18 23:00:00+00:00,ES,5094.243
2022-09-18 23:00:00+00:00,FI,3396.67
2022-09-18 23:00:00+00:00,HR,434.78
2022-09-18 23:00:00+00:00,IT,2269.171
2022-09-18 23:00:00+00:00,ME,156.6
2022-09-18 23:00:00+00:00,NO,59467.822
2022-09-18 23:00:00+00:00,RS,242.0
2022-09-18 23:00:00+00:00,SE,26243.0
2022-09-18 23:00:00+00:00,SI,2.6
2022-09-19 00:00:00+00:00,PT,865.629
2022-09-25 21:00:00+00:00,LT,10.55689
2022-09-25 22:00:00+00:00,BG,1574.7781200000002
2022-09-25 22:00:00+00:00,FR,2253.974
2022-09-25 22:00:00+00:00,GR,1909.72
2022-09-25 22:00:00+00:00,LV,8.764
2022-09-25 22:00:00+00:00,RO,2167.8
2022-09-25 23:00:00+00:00,AT,1936.83981
2022-09-25 23:00:00+00:00,CH,5709.04597
2022-09-25 23:00:00+00:00,ES,4867.449
2022-09-25 23:00:00+00:00,FI,3335.78
2022-09-25 23:00:00+00:00,HR,450.13
2022-09-25 23:00:00+00:00,IT,2222.284
2022-09-25 23:00:00+00:00,ME,157.385
2022-09-25 23:00:00+00:00,NO,60740.092
2022-09-25 23:00:00+00:00,RS,242.0
2022-09-25 23:00:00+00:00,SE,25967.0
2022-09-25 23:00:00+00:00,SI,2.6
2022-09-26 00:00:00+00:00,PT,868.9
