date,country,value_GWh
2021-03-01 00:00:00+00:00,PT,2603.143
2021-03-07 22:00:00+00:00,BG,1813.677
2021-03-07 22:00:00+00:00,GR,2594.346
2021-03-07 22:00:00+00:00,LT,9.80521
2021-03-07 22:00:00+00:00,LV,6.248
2021-03-07 22:00:00+00:00,RO,1708.6
2021-03-07 23:00:00+00:00,AT,454.59484
2021-03-07 23:00:00+00:00,CH,1258.8601999999998
2021-03-07 23:00:00+00:00,ES,12602.854
2021-03-07 23:00:00+00:00,FI,2837.43
2021-03-07 23:00:00+00:00,FR,1176.034
2021-03-07 23:00:00+00:00,HR,1120.9
2021-03-07 23:00:00+00:00,IT,2362.042
2021-03-07 23:00:00+00:00,ME,325.898
2021-03-07 23:00:00+00:00,NO,43819.163
2021-03-07 23:00:00+00:00,RS,503.0
2021-03-07 23:00:00+00:00,SE,14460.0
2021-03-07 23:00:00+00:00,SI,2.6
2021-03-08 00:00:00+00:00,PT,2580.657
2021-03-14 22:00:00+00:00,BG,1764.102
2021-03-14 22:00:00+00:00,GR,2624.674
2021-03-14 22:00:00+00:00,LT,8.940479999999999
2021-03-14 22:00:00+00:00,LV,5.75
2021-03-14 22:00:00+00:00,RO,1708.9
2021-03-14 23:00:00+00:00,AT,401.93069
2021-03-14 23:00:00+00:00,CH,1061.56447
2021-03-14 23:00:00+00:00,ES,12507.948
2021-03-14 23:00:00+00:00,FI,2669.97
2021-03-14 23:00:00+00:00,FR,1154.107
2021-03-14 23:00:00+00:00,HR,1084.18
2021-03-14 23:00:00+00:00,IT,2262.471
2021-03-14 23:00:00+00:00,ME,299.759
2021-03-14 23:00:00+00:00,NO,41202.377
2021-03-14 23:00:00+00:00,RS,502.0
2021-03-14 23:00:00+00:00,SE,13484.0
2021-03-14 23:00:00+00:00,SI,2.6
2021-03-15 00:00:00+00:00,PT,2589.657
2021-03-21 22:00:00+00:00,BG,1729.13
2021-03-21 22:00:00+00:00,GR,2743.769
2021-03-21 22:00:00+00:00,LT,9.719
2021-03-21 22:00:00+00:00,LV,3.103
2021-03-21 22:00:00+00:00,RO,1692.9
2021-03-21 23:00:00+00:00,AT,349.15596
2021-03-21 23:00:00+00:00,CH,915.13989
2021-03-21 23:00:00+00:00,ES,12373.271
2021-03-21 23:00:00+00:00,FI,2526.73
2021-03-21 23:00:00+00:00,FR,994.654
2021-03-21 23:00:00+00:00,HR,1028.79
2021-03-21 23:00:00+00:00,IT,2205.432
2021-03-21 23:00:00+00:00,ME,262.405
2021-03-21 23:00:00+00:00,NO,39539.539
2021-03-21 23:00:00+00:00,RS,488.0
2021-03-21 23:00:00+00:00,SE,12876.0
2021-03-21 23:00:00+00:00,SI,2.6
2021-03-22 00:00:00+00:00,PT,2528.629
2021-03-28 22:00:00+00:00,BG,1720.34361
2021-03-28 22:00:00+00:00,GR,2781.333
2021-03-28 22:00:00+00:00,LT,9.89603
2021-03-28 22:00:00+00:00,LV,5.74
2021-03-28 22:00:00+00:00,RO,1741.1
2021-03-28 23:00:00+00:00,AT,328.34266
2021-03-28 23:00:00+00:00,CH,789.97329
2021-03-28 23:00:00+00:00,ES,12137.668
2021-03-28 23:00:00+00:00,FI,2489.08
2021-03-28 23:00:00+00:00,FR,961.615
2021-03-28 23:00:00+00:00,HR,998.55
2021-03-28 23:00:00+00:00,IT,2177.522
2021-03-28 23:00:00+00:00,ME,248.233
2021-03-28 23:00:00+00:00,NO,39929.876
2021-03-28 23:00:00+00:00,RS,513.0
2021-03-28 23:00:00+00:00,SE,12575.0
2021-03-28 23:00:00+00:00,SI,0.0
2021-03-29 00:00:00+00:00,PT,2501.229
