name,code,url,updatedAt,gasDayStart,gasDayEnd,gasInStorage,consumption,consumptionFull,injection,withdrawal,netWithdrawal,workingGasVolume,injectionCapacity,withdrawalCapacity,contractedCapacity,availableCapacity,coveredCapacity,status,trend,full,info,country_code
Austria,AT,AT,2026-08-14 16:12:07,2026-08-01 00:00:00+00:00,2026-08-02,61.0211,78.2,78.03,263.39,0.0,-263.4,100.2789,844.66,1083.51,97.0037,3.2752,100,C,0.26,60.85,,AT
Austria,AT,AT,2026-08-14 16:12:07,2026-08-02 00:00:00+00:00,2026-08-03,61.3102,78.2,78.4,289.15,0.0,-289.2,100.2789,844.66,1083.51,97.0037,3.2752,100,C,0.29,61.14,,AT
Austria,AT,AT,2026-08-14 16:12:07,2026-08-03 00:00:00+00:00,2026-08-04,61.4664,78.2,78.6,156.17,0.0,-156.2,100.2789,844.66,1083.51,97.0037,3.2752,100,C,0.16,61.3,,AT
Austria,AT,AT,2026-08-14 16:12:07,2026-08-04 00:00:00+00:00,2026-08-05,61.5818,78.2,78.75,115.38,0.0,-115.4,100.2789,844.66,1083.51,97.0037,3.2752,100,C,0.12,61.41,,AT
Austria,AT,AT,2026-08-14 16:12:07,2026-08-05 00:00:00+00:00,2026-08-06,61.6589,78.2,78.85,78.88,1.8,-77.1,100.2789,844.66,1083.51,97.0037,3.2752,100,C,0.08,61.49,,AT
Austria,AT,AT,2026-08-14 16:12:07,2026-08-06 00:00:00+00:00,2026-08-07,61.7118,78.2,78.92,113.28,60.4,-52.9,100.2789,844.66,1083.51,97.0037,3.2752,100,C,0.05,61.54,,AT
Austria,AT,AT,2026-08-14 16:12:07,2026-08-07 00:00:00+00:00,2026-08-08,61.7807,78.2,79.0,113.29,44.4,-68.9,100.2789,844.66,1083.51,97.0037,3.2752,100,C,0.07,61.61,,AT
Austria,AT,AT,2026-08-14 16:12:07,2026-08-08 00:00:00+00:00,2026-08-09,62.0145,78.2,79.3,240.28,6.5,-233.8,100.2789,844.66,1083.51,97.0037,3.2752,100,C,0.23,61.84,,AT
Austria,AT,AT,2026-08-14 16:12:07,2026-08-09 00:00:00+00:00,2026-08-10,62.2266,78.2,79.57,216.41,2.0,-214.4,100.2789,844.66,1083.51,97.0037,3.2752,100,C,0.21,62.05,,AT
Austria,AT,AT,2026-08-14 16:12:07,2026-08-10 00:00:00+00:00,2026-08-11,62.4213,78.2,79.82,202.53,7.8,-194.7,100.2789,844.66,1083.51,97.0037,3.2752,100,C,0.19,62.25,,AT
Austria,AT,AT,2026-08-14 16:12:08,2026-08-11 00:00:00+00:00,2026-08-12,62.5681,78.2,80.01,182.15,35.4,-146.8,100.2789,844.66,1083.51,97.0037,3.2752,100,C,0.15,62.39,,AT
Austria,AT,AT,2026-08-14 16:12:08,2026-08-12 00:00:00+00:00,2026-08-13,62.8109,78.2,80.32,242.77,0.0,-242.8,100.2789,844.66,1083.51,97.0037,3.2752,100,C,0.24,62.64,,AT
Austria,AT,AT,2026-08-14 16:12:08,2026-08-13 00:00:00+00:00,2026-08-14,63.0802,78.2,80.67,269.33,0.0,-269.3,100.2789,844.66,1083.51,97.0037,3.2752,100,C,0.27,62.9,,AT
Austria,AT,AT,2026-08-15 16:10:09,2026-08-14 00:00:00+00:00,2026-08-15,63.3697,78.2,81.04,289.55,0.0,-289.6,100.2789,844.66,1083.51,97.0037,3.2752,100,C,0.29,63.19,,AT
Belgium,BE,BE,2026-08-02 12:00:03,2026-08-01 00:00:00+00:00,2026-08-02,2.6514,152.95,1.73,47.59,0.0,-47.6,7.61,88.14,169.66,5.9959,1.3135,100,C,0.63,34.84,,BE
Belgium,BE,BE,2026-08-03 12:00:03,2026-08-02 00:00:00+00:00,2026-08-03,2.7135,152.95,1.77,62.09,0.0,-62.1,7.61,88.14,169.66,5.9959,1.3135,100,C,0.82,35.66,,BE
Belgium,BE,BE,2026-08-04 12:00:03,2026-08-03 00:00:00+00:00,2026-08-04,2.7596,152.95,1.8,46.09,0.0,-46.1,7.61,88.14,169.66,5.9959,1.3135,100,C,0.61,36.26,,BE
Belgium,BE,BE,2026-08-05 12:00:04,2026-08-04 00:00:00+00:00,2026-08-05,2.8235,152.95,1.85,63.92,0.0,-63.9,7.61,88.14,169.66,5.9959,1.3135,100,C,0.84,37.1,,BE
Belgium,BE,BE,2026-08-06 12:00:03,2026-08-05 00:00:00+00:00,2026-08-06,2.8791,152.95,1.88,55.55,0.0,-55.6,7.61,88.14,169.66,5.9959,1.3135,100,C,0.73,37.83,,BE
Belgium,BE,BE,2026-08-07 12:00:03,2026-08-06 00:00:00+00:00,2026-08-07,2.9342,152.95,1.92,55.11,0.0,-55.1,7.61,88.14,169.66,5.9959,1.3135,100,C,0.72,38.56,,BE
Belgium,BE,BE,2026-08-08 12:00:03,2026-08-07 00:00:00+00:00,2026-08-08,2.9879,152.95,1.95,53.72,0.0,-53.7,7.61,88.14,169.66,5.9959,1.3135,100,C,0.71,39.26,,BE
Belgium,BE,BE,2026-08-11 08:50:03,2026-08-08 00:00:00+00:00,2026-08-09,3.0383,152.95,1.99,50.39,0.0,-50.4,7.61,88.14,169.66,5.9959,1.3135,100,C,0.66,39.93,,BE
Belgium,BE,BE,2026-08-10 12:00:02,2026-08-09 00:00:00+00:00,2026-08-10,3.0827,152.95,2.02,44.45,0.0,-44.5,7.61,88.14,169.66,5.9959,1.3135,100,C,0.58,40.51,,BE
Belgium,BE,BE,2026-08-11 12:00:03,2026-08-10 00:00:00+00:00,2026-08-11,3.1456,152.95,2.06,62.87,0.0,-62.9,7.61,88.14,169.66,5.9959,1.3135,100,C,0.83,41.34,,BE
Belgium,BE,BE,2026-08-12 12:00:03,2026-08-11 00:00:00+00:00,2026-08-12,3.1792,152.95,2.08,33.59,0.0,-33.6,7.61,88.14,169.66,5.9959,1.3135,100,C,0.44,41.78,,BE
Belgium,BE,BE,2026-08-13 12:00:03,2026-08-12 00:00:00+00:00,2026-08-13,3.2249,152.95,2.11,45.69,0.0,-45.7,7.61,88.14,169.66,5.9959,1.3135,100,C,0.6,42.38,,BE
Belgium,BE,BE,2026-08-14 12:00:03,2026-08-13 00:00:00+00:00,2026-08-14,3.2767,152.95,2.14,51.84,0.0,-51.8,7.61,88.14,169.66,5.9959,1.3135,100,C,0.68,43.06,,BE
Belgium,BE,BE,2026-08-15 12:00:03,2026-08-14 00:00:00+00:00,2026-08-15,3.3301,152.95,2.18,53.42,0.0,-53.4,7.61,88.14,169.66,5.9959,1.3135,100,C,0.7,43.76,,BE
Czech Republic,CZ,CZ,2026-08-02 09:40:03,2026-08-01 00:00:00+00:00,2026-08-02,27.0688,77.05,35.13,162.09,0.2,-161.9,45.3039,564.33,733.7,41.7499,3.554,100,C,-0.89,59.75,,CZ
Czech Republic,CZ,CZ,2026-08-03 09:20:09,2026-08-02 00:00:00+00:00,2026-08-03,27.228,77.05,35.34,161.72,0.1,-161.6,45.3039,564.33,733.7,41.7499,3.554,100,C,0.35,60.1,,CZ
Czech Republic,CZ,CZ,2026-08-04 09:20:08,2026-08-03 00:00:00+00:00,2026-08-04,27.3825,77.05,35.54,157.3,0.2,-157.1,45.3039,564.33,733.7,41.7499,3.554,100,C,0.34,60.44,,CZ
Czech Republic,CZ,CZ,2026-08-05 09:30:06,2026-08-04 00:00:00+00:00,2026-08-05,27.5339,77.05,35.74,159.24,6.0,-153.3,45.3039,564.33,733.7,41.7499,3.554,100,C,0.33,60.78,,CZ
Czech Republic,CZ,CZ,2026-08-06 09:20:54,2026-08-05 00:00:00+00:00,2026-08-06,27.703,77.05,35.95,186.52,16.5,-170.0,45.3039,564.33,733.7,41.7499,3.554,100,C,0.37,61.15,,CZ
Czech Republic,CZ,CZ,2026-08-07 09:20:17,2026-08-06 00:00:00+00:00,2026-08-07,27.855,77.05,36.15,166.59,12.6,-154.0,45.3039,564.33,733.7,41.7499,3.554,100,C,0.34,61.48,,CZ
Czech Republic,CZ,CZ,2026-08-08 09:20:39,2026-08-07 00:00:00+00:00,2026-08-08,28.0073,77.05,36.35,163.24,8.8,-154.4,45.3039,564.33,733.7,41.7499,3.554,100,C,0.34,61.82,,CZ
Czech Republic,CZ,CZ,2026-08-09 09:40:05,2026-08-08 00:00:00+00:00,2026-08-09,28.1771,77.05,36.57,171.92,0.0,-171.9,45.3039,564.33,733.7,41.7499,3.554,100,C,0.37,62.2,,CZ
Czech Republic,CZ,CZ,2026-08-10 09:20:05,2026-08-09 00:00:00+00:00,2026-08-10,28.3409,77.05,36.78,165.93,0.0,-165.9,45.3039,564.33,733.7,41.7499,3.554,100,C,0.36,62.56,,CZ
Czech Republic,CZ,CZ,2026-08-11 09:20:15,2026-08-10 00:00:00+00:00,2026-08-11,28.5022,77.05,36.99,169.4,6.0,-163.4,45.3039,564.33,733.7,41.7499,3.554,100,C,0.36,62.91,,CZ
Czech Republic,CZ,CZ,2026-08-12 09:30:06,2026-08-11 00:00:00+00:00,2026-08-12,28.6595,77.05,37.2,174.82,15.3,-159.6,45.3039,564.33,733.7,41.7499,3.554,100,C,0.35,63.26,,CZ
Czech Republic,CZ,CZ,2026-08-13 09:40:09,2026-08-12 00:00:00+00:00,2026-08-13,28.8104,77.05,37.39,159.27,6.4,-152.9,45.3039,564.33,733.7,41.7499,3.554,100,C,0.33,63.59,,CZ
Czech Republic,CZ,CZ,2026-08-14 09:10:25,2026-08-13 00:00:00+00:00,2026-08-14,28.9623,77.05,37.59,161.67,7.6,-154.1,45.3039,564.33,733.7,41.7499,3.554,100,C,0.34,63.93,,CZ
Czech Republic,CZ,CZ,2026-08-15 09:20:24,2026-08-14 00:00:00+00:00,2026-08-15,29.1182,77.05,37.79,162.25,4.4,-157.9,45.3059,564.33,733.7,41.7749,3.531,100,C,0.34,64.27,,CZ
Germany,DE,DE,2026-08-14 16:12:01,2026-08-01 00:00:00+00:00,2026-08-02,115.46,903.9,12.77,452.18,392.4,-59.7,246.489,4297.72,7067.36,192.5486,59.3543,100,C,0.07,46.84,,DE
Germany,DE,DE,2026-08-14 16:12:01,2026-08-02 00:00:00+00:00,2026-08-03,115.9681,903.9,12.83,533.94,17.1,-516.8,246.489,4297.72,7067.36,192.5486,59.3543,100,C,0.21,47.05,,DE
Germany,DE,DE,2026-08-14 16:12:02,2026-08-03 00:00:00+00:00,2026-08-04,116.4025,903.9,12.88,433.67,10.0,-423.7,246.489,4297.72,7067.36,192.5486,59.3543,100,C,0.18,47.22,,DE
Germany,DE,DE,2026-08-14 16:12:02,2026-08-04 00:00:00+00:00,2026-08-05,116.8911,903.9,12.93,504.27,20.3,-484.0,246.489,4292.58,7067.36,192.5486,59.3543,100,C,0.2,47.42,,DE
Germany,DE,DE,2026-08-14 16:12:02,2026-08-05 00:00:00+00:00,2026-08-06,117.3721,903.9,12.99,492.7,11.7,-481.0,246.489,4292.58,7067.36,193.2986,58.6043,100,C,0.2,47.62,,DE
Germany,DE,DE,2026-08-14 16:12:02,2026-08-06 00:00:00+00:00,2026-08-07,117.7718,903.9,13.03,434.71,28.6,-406.1,246.489,4292.58,7067.36,194.1057,58.6043,100,C,0.16,47.78,,DE
Germany,DE,DE,2026-08-14 16:12:02,2026-08-07 00:00:00+00:00,2026-08-08,118.1486,903.9,13.07,388.99,12.2,-376.8,246.489,4292.58,7067.36,194.1057,58.6043,100,E,0.15,47.93,,DE
Germany,DE,DE,2026-08-14 16:12:02,2026-08-08 00:00:00+00:00,2026-08-09,117.6283,903.9,13.01,650.15,20.7,-629.5,246.489,4292.58,7067.36,194.1057,58.6043,100,C,-0.21,47.72,,DE
Germany,DE,DE,2026-08-14 16:12:02,2026-08-09 00:00:00+00:00,2026-08-10,119.416,903.9,13.21,666.24,12.2,-654.0,246.489,4292.58,7067.36,194.1057,58.6043,100,C,0.73,48.45,,DE
Germany,DE,DE,2026-08-14 16:12:02,2026-08-10 00:00:00+00:00,2026-08-11,119.87,903.9,13.26,463.81,6.4,-457.4,246.489,4292.58,7067.36,194.1057,58.6043,100,C,0.18,48.63,,DE
