name,code,url,updatedAt,gasDayStart,gasDayEnd,gasInStorage,consumption,consumptionFull,injection,withdrawal,netWithdrawal,workingGasVolume,injectionCapacity,withdrawalCapacity,contractedCapacity,availableCapacity,coveredCapacity,status,trend,full,info,country_code
Austria,AT,AT,2023-08-14 09:24:33,2023-08-01 00:00:00+00:00,2023-08-02,85.3308,76.6,111.4,124.2,0.0,-124.2,97.6438,852.33,1070.84,98.7697,-0.6378,-,C,0.13,87.39,,AT
Austria,AT,AT,2023-08-14 09:24:47,2023-08-02 00:00:00+00:00,2023-08-03,85.546,76.6,111.68,213.47,0.0,-213.5,97.6438,852.33,1070.84,98.7697,-0.6378,-,C,0.22,87.61,,AT
Austria,AT,AT,2023-08-14 09:25:06,2023-08-03 00:00:00+00:00,2023-08-04,85.7259,76.6,111.91,179.88,0.0,-179.9,97.6438,852.33,1070.84,98.7697,-0.6378,-,C,0.18,87.79,,AT
Austria,AT,AT,2023-08-14 09:25:27,2023-08-04 00:00:00+00:00,2023-08-05,85.9151,76.6,112.16,189.21,0.0,-189.2,97.6438,852.33,1070.84,98.7697,-0.6378,-,C,0.19,87.99,,AT
Austria,AT,AT,2023-08-14 09:25:49,2023-08-05 00:00:00+00:00,2023-08-06,86.1409,76.6,112.46,225.77,0.0,-225.8,97.6438,852.33,1070.84,98.7697,-0.6378,-,C,0.23,88.22,,AT
Austria,AT,AT,2023-08-14 09:26:06,2023-08-06 00:00:00+00:00,2023-08-07,86.333,76.6,112.71,202.74,0.0,-202.7,97.6438,852.33,1070.84,98.7697,-0.6378,-,C,0.2,88.42,,AT
Austria,AT,AT,2023-08-14 09:26:20,2023-08-07 00:00:00+00:00,2023-08-08,86.5562,76.6,113.0,223.24,0.0,-223.2,97.6438,852.33,1070.84,98.7697,-0.6378,-,C,0.23,88.64,,AT
Austria,AT,AT,2023-08-14 09:26:37,2023-08-08 00:00:00+00:00,2023-08-09,86.769,76.6,113.28,212.81,0.0,-212.8,97.6438,852.33,1070.84,98.7697,-0.6378,-,C,0.22,88.86,,AT
Austria,AT,AT,2023-08-14 09:26:53,2023-08-09 00:00:00+00:00,2023-08-10,86.9642,76.6,113.53,195.19,0.0,-195.2,97.6438,852.33,1070.84,98.7697,-0.6378,-,C,0.2,89.06,,AT
Austria,AT,AT,2023-08-14 10:19:36,2023-08-10 00:00:00+00:00,2023-08-11,87.1809,76.6,113.81,216.7,0.0,-216.7,97.6438,852.33,1070.84,98.8697,-0.6378,-,C,0.22,89.28,,AT
Austria,AT,AT,2023-08-14 09:27:09,2023-08-11 00:00:00+00:00,2023-08-12,87.453,76.6,114.17,273.83,0.0,-273.8,97.6438,852.33,1070.84,98.8697,-0.6378,-,C,0.28,89.56,,AT
Austria,AT,AT,2023-08-14 09:27:27,2023-08-12 00:00:00+00:00,2023-08-13,87.7209,76.6,114.52,267.87,0.0,-267.9,97.6438,852.33,1070.84,98.8697,-0.6378,-,C,0.27,89.84,,AT
Austria,AT,AT,2023-08-14 16:05:19,2023-08-13 00:00:00+00:00,2023-08-14,87.9704,76.6,114.84,249.54,0.0,-249.5,97.6438,852.33,1070.84,98.8697,-0.6378,-,C,0.26,90.09,,AT
Austria,AT,AT,2023-08-15 16:05:05,2023-08-14 00:00:00+00:00,2023-08-15,88.1957,76.6,115.14,225.36,0.0,-225.4,97.6438,852.33,1070.84,98.8697,-0.6378,-,C,0.23,90.32,,AT
Austria,AT,AT,2023-08-16 16:05:05,2023-08-15 00:00:00+00:00,2023-08-16,88.4416,76.6,115.46,224.41,0.0,-224.4,97.6438,852.33,1070.84,98.8697,-0.6378,-,C,0.25,90.58,,AT
Austria,AT,AT,2023-08-17 16:05:06,2023-08-16 00:00:00+00:00,2023-08-17,88.5746,76.6,115.63,160.36,0.0,-160.4,97.6438,852.33,1070.84,98.8697,-0.6378,-,C,0.14,90.71,,AT
Austria,AT,AT,2023-08-18 16:05:05,2023-08-17 00:00:00+00:00,2023-08-18,88.7689,76.6,115.89,194.24,0.0,-194.2,97.6438,852.33,1070.84,98.8697,-0.6378,-,C,0.2,90.91,,AT
Austria,AT,AT,2023-08-19 16:05:13,2023-08-18 00:00:00+00:00,2023-08-19,89.0453,76.6,116.25,276.46,0.0,-276.5,97.6438,852.33,1070.84,99.1697,-0.6378,-,C,0.28,91.19,,AT
Austria,AT,AT,2023-08-20 16:05:05,2023-08-19 00:00:00+00:00,2023-08-20,89.343,76.6,116.64,297.69,0.0,-297.7,97.6438,852.33,1070.84,99.1697,-0.6378,-,C,0.3,91.5,,AT
Austria,AT,AT,2023-08-21 16:05:07,2023-08-20 00:00:00+00:00,2023-08-21,89.6144,76.6,116.99,271.39,0.0,-271.4,97.6438,852.33,1070.84,99.1697,-0.6378,-,C,0.28,91.78,,AT
