name,code,url,updatedAt,gasDayStart,gasDayEnd,gasInStorage,consumption,consumptionFull,injection,withdrawal,netWithdrawal,workingGasVolume,injectionCapacity,withdrawalCapacity,contractedCapacity,availableCapacity,coveredCapacity,status,trend,full,info,country_code
Austria,AT,AT,2022-11-25 23:11:47,2018-02-01 00:00:00+00:00,2018-02-02,41.9164,87.0,48.18,43.61,596.3,552.7,92.2185,835.1,1050.05,-,-,-,C,-0.6,45.45,,AT
Austria,AT,AT,2022-11-25 23:11:48,2018-02-02 00:00:00+00:00,2018-02-03,41.4534,87.0,47.65,43.12,506.1,463.0,92.2185,835.1,1050.05,-,-,-,C,-0.5,44.95,,AT
Austria,AT,AT,2022-11-25 23:11:48,2018-02-03 00:00:00+00:00,2018-02-04,40.958,87.0,47.08,30.48,525.9,495.4,92.2185,835.1,1050.05,-,-,-,C,-0.54,44.41,,AT
Austria,AT,AT,2022-11-25 23:11:48,2018-02-04 00:00:00+00:00,2018-02-05,40.4138,87.0,46.45,30.05,574.2,544.2,92.2185,835.1,1050.05,-,-,-,C,-0.59,43.82,,AT
Austria,AT,AT,2022-11-25 23:11:48,2018-02-05 00:00:00+00:00,2018-02-06,39.8103,87.0,45.76,8.02,611.5,603.5,92.2185,835.1,1050.05,-,-,-,C,-0.65,43.17,,AT
Austria,AT,AT,2022-11-25 23:11:49,2018-02-06 00:00:00+00:00,2018-02-07,39.0958,87.0,44.94,0.74,715.3,714.5,92.2185,835.1,1050.05,-,-,-,C,-0.77,42.39,,AT
Austria,AT,AT,2022-11-25 23:11:49,2018-02-07 00:00:00+00:00,2018-02-08,38.4041,87.0,44.14,0.92,692.6,691.7,92.2185,835.1,1050.05,-,-,-,C,-0.75,41.64,,AT
Austria,AT,AT,2022-11-25 23:11:49,2018-02-08 00:00:00+00:00,2018-02-09,37.7434,87.0,43.38,13.5,674.2,660.7,92.2185,835.1,1050.05,-,-,-,C,-0.72,40.93,,AT
Austria,AT,AT,2022-11-25 23:11:49,2018-02-09 00:00:00+00:00,2018-02-10,37.0889,87.0,42.63,9.28,663.8,654.5,92.2185,835.1,1050.05,-,-,-,C,-0.71,40.22,,AT
Austria,AT,AT,2022-11-25 23:11:49,2018-02-10 00:00:00+00:00,2018-02-11,36.6538,87.0,42.13,16.63,451.7,435.1,92.2185,835.1,1050.05,-,-,-,C,-0.47,39.75,,AT
Austria,AT,AT,2022-11-25 23:11:50,2018-02-11 00:00:00+00:00,2018-02-12,36.2356,87.0,41.65,16.33,434.5,418.1,92.2185,835.1,1050.05,-,-,-,C,-0.45,39.29,,AT
Austria,AT,AT,2022-11-25 23:11:50,2018-02-12 00:00:00+00:00,2018-02-13,35.5784,87.0,40.89,0.34,657.6,657.3,92.2185,835.1,1050.05,-,-,-,C,-0.71,38.58,,AT
Austria,AT,AT,2022-11-25 23:11:50,2018-02-13 00:00:00+00:00,2018-02-14,34.9932,87.0,40.22,32.16,617.3,585.2,92.2185,835.1,1050.05,-,-,-,C,-0.63,37.95,,AT
Austria,AT,AT,2022-11-25 23:11:50,2018-02-14 00:00:00+00:00,2018-02-15,34.3222,87.0,39.45,0.0,671.0,671.0,92.2185,835.1,1050.05,-,-,-,C,-0.73,37.22,,AT
Austria,AT,AT,2022-11-25 23:11:50,2018-02-15 00:00:00+00:00,2018-02-16,33.6303,87.0,38.66,7.92,699.9,692.0,92.2185,835.1,1050.05,-,-,-,C,-0.75,36.47,,AT
Austria,AT,AT,2022-11-25 23:11:51,2018-02-16 00:00:00+00:00,2018-02-17,33.0402,87.0,37.98,6.61,596.7,590.0,92.2185,835.1,1050.05,-,-,-,C,-0.64,35.83,,AT
Austria,AT,AT,2022-11-25 23:11:51,2018-02-17 00:00:00+00:00,2018-02-18,32.6828,87.0,37.57,15.23,372.7,357.5,92.2185,835.1,1050.05,-,-,-,C,-0.39,35.44,,AT
Austria,AT,AT,2022-11-25 23:11:51,2018-02-18 00:00:00+00:00,2018-02-19,32.3115,87.0,37.14,12.16,383.4,371.3,92.2185,835.1,1050.05,-,-,-,C,-0.4,35.04,,AT
Austria,AT,AT,2022-11-25 23:11:51,2018-02-19 00:00:00+00:00,2018-02-20,31.7045,87.0,36.44,2.75,609.7,606.9,92.2185,835.1,1050.05,-,-,-,C,-0.66,34.38,,AT
Austria,AT,AT,2022-11-25 23:11:52,2018-02-20 00:00:00+00:00,2018-02-21,31.033,87.0,35.67,7.72,679.3,671.6,92.2185,835.1,1050.05,-,-,-,C,-0.73,33.65,,AT
Austria,AT,AT,2022-11-25 23:11:52,2018-02-21 00:00:00+00:00,2018-02-22,30.3637,87.0,34.9,3.52,672.8,669.3,92.2185,835.1,1050.05,-,-,-,C,-0.73,32.93,,AT
Austria,AT,AT,2022-11-25 23:11:52,2018-02-22 00:00:00+00:00,2018-02-23,29.6164,87.0,34.04,1.1,748.4,747.3,92.2185,835.1,1050.05,-,-,-,C,-0.81,32.12,,AT
Austria,AT,AT,2022-11-25 23:11:52,2018-02-23 00:00:00+00:00,2018-02-24,28.9474,87.0,33.27,22.45,691.4,669.0,92.2185,835.1,1050.05,-,-,-,C,-0.73,31.39,,AT
Austria,AT,AT,2022-11-25 23:11:52,2018-02-24 00:00:00+00:00,2018-02-25,28.3318,87.0,32.57,41.19,656.8,615.6,92.2185,835.1,1050.05,-,-,-,C,-0.67,30.72,,AT
Austria,AT,AT,2022-11-25 23:11:53,2018-02-25 00:00:00+00:00,2018-02-26,27.6364,87.0,31.77,28.73,724.0,695.3,92.2185,835.1,1050.05,-,-,-,C,-0.75,29.97,,AT
Austria,AT,AT,2022-11-25 23:11:53,2018-02-26 00:00:00+00:00,2018-02-27,26.9202,87.0,30.94,30.22,746.5,716.3,92.2185,835.1,1050.05,-,-,-,C,-0.78,29.19,,AT
