name,code,url,updatedAt,gasDayStart,gasDayEnd,gasInStorage,consumption,consumptionFull,injection,withdrawal,netWithdrawal,workingGasVolume,injectionCapacity,withdrawalCapacity,contractedCapacity,availableCapacity,coveredCapacity,status,trend,full,info,country_code
Austria,AT,AT,2026-05-28 13:32:11,2015-07-01 00:00:00+00:00,2015-07-02,41.9655,80.0,52.46,421.24,1.1,-420.1,91.811,844.54,1049.35,-,-,-,C,0.46,45.71,,AT
Austria,AT,AT,2026-05-28 13:32:14,2015-07-02 00:00:00+00:00,2015-07-03,42.2921,80.0,52.87,327.73,1.1,-326.6,91.811,844.54,1049.35,-,-,-,C,0.36,46.06,,AT
Austria,AT,AT,2026-05-28 13:32:17,2015-07-03 00:00:00+00:00,2015-07-04,42.632,80.0,53.29,342.77,2.9,-339.9,91.811,844.54,1049.35,-,-,-,C,0.37,46.43,,AT
Austria,AT,AT,2026-05-28 13:32:19,2015-07-04 00:00:00+00:00,2015-07-05,43.0464,80.0,53.81,414.42,0.0,-414.4,91.811,844.54,1049.35,-,-,-,C,0.45,46.89,,AT
Austria,AT,AT,2026-05-28 13:32:22,2015-07-05 00:00:00+00:00,2015-07-06,43.4737,80.0,54.34,427.3,0.0,-427.3,91.811,844.54,1049.35,-,-,-,C,0.47,47.35,,AT
Austria,AT,AT,2026-05-28 13:32:25,2015-07-06 00:00:00+00:00,2015-07-07,43.7996,80.0,54.75,326.85,1.0,-325.9,91.811,844.54,1049.35,-,-,-,C,0.35,47.71,,AT
Austria,AT,AT,2026-05-28 13:32:27,2015-07-07 00:00:00+00:00,2015-07-08,44.0988,80.0,55.12,300.42,1.2,-299.2,91.811,844.54,1049.35,-,-,-,C,0.33,48.03,,AT
Austria,AT,AT,2026-05-28 13:32:30,2015-07-08 00:00:00+00:00,2015-07-09,44.4286,80.0,55.54,332.71,2.9,-329.8,91.811,844.54,1049.35,-,-,-,C,0.36,48.39,,AT
Austria,AT,AT,2026-05-28 13:32:33,2015-07-09 00:00:00+00:00,2015-07-10,44.6795,80.0,55.85,253.32,2.4,-250.9,91.811,844.54,1049.35,-,-,-,C,0.27,48.66,,AT
Austria,AT,AT,2026-05-28 13:32:35,2015-07-10 00:00:00+00:00,2015-07-11,44.9816,80.0,56.23,307.35,5.3,-302.1,91.811,844.54,1049.35,-,-,-,C,0.33,48.99,,AT
Austria,AT,AT,2026-05-28 13:32:38,2015-07-11 00:00:00+00:00,2015-07-12,45.415,80.0,56.77,435.79,2.4,-433.4,91.811,844.54,1049.35,-,-,-,C,0.47,49.47,,AT
